C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score,C21_names,C21_logfold,C21_pvals_adj,C21_z_score
PTTG1IP,-0.5321337,7.199625826360378e-27,-10.91803,DIMT1,-1.1137004,9.49220898016878e-41,-13.560727,BRIX1,-1.2877203,4.465551972601864e-58,-16.185705,SGMS1,-1.6392139,4.223955842186514e-95,-20.81451,PDLIM1,-7.496658,4.222279816766322e-59,-16.367613,SLC25A11,-1.171244,1.562942017325391e-17,-8.835296,PPP4R3B,-1.0191478,4.116505963393655e-28,-11.242145,ARHGAP17,-1.08904,1.6486375027984437e-20,-9.564548,TRPC4AP,-1.4178432,7.976175426123233e-11,-6.905264,NDRG3,-0.427149,0.004788053797365517,-3.197617,IL6,-5.233686,1.6947774491347728e-29,-11.520785,SLC25A25,-1.387553,0.0005193743895125935,-3.6785603,DTNB,-1.6504718,2.3094188226892798e-07,-5.3917875,P2RY14,-7.9124184,0.004405769664194728,-3.0557754,CCL1,-26.486729,0.0001412461459797043,-3.9793642,TSR3,-1.9353298,1.8642085334161543e-11,-7.1151915,ZFYVE26,-1.1392703,8.218940930649487e-05,-4.294961,SELENOM,-0.89592636,3.6589023181862887e-19,-9.218856,STK38L,-5.627461,1.6918466338692118e-41,-13.698678,CTNNB1,-1.9928424,1.4155900434805848e-48,-14.835262,AHSA1,-1.4304879,1.8575443686958437e-11,-7.110932,RNF141,-1.4000292,0.008173725385383038,-3.4752648
RPN2,-0.9233567,5.766052024483386e-27,-10.938296,ZNF639,-1.2202985,8.517466955859323e-41,-13.568728,RWDD2B,-2.101287,2.7527347180474335e-58,-16.215574,PIAS3,-2.122056,3.462661549261877e-95,-20.824068,AK4,-1.6710929,4.020783195984696e-59,-16.370632,AFF1,-1.4604609,1.5458433562709273e-17,-8.836622,C6orf89,-1.8939106,3.9839727461850484e-28,-11.245112,NDUFA5,-0.91603416,1.5972839394115723e-20,-9.567904,SEC62,-1.0006107,7.943419692501004e-11,-6.905973,AKR1C3,-1.0392746,0.004648981672148765,-3.2066586,KCTD20,-1.068641,1.6498620639734233e-29,-11.523177,ELMSAN1,-1.1554707,0.0004991693796668873,-3.6888256,TESK2,-3.2625942,2.2804322396026586e-07,-5.394188,PILRB,-1.3097249,0.004384805209379415,-3.0573354,PNP,-1.4309629,0.00013799019183841077,-3.985013,PLEKHO2,-3.9028454,1.8623662383731028e-11,-7.115455,ISG15,-1.2073884,7.934692829666056e-05,-4.3029356,TNIP1,-0.83803153,3.5506703198126338e-19,-9.222219,IGFBP7,-30.868406,1.6463054344479964e-41,-13.700726,HSPG2,-6.4560947,1.4155900434805848e-48,-14.835287,KDSR,-3.1879473,1.7748290586850725e-11,-7.117338,GPBP1L1,-0.892412,0.008147084777583817,-3.476378
FZD6,-4.5168934,5.539404825503906e-27,-10.94197,MOB4,-0.8373891,8.470811494989225e-41,-13.569187,LRP6,-26.235645,2.7362778377831673e-58,-16.215967,ALDH18A1,-1.6238033,3.1171575085379034e-95,-20.829174,HDDC2,-1.4270538,3.9819745568495553e-59,-16.371267,TCF12,-1.8941557,1.543561398614465e-17,-8.836884,TMEM179B,-1.247776,3.9161752463500434e-28,-11.246706,DCTN2,-0.93312246,1.5066354190727362e-20,-9.574028,XRN2,-1.440168,7.82012227190456e-11,-6.908318,ADGRE3,-0.76979536,0.004587952958774323,-3.2106788,TOR1AIP2,-1.4426447,1.5135320754580639e-29,-11.53076,TEC,-5.37842,0.0004863270404527338,-3.695733,RFX5,-1.4874786,2.2208659238556786e-07,-5.3990703,CTSK,-2.629496,0.004384220509760784,-3.057408,PSMB10,-1.5564061,0.0001372412439760787,-3.986332,CCM2,-1.3353736,1.8146047296697953e-11,-7.1191645,PER1,-1.8953335,7.31978683212754e-05,-4.3216305,BRK1,-0.82501507,3.4065628804202273e-19,-9.226732,TMEM9B,-2.946903,1.5468511946938816e-41,-13.705315,MGAT2,-1.0656219,1.2629731708237303e-48,-14.843038,TANC2,-2.101904,1.7683676376806405e-11,-7.1179643,SPATA20,-1.619278,0.008147084777583817,-3.4764407
CKAP2,-2.0657399,5.181365774638881e-27,-10.948064,ZHX1,-0.8275669,7.530080966797715e-41,-13.577927,CDH6,-26.571812,2.5557442828227042e-58,-16.220207,ITGB1BP1,-0.960974,3.024986032473801e-95,-20.830647,GRB10,-1.4990901,2.55312975459802e-59,-16.39838,TTL,-1.5333132,1.433830506129663e-17,-8.845219,AXL,-2.1263115,3.771628235536408e-28,-11.250104,NME1,-1.6038187,1.4590077803049792e-20,-9.577431,CD300A,-5.6094956,7.755579916560673e-11,-6.909619,SNRPN,-0.4702939,0.004566982768077942,-3.2121603,RNH1,-1.2216548,1.485939123881331e-29,-11.532422,TNNI2,-2.584919,0.0004825255541197071,-3.6978507,PNPLA8,-0.886666,2.209282693885956e-07,-5.4000745,XBP1,-0.7448605,0.004331099829825904,-3.0611572,BATF,-25.297508,0.00013682712666532152,-3.987076,CNN1,-3.9057908,1.811361774128032e-11,-7.1195383,MTHFR,-1.5684118,7.255991206703085e-05,-4.3236184,MTF1,-1.0710456,3.3416728346316753e-19,-9.228866,RTL8C,-5.7921033,1.546529472083874e-41,-13.705396,POLR2E,-1.6141456,1.2606548521906576e-48,-14.843221,LRRFIP1,-1.1976115,1.7596731664988036e-11,-7.118767,FURIN,-0.6569708,0.008103881648750666,-3.4782794
ZHX1,-1.0222672,4.8180045627564464e-27,-10.954725,WWC3,-1.2143774,7.106269329256155e-41,-13.582226,LRRC32,-1.9921138,1.6544442020221683e-58,-16.246992,DNAJC15,-1.0173657,2.4280736822877156e-95,-20.841208,C2orf74,-2.0727763,2.429071146795559e-59,-16.40145,METTL26,-1.7630327,1.433830506129663e-17,-8.845263,JAZF1,-2.70933,3.5303431683935914e-28,-11.256013,ATOX1,-1.6534369,1.4445877798053215e-20,-9.578541,WDR37,-1.8936261,7.730720479336975e-11,-6.9101996,KCTD16,-1.4705129,0.0045219020081374885,-3.2151742,PHF1,-1.859103,1.4347925881889165e-29,-11.535514,RGS19,-1.8974081,0.00046281313844947515,-3.7086456,TXNDC11,-0.66166747,2.1940900546088274e-07,-5.401378,TLR8,-10.352293,0.004318816378466371,-3.0620725,TROAP,-4.520868,0.00013402460600638472,-3.9921193,DEDD,-1.8144376,1.7777338156566323e-11,-7.1222486,GGNBP2,-0.78745997,7.241633889327188e-05,-4.324124,PDE4A,-1.1180465,3.322853364014345e-19,-9.229543,G3BP2,-6.1594586,1.4718807510104904e-41,-13.709051,SRPRA,-1.2873307,1.1805476497291765e-48,-14.847685,CDC42BPA,-4.0441155,1.740575609509302e-11,-7.120394,EIF6,-1.3007432,0.008088781224579691,-3.4790173
MORF4L1,-1.8165718,4.737787693772973e-27,-10.956284,SLC35B4,-1.0530307,6.559965574383988e-41,-13.58814,ZNF618,-8.927521,9.043194302188749e-59,-16.284157,TRIP11,-1.5641598,2.068227497403656e-95,-20.84892,FAIM,-3.0662458,2.3073882022279407e-59,-16.404615,CHMP3,-1.2055097,1.4244368908548288e-17,-8.846147,SNRPA,-1.4045347,3.3975283900443376e-28,-11.259472,PPIB,-1.2939237,1.374884147456655e-20,-9.583732,SBNO2,-1.4358827,7.684435953659233e-11,-6.911177,KREMEN1,-1.69916,0.00443744706331151,-3.2210772,UBE2A,-0.9972521,1.39666471032118e-29,-11.5379095,FOXM1,-1.6809636,0.00045478932234500874,-3.71329,MAST3,-1.231868,2.1679091291754145e-07,-5.4035964,FPR1,-2.795992,0.00430322607150188,-3.0632524,APOL1,-2.0570495,0.00013181001628720528,-3.996148,ARL2,-2.1178904,1.776770302777458e-11,-7.122451,OTULINL,-5.1725125,7.239477698832393e-05,-4.324294,CRTAP,-0.51915735,3.0270119114665295e-19,-9.239598,TCERG1,-5.151165,1.3898293622154008e-41,-13.713279,ARPC1A,-2.1928966,1.0462434265227678e-48,-14.855841,CYC1,-1.3722748,1.7235233049656393e-11,-7.1218743,MAPK1,-1.2601396,0.008088781224579691,-3.4790423
VLDLR,-6.809083,4.491816093895529e-27,-10.961147,HOXA10,-1.4779245,5.850198393209449e-41,-13.596575,RAB12,-1.0106825,8.671881572921027e-59,-16.286745,SYNPO,-27.350435,1.8849223803987234e-95,-20.853395,PACS1,-1.0991603,1.8705120348256778e-59,-16.417402,CFDP1,-1.4918859,1.390496315450023e-17,-8.848936,TMED3,-1.7059962,3.3975283900443376e-28,-11.259531,GTF3A,-0.947756,1.3389583438276838e-20,-9.586549,H1F0,-1.0503594,7.511948149134216e-11,-6.9145217,KIAA0513,-0.48809797,0.004415623936671886,-3.222545,TMEM251,-2.7934754,1.374468197997026e-29,-11.539367,SRSF7,-1.7653952,0.0004516641306126518,-3.7150962,ITK,-9.152469,2.1578909693855775e-07,-5.4045253,DDX39A,-1.467206,0.004292488045379855,-3.0640326,PYCARD,-1.8136648,0.00013127475747021648,-3.9971385,CD81,-2.478789,1.7543627046521638e-11,-7.124327,FGD3,-3.8083117,6.759288145791188e-05,-4.3399196,SDC4,-1.0589314,2.8406298865022564e-19,-9.246469,SEC22C,-5.3328238,1.3415085907706476e-41,-13.715912,TMEM11,-1.8172652,1.0029189954014397e-48,-14.858735,GRSF1,-2.533167,1.720188643364781e-11,-7.1222644,AP2A2,-2.2426128,0.008081655117180371,-3.4797301
FHOD3,-26.315351,3.580083094397502e-27,-10.981696,SLC39A6,-0.8166915,5.488112667561425e-41,-13.601305,AHNAK,-0.5452867,8.109744158255598e-59,-16.290869,TIMM8B,-0.9570433,1.6092354283186022e-95,-20.860996,ZMAT3,-1.5726812,1.727881248196951e-59,-16.422258,ATP6V1F,-1.2368284,1.3624106965772938e-17,-8.851311,PSMC3,-1.2486712,3.1999158630001854e-28,-11.264912,JPT2,-1.4467381,1.3237354435336596e-20,-9.587813,STAU2,-1.1113026,7.371958279199814e-11,-6.9173136,HS6ST1,-0.7683187,0.0043598010367005575,-3.226408,PDCD6IP,-1.0181129,1.3329409968394595e-29,-11.542162,NUF2,-4.0925303,0.00044839537090380846,-3.7169635,H2AFY,-1.0128282,2.055244979855266e-07,-5.413387,BRCA2,-2.3859313,0.0042127273105323285,-3.0697691,GRAMD4,-1.3723422,0.0001269171140856668,-4.0052595,LPGAT1,-1.9114677,1.6989253930736115e-11,-7.1288767,SLC12A6,-0.5637504,6.701413490589642e-05,-4.341924,IL1RAP,-1.6414441,2.6990338550963604e-19,-9.252007,VEGFA,-4.4046893,1.3384185371938305e-41,-13.716145,SPCS3,-1.3357474,9.19384384880341e-49,-14.864622,FCER1G,-30.313559,1.7123712606483554e-11,-7.1230154,ATP10D,-27.784605,0.008060206445785157,-3.4806807
CLIC3,-6.9595675,3.2691282156556016e-27,-10.989939,KIAA1549L,-6.827785,5.302900648897343e-41,-13.603871,PID1,-26.51033,7.925483902556113e-59,-16.292297,NPR3,-8.790527,1.1523966648940612e-95,-20.87703,GRHPR,-1.2168521,1.4529788673485832e-59,-16.432812,SS18,-2.0600133,1.3619985798566672e-17,-8.851441,PALLD,-1.7677792,2.7882427618255393e-28,-11.277116,ARL3,-1.8308967,1.3200724721222887e-20,-9.588183,EGR1,-1.4959071,7.076274376436093e-11,-6.923238,JUP,-1.1077803,0.004354344720695694,-3.2268765,LACTB,-1.9403129,1.2799082173637848e-29,-11.545732,RFFL,-1.1981882,0.0004354723805883612,-3.7245035,GPATCH2L,-0.71055996,1.9279970644962706e-07,-5.425176,MBD2,0.01253042,0.004176754712364934,-3.0723622,SORL1,-5.2743707,0.00012112814486616579,-4.0163875,SHKBP1,-1.8066796,1.6808488230237937e-11,-7.130477,PTPN7,-3.2216675,6.68966509233976e-05,-4.342367,TMUB2,-0.6457827,2.6501527473262003e-19,-9.254032,HMOX2,-4.8584185,1.3216451102414724e-41,-13.717126,PLIN3,-2.592635,9.131426005243159e-49,-14.865139,TMCO1,-1.3940889,1.658116851646171e-11,-7.1275735,PPP4R1,-4.1481714,0.007994249815973915,-3.48312
TIMM22,-1.6813172,2.963458890316091e-27,-10.998834,RHOG,-0.8185546,4.924563724003108e-41,-13.609339,TMEM237,-2.3497367,6.360036107899125e-59,-16.305796,CCBE1,-27.612787,1.0073432917278065e-95,-20.883493,C1S,-2.2825358,1.2122595077305825e-59,-16.443834,MDM2,-1.4768189,1.3311567628860081e-17,-8.8540945,SORT1,-1.2147404,2.6184163094094555e-28,-11.282723,LMOD1,-27.654842,1.301655753286356e-20,-9.589717,MAP2K4,-2.2349548,6.972521113827894e-11,-6.9254546,LONRF3,-0.8964839,0.00426640021733919,-3.2330403,HAPLN1,-28.51312,1.1140158163789476e-29,-11.557738,ABHD12,-0.80873364,0.000430261343657901,-3.7276015,SLC19A3,-6.208372,1.866256503872216e-07,-5.431118,CALB2,-4.101102,0.004045334901536378,-3.082248,KCNA3,-25.123304,0.00012036865149664499,-4.017924,CRK,-1.8569137,1.6538721579059855e-11,-7.1328316,GPR108,-0.7714022,6.536263528152112e-05,-4.3476324,TSPAN31,-1.3993304,2.5951325436637947e-19,-9.256346,XPOT,-28.99622,1.3216451102414724e-41,-13.717126,SCAMP2,-1.1969249,8.878745958949991e-49,-14.867079,PFDN1,-1.6045761,1.620481416050085e-11,-7.130858,PAIP1,-2.6081617,0.007973766847882618,-3.4840455
PDK2,-1.6682191,2.8148467072634225e-27,-11.00351,SNRNP25,-0.799395,4.886647981542808e-41,-13.609961,CSPG4,-7.4635487,6.212009219150447e-59,-16.307259,UBAP2L,-0.90905976,7.80346576569073e-96,-20.895723,PRRX1,-5.169577,1.0837938752639884e-59,-16.450708,GJA1,-5.2968607,1.326010525566564e-17,-8.854624,TBL1XR1,-1.2299197,2.5729686336472263e-28,-11.284343,PXK,-1.5241725,1.216984506223252e-20,-9.596738,IDI1,-2.239557,6.887088931546413e-11,-6.9273252,ZNF277,-0.8167983,0.004239282058782262,-3.2349164,SAR1B,-1.2638646,1.0472673152032197e-29,-11.563201,GATA1,-5.752713,0.00042806385551652607,-3.7289853,MFSD2A,-2.0861075,1.7699008602780644e-07,-5.440667,PELI1,-2.5688317,0.003961232337826883,-3.088755,MILR1,-2.3025613,0.00011927648068703328,-4.020179,SUMF2,-1.2867681,1.63124285267996e-11,-7.134855,TMEM63A,-0.94908834,6.449517359233294e-05,-4.3506203,HMOX2,-0.59771633,2.527717740200551e-19,-9.259229,RERE,-6.7298393,1.3199801265001294e-41,-13.717349,WASHC3,-1.5383234,8.761972663513746e-49,-14.868027,EMC2,-3.2438776,1.606477907160097e-11,-7.132176,DNAJA1,-1.1826282,0.00789147398363149,-3.4870598
NFATC3,-1.6221358,2.6992399203562296e-27,-11.007328,BMPR1A,-3.5355504,4.502946259204643e-41,-13.615993,KIAA1522,-2.3504088,4.315970793854962e-59,-16.329588,ACSL1,-1.9022896,7.514951272700664e-96,-20.897558,NUAK1,-6.314541,1.0429413770057388e-59,-16.45308,PRDX2,-2.0307395,1.2820301240014683e-17,-8.858483,ATF7IP,-1.3125137,2.4666506866191906e-28,-11.288134,CDC34,-1.3323169,1.1677267938443666e-20,-9.601082,TMEM251,-2.9985676,6.675005847410791e-11,-6.931876,ACSS1,-1.3748821,0.0042308502788566075,-3.235595,RBPMS,-2.1542242,9.6505332968834e-30,-11.570296,SLAMF1,-9.730932,0.0004157696968389544,-3.7364469,GPX3,-1.9776739,1.5930437023363347e-07,-5.459718,LILRB2,-6.818506,0.003938676075290341,-3.0904837,PDE6B,-8.901335,0.00011661406490941949,-4.025547,ITM2B,-1.7425385,1.6073406405724356e-11,-7.137013,MILR1,-2.8151464,6.237420712468859e-05,-4.358176,MTMR6,-1.0690097,2.4330698255166855e-19,-9.263376,RIPK2,-6.300902,1.2749163730657156e-41,-13.719934,PSMD10,-2.4647455,8.639565923941605e-49,-14.86903,SRP54,-1.4305629,1.5984006605453943e-11,-7.132993,CHD3,-1.6794058,0.007855788548862696,-3.4885108
MYADM,-0.74164915,2.449620211573355e-27,-11.016108,MTCL1,-5.9463115,4.370886522512676e-41,-13.618223,TRIP11,-1.3942947,3.377555884002254e-59,-16.344587,ID1,-4.370015,5.867326552445281e-96,-20.909405,MTMR2,-1.8318508,9.027718512246663e-60,-16.46186,LDLRAP1,-3.645252,1.2713957754889303e-17,-8.859509,ECH1,-1.0180573,2.40535696674144e-28,-11.290425,DNAJB1,-1.4601502,1.1365682070038117e-20,-9.603952,ZDHHC6,-1.6721501,6.523732758424789e-11,-6.935243,ANKRD6,-1.3130351,0.0041690142568771805,-3.2399058,KIDINS220,-1.1708164,9.501249058882753e-30,-11.5717125,ATP8A1,-3.9456468,0.00040531104716045474,-3.743037,AMZ1,-3.6357853,1.5656542612948903e-07,-5.462862,PIK3R6,-7.1696434,0.0039325592465701475,-3.0909774,PIK3CD,-1.5376415,0.00010974059901210168,-4.0400844,DKC1,-1.8547839,1.59718881846054e-11,-7.1380124,HSD17B11,-0.7494415,6.140634690967339e-05,-4.361829,TMEM167B,-0.72192454,2.314111058623155e-19,-9.268797,SLC35E1,-4.478599,1.2421045344807956e-41,-13.721891,MCAM,-5.8070006,8.292703536900131e-49,-14.871834,SSH1,-4.767084,1.5895983333297024e-11,-7.133877,MALT1,-27.868664,0.007841511414336744,-3.4892364
ZNF281,-1.6589115,2.4471575365394324e-27,-11.016236,POLD2,-1.6250738,4.1636946745277335e-41,-13.621826,KCTD15,-5.7070327,2.9061370114864262e-59,-16.353771,BSG,-0.986973,4.95042555184462e-96,-20.917547,INTS13,-1.8126854,7.088804635273675e-60,-16.476576,MAN1A2,-2.196139,1.2519285061441392e-17,-8.861327,ATP6V0D1,-1.1918385,2.3543169106118225e-28,-11.29239,DHX29,-1.5432901,1.0870696959664867e-20,-9.6086235,CNIH4,-1.2896297,6.305903914798246e-11,-6.940168,RBM3,-0.31227744,0.0041690142568771805,-3.2399173,ANO10,-2.2657022,8.66503547478848e-30,-11.579692,PIK3CD,-1.4326143,0.0003936079997952478,-3.7505445,SRXN1,-0.51396376,1.442578539866115e-07,-5.477667,EZH2,-2.0183423,0.003681304318177324,-3.110851,STRBP,-2.2078202,0.00010770679859127933,-4.0445495,PHF2,-1.647996,1.5965427784081822e-11,-7.1381965,RHBDD2,-0.9140763,6.126568256219137e-05,-4.362388,MTMR14,-1.3962737,2.2271230435070847e-19,-9.273028,ABHD12,-28.92456,1.2384343798562626e-41,-13.722172,MTDH,-1.1705647,7.681904677552034e-49,-14.877016,OSTF1,-1.3135755,1.5500845023875807e-11,-7.1374626,LMO4,-1.6067786,0.007841511414336744,-3.489349
EIF4G3,-1.2956083,2.3753586398918476e-27,-11.018956,NUCB2,-0.7963491,4.151416649919278e-41,-13.622099,RUSC2,-1.7424227,1.7360495847048184e-59,-16.385178,FAM98A,-2.0401921,4.903955577069589e-96,-20.918032,HMOX2,-1.1072726,7.054328984934955e-60,-16.476913,SBDS,-1.6237196,1.2419678804744791e-17,-8.862315,PARVA,-2.1594148,2.257159896275874e-28,-11.296172,MVP,-1.275187,1.0426286883660421e-20,-9.613005,CYTIP,-4.552232,6.233910960407503e-11,-6.9419155,SEPTIN9,-0.3310556,0.004101246894272278,-3.2447958,DPYSL2,-1.0768342,8.182537803191382e-30,-11.584681,SULT1C2,-4.698756,0.0003913707621526364,-3.7520354,TMBIM1,-0.084691904,1.4327100729244663e-07,-5.478947,DUSP1,-0.3300624,0.0035392088372562546,-3.1228104,FOLR3,-5.223342,0.00010434031237446689,-4.05201,ELF1,-1.4883347,1.5341164660436522e-11,-7.1438065,TMBIM4,-0.85890466,5.987858967869914e-05,-4.3675666,MYOF,-0.61222345,2.1506207441624698e-19,-9.276828,CTSB,-1.9592654,1.1976364135272124e-41,-13.724667,UBL3,-1.4002051,7.189386449179993e-49,-14.881511,ARFGAP3,-1.9649533,1.4837679383175265e-11,-7.1435966,ZNF410,-1.5171578,0.0078024420215035955,-3.49105
ZFYVE9,-6.309944,2.199000491466216e-27,-11.025975,KIDINS220,-0.719606,4.0700550624632244e-41,-13.623601,FHOD3,-10.632864,1.4300932898879811e-59,-16.397034,NFATC4,-5.155772,4.413693188958908e-96,-20.923092,PAIP1,-1.4593666,6.28092222212174e-60,-16.483978,SMDT1,-1.6724075,1.2054591076078225e-17,-8.865737,NARS,-1.10715,2.1731429075217476e-28,-11.299584,SAMD4B,-0.96922994,1.0263940712437592e-20,-9.614705,SNRPA,-1.4070995,6.214851310082466e-11,-6.942474,STK4,-0.5067949,0.00408968392125099,-3.2457097,LRRC41,-1.0266823,7.372656648815103e-30,-11.593687,CLCN7,-0.64225763,0.0003793726215364405,-3.7599556,KIF13B,-1.5312089,1.41653329528568e-07,-5.480989,DACH1,-10.893349,0.0034851611968366824,-3.1275299,FCGR3A,-8.317823,0.00010350074652949598,-4.053979,PIP5K1C,-2.1217232,1.5180380955828148e-11,-7.1453824,RTN4R,-6.0708146,5.987290235135793e-05,-4.3676453,MVD,-1.0689902,2.1220300265390086e-19,-9.278327,KRTCAP2,-4.177447,1.1596989565762096e-41,-13.727066,ACO1,-2.836014,7.125383214506854e-49,-14.88217,KLHDC3,-1.8084296,1.4351691804039344e-11,-7.1482944,FAM210B,-1.0534002,0.007800675804558248,-3.4913502
HEG1,-1.2949749,2.1187344877199944e-27,-11.029358,ARPC5,-0.75231594,4.06269636236118e-41,-13.62379,CDC34,-1.2223907,1.3882536813196812e-59,-16.39886,FAP,-7.5233192,4.1917609836792246e-96,-20.925587,GLT8D1,-2.9129186,6.043279162450121e-60,-16.486353,DKC1,-1.8781514,1.1915365040203112e-17,-8.867129,HNRNPA0,-1.1695398,2.010872456740787e-28,-11.306478,SLC25A4,-6.017531,1.0224383334613723e-20,-9.615187,OLR1,-4.5625114,6.19560797461637e-11,-6.943038,FLG,-1.6032902,0.004088849274311321,-3.2458227,PSMD1,-1.0807542,7.31710077267915e-30,-11.594414,IQGAP3,-3.3659813,0.0003766265446154553,-3.7618344,RAB7B,-1.7251362,1.3899007618850563e-07,-5.4844112,GPR141,-7.512389,0.00337354781435919,-3.13731,LY86,-25.492994,9.913817815752352e-05,-4.0641956,TOR1A,-1.7728587,1.5130293687124777e-11,-7.1459646,YPEL3,-1.3465174,5.907177791825485e-05,-4.37076,TBC1D9B,-0.4818358,2.0840347028326605e-19,-9.280324,TRIM22,-6.1893687,1.1211146752056211e-41,-13.729585,CACUL1,-1.3494511,7.024676564918411e-49,-14.8831835,KARS,-1.6451833,1.4266391615962454e-11,-7.149237,OSTC,-2.6988018,0.007770549813852785,-3.4928637
PUS7L,-1.8005577,1.969579261259497e-27,-11.03596,NAV3,-8.037973,3.313616752788832e-41,-13.638719,PRR14,-1.1115648,1.3511617539007819e-59,-16.40053,NAA20,-0.98625886,4.034062485075911e-96,-20.92745,RGS3,-2.9297113,5.813135727439417e-60,-16.488743,FAM168A,-2.265318,1.1741388254200522e-17,-8.868963,KPNB1,-1.4307486,1.8704742168025751e-28,-11.312908,FGF7,-28.071388,1.0114661767330064e-20,-9.616381,ARSB,-1.5076021,6.160327406265993e-11,-6.94397,IFI27,-1.1612611,0.003821429285201494,-3.2659066,HABP4,-3.8604724,7.303156320118685e-30,-11.594656,LIF,-2.3895755,0.0003696019932079837,-3.7665706,KIAA0930,-0.91888046,1.3675420778453909e-07,-5.487507,MXD1,-2.0646217,0.0033486904519303023,-3.1395736,GMIP,-1.9635735,8.729692464917842e-05,-4.0942187,TRAPPC5,-1.7353178,1.507364864173459e-11,-7.1466084,HIST2H2BE,-1.1743054,5.905813046857226e-05,-4.370868,EDF1,-0.4490697,2.0346899816747355e-19,-9.283023,ASAP1,-2.3074915,1.1211146752056211e-41,-13.729641,MLX,-1.6975427,6.75501918090068e-49,-14.885863,ID3,-2.8928545,1.4258637953781587e-11,-7.149436,PFKFB3,-2.1811042,0.007770549813852785,-3.4929137
EXT2,-1.2909493,1.727371651821775e-27,-11.047825,VEZF1,-0.8646937,2.9005977261434544e-41,-13.64848,YIF1A,-1.344081,1.128016841916361e-59,-16.411516,CARS2,-1.6129341,3.981292770248623e-96,-20.928114,SLC7A1,-1.4754193,5.367861155129327e-60,-16.493603,FAM210B,-1.9108102,1.117905654886644e-17,-8.874525,ZYG11B,-1.0959413,1.6919348044921878e-28,-11.321785,TOMM6,-0.89929944,1.0048550674879409e-20,-9.61714,RAB35,-1.3057554,5.96832402747574e-11,-6.948566,KRTAP1-1,-1.1812788,0.0038181775450295925,-3.2662573,VKORC1,-1.2694212,7.258387947695293e-30,-11.595261,CASP10,-2.5918696,0.0003600187702729488,-3.7732503,MX2,-2.9608338,1.3531163997871084e-07,-5.4894133,ZBTB7C,-24.924137,0.003268438124510079,-3.146802,LRMDA,-2.1251092,8.221515082261575e-05,-4.108332,PPM1G,-2.0636408,1.478499361528492e-11,-7.149392,CDS2,-0.7960486,5.8964173624514885e-05,-4.371273,GBP2,-2.642179,1.9175776928221412e-19,-9.289408,PLAU,-6.4436617,1.0849478582126786e-41,-13.732093,TGM2,-29.358456,6.383032425890896e-49,-14.889712,SAMD4B,-1.9080945,1.35236843644563e-11,-7.1568213,IMP4,-1.2723564,0.007757249235564834,-3.4938018
VAMP5,-1.4661994,1.6694020370335218e-27,-11.050966,COPS7A,-0.811281,2.8542895037226627e-41,-13.649711,TRIP10,-1.3855445,7.570367993801972e-60,-16.435757,LSS,-1.311758,3.67516410662265e-96,-20.931963,KMT5A,-1.6213677,4.992571923270116e-60,-16.498068,NIPSNAP2,-2.3463387,1.1066657285318812e-17,-8.875748,DDA1,-1.4138654,1.6171886646680118e-28,-11.325825,KPNA6,-1.1169714,9.8724231429823e-21,-9.619044,DCUN1D1,-1.3253856,5.966815655677656e-11,-6.9487276,SKAP1,-3.090344,0.0037556664121306993,-3.2712028,EPRS,-1.1183852,6.827032607249905e-30,-11.600584,HCAR3,-4.9481897,0.00035613739581115807,-3.7759836,RP2,-0.76730096,1.199709995811399e-07,-5.5109572,MYO15B,-8.753681,0.0032674598363094487,-3.1469214,E2F1,-2.8782196,7.88307758311457e-05,-4.1181636,COL1A2,-2.5145957,1.4150935944491003e-11,-7.1555357,KDM4C,-1.0926111,5.815039535190104e-05,-4.374364,MGAT4A,-2.9788024,1.9159623720059387e-19,-9.28957,PPP3CA,-28.818848,1.010467313039838e-41,-13.73731,SLC25A1,-1.777376,6.059382794218736e-49,-14.893252,DAPK3,-2.0761945,1.2819045248012652e-11,-7.164281,RRAGA,-3.9289079,0.007705885486063414,-3.4958155
