C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score
SLC15A3,1.5997968,1.7362639076968203e-220,31.897623,TTC3,1.7520344,6.16523733211193e-99,21.37639,S100A13,2.4114583,5.85926202780379e-07,5.8769045,CD300A,1.2665985,3.1342743382355027e-87,20.117363,ARHGEF6,3.3074884,0.0,41.67267,STK17B,2.0830808,1.449512541491419e-85,19.871275,CYP27A1,1.7748122,9.787749364640469e-220,31.843412,TPP1,1.3979069,2.1821987398140506e-198,30.259932,CCL4,1.9557309,1.2781284417988326e-20,9.755585,INF2,2.1830268,1.6181611537421318e-33,12.419813,ACSL4,2.1913507,8.651014548667205e-53,15.68667,CST7,2.4233572,8.697912648728785e-101,21.526447,SLC38A1,5.216881,2.6337100932317804e-09,6.7826643,COL6A3,7.77898,7.081724042468748e-21,9.985595,CENPF,4.900464,3.6782107970825566e-47,14.854456,RESF1,2.119835,9.620306993103305e-12,7.574043,TC2N,10.994866,0.015932831913532796,4.171163
MMP2,1.956675,7.297693719882703e-220,31.851593,FDX1,1.4684875,1.1382079185168737e-97,21.23843,FTH1,0.92699695,6.962158587351132e-07,5.8444505,CD68,1.2548229,1.639448562656495e-86,20.03352,CREM,2.8199804,0.0,41.290565,NDFIP2,3.1291661,1.7894824955126896e-83,19.62477,CYBB,1.6715319,7.701591978080949e-219,31.777597,ETS2,1.81042,3.3849376534695936e-194,29.93868,SAMSN1,1.6193283,4.823782539027286e-20,9.613054,MAP2K3,1.8508139,3.1902385873731216e-33,12.363991,HDC,2.9728255,1.3752607645337294e-52,15.655601,HDC,2.5484319,4.74172016894068e-100,21.447186,TXNDC5,2.689997,3.201715554068272e-09,6.7491283,SERPINE2,6.9153466,9.03578888010414e-21,9.959216,CKAP2,3.5160847,3.741067181419516e-47,14.851258,NKG7,5.215822,2.1978739418669532e-11,7.462207,PDE5A,10.228875,0.015932831913532796,4.167027
C1QC,2.5898514,2.256133976771207e-214,31.45159,TDRD3,1.3012018,4.2269441229193366e-97,21.176004,MME,3.1113503,1.5311227068867582e-06,5.7018023,SUCNR1,1.5163,9.7712165448822e-86,19.94285,STK17B,2.712228,0.0,41.00793,CXCR4,2.72533,3.8714859998766625e-83,19.584982,ADGRE3,1.8954927,4.0810396875666593e-218,31.724133,TNFSF13,1.6945146,4.467459152618032e-190,29.619429,TMEM154,2.7377632,1.2298293966367667e-19,9.509013,EHBP1L1,1.5157202,9.071800477895798e-33,12.275975,SIGLEC6,2.7886455,3.2821607901610815e-52,15.598589,NFE2L2,0.9473504,3.416219602951019e-98,21.24551,CDK4,2.3457634,2.9180723485519808e-08,6.391183,CRYAB,10.418118,1.7045893017789172e-20,9.891652,COLEC12,1.6626107,2.370517885488696e-46,14.72496,PFKFB3,2.315204,3.213026197997589e-11,7.4064603,ASAP2,9.302156,0.015932831913532796,4.1608496
LGMN,3.773365,2.244112870771812e-213,31.377558,WARS,1.1867213,5.499734916646197e-96,21.052052,CTSZ,1.0287358,2.286497732653231e-06,5.6223173,CXCL16,1.1932786,5.037090553783099e-83,19.626444,NR4A1,3.161928,0.0,40.925976,CRIP1,3.1068628,5.985674629579277e-83,19.562256,SCD,1.7988354,7.647320131540279e-218,31.70338,PDE4B,2.392774,4.939819046499616e-190,29.615063,PIM1,1.5256021,3.448318550216954e-19,9.3922415,SAT1,1.7153876,2.258385619652475e-32,12.200943,CDK1,4.4067736,2.1382096555908005e-51,15.47541,CREM,2.1507547,2.122102651567955e-96,21.04924,HNRNPDL,2.1961937,3.214187575834277e-08,6.3748946,FKBP10,9.247722,1.925885164446356e-20,9.87574,CD68,1.2620745,3.1646158801557556e-46,14.701546,DYSF,2.5919976,6.01301886069736e-11,7.315693,NLK,4.3364663,0.015932831913532796,4.1607447
SCD,1.9919504,5.361352387059493e-213,31.348867,ARF1,1.1557897,4.730612063625525e-95,20.94787,BEX3,1.9817815,2.3357286276921726e-06,5.617481,CTSD,1.1595718,7.345968844606181e-83,19.60574,GCSAML,3.7985098,0.0,40.90973,LAPTM5,1.2618952,7.312886764892165e-79,19.072338,ARRDC4,1.4599586,1.4814150863479905e-217,31.681597,MCEMP1,1.8386831,1.3383422978949667e-181,28.951788,BHLHE40,1.0238608,3.932643122037079e-19,9.37703,CD44,0.81887674,4.6483643216395474e-32,12.138448,MSN,1.2549729,2.7989131002883115e-51,15.456593,SLC18A2,2.722576,2.2906341650981038e-94,20.82356,PLPPR3,10.24845,3.9677952488521644e-08,6.338111,DPYSL3,9.000591,1.9273839648814572e-20,9.873273,SPAG5,4.0413914,1.1909323375119356e-45,14.609671,CKAP4,2.863998,2.2301964868829032e-10,7.122391,RGS18,7.0333147,0.018523224882570907,4.0926843
S100A10,1.5167351,9.710093660517725e-213,31.32901,MAF1,1.2926008,1.954392104652369e-94,20.87956,NEK6,1.2119832,2.7293975266921057e-06,5.5848026,SGK1,1.0786319,6.563520939209845e-82,19.492529,FXYD5,1.7363734,0.0,40.844555,ITGA2B,2.7307723,4.84223397979673e-77,18.849869,PPARG,1.5368474,2.6358481844236264e-217,31.662506,IL3RA,1.7709858,1.9967128444509087e-177,28.617365,CD300LB,6.145036,5.439132076293944e-19,9.340085,KIF1B,1.9555428,1.1008719596470583e-31,12.066103,NR4A2,2.4851255,2.8227979364766855e-51,15.4545965,ARHGEF6,2.4965363,1.821650341899028e-89,20.26915,FSCN1,5.151829,5.799370723437208e-08,6.2735977,LGALS1,2.2707074,1.9501896109284812e-20,9.870145,MNDA,1.7244947,1.595471818463766e-45,14.5879135,SIGLEC5,3.2344227,2.437595887450616e-10,7.1070023,LRRC32,7.0503755,0.018523224882570907,4.085145
PLBD1,4.0150304,7.530385461095445e-211,31.189062,UFM1,1.3470851,6.645423479571843e-93,20.709738,PKM,1.318366,4.006187087450236e-06,5.5165963,IFI30,1.5632739,1.368790842957632e-81,19.453442,C5orf22,3.3233092,0.0,40.79582,RAPGEF2,2.412374,7.044131708077286e-77,18.82955,CD74,1.7986127,3.522386057433128e-214,31.433693,MCL1,1.2187421,5.68636119449013e-174,28.337452,TRGC2,3.0650456,6.434075455810748e-19,9.320964,ATP2B1,1.8911369,2.79067371913579e-31,11.986798,HIST1H2BH,4.4028635,1.1891148629251462e-50,15.358834,NR4A1,2.2005537,1.7261244949119485e-87,20.042265,LMNB1,3.4200182,5.853474989345425e-08,6.270744,GAS6,7.7313924,3.920061927392932e-20,9.797944,NPC2,0.93729866,5.377218806308807e-45,14.502995,EVI2B,1.5364096,2.437595887450616e-10,7.106552,PRKAR2B,6.7151427,0.019734551585282662,4.054675
CPVL,1.9075797,4.3058752249101147e-209,31.058311,PNRC1,0.9781415,7.429974496951089e-92,20.592484,RAC2,1.0470546,4.298218515053221e-06,5.4986506,N4BP1,1.3280488,3.1447843787009643e-80,19.290657,RAC2,2.3548453,0.0,40.602036,ENPP3,3.3707764,1.1977628580431345e-75,18.678223,HBEGF,1.7358868,1.5185201548560062e-211,31.23943,ITGB2,1.5523056,9.99814195047964e-171,28.071941,MCL1,0.92116827,7.828617393436317e-19,9.2985,EID3,3.2642424,4.517272393093022e-29,11.547278,SEMA7A,2.6913426,8.267942691794205e-50,15.22598,RGS10,2.3252423,6.7521551503172625e-87,19.97386,ITM2C,3.6649175,6.382558510267005e-08,6.255858,CTTN,6.73507,5.800187526454078e-20,9.754525,FOXM1,4.200079,2.9436639645856053e-43,14.223903,HMGB2,3.2752275,2.437595887450616e-10,7.105395,CCL5,5.9940534,0.022608541060253014,4.017713
LHFPL2,1.8747138,4.874167552655509e-203,30.605812,CALR,1.2170906,9.784940138933078e-91,20.465977,ITGB2,1.0877,5.010105217761458e-06,5.468287,GRN,1.1335728,2.784485308099838e-79,19.176188,RAPGEF2,3.2004714,0.0,40.196667,IFITM2,2.874464,5.46848539832713e-75,18.596222,HMOX1,1.8859916,1.7118976006140123e-210,31.161013,EHD1,1.8911507,9.800970435387267e-168,27.824902,CEBPE,5.7054434,2.122986876173816e-18,9.186083,CSF1,1.0084363,2.6418452933397165e-27,11.181196,GLUL,1.4858547,8.784419354229129e-50,15.220771,VIM,0.6010699,1.0924485876031993e-86,19.948824,SNRPA,2.79751,6.640745659888397e-08,6.246902,PRSS23,7.110883,6.623235726788744e-20,9.738911,NCAPG,5.2329493,1.8316560559661488e-42,14.091983,CXCR4,2.0288823,3.669395852482527e-10,7.044076,JUNB,1.9612008,0.022735078152314007,4.0114307
RASSF4,1.9125484,3.095147851950968e-198,30.24186,BHLHE41,1.349746,1.4408899375388264e-90,20.446499,FABP3,1.5559847,5.400172741191774e-06,5.4517574,ASAH1,1.0605779,4.6110472152190715e-79,19.148584,TESC,3.3645177,0.0,40.048275,EMP3,1.3329989,1.770822098294212e-73,18.406488,IGSF6,1.6124,3.427575767621662e-207,30.915506,FCER1G,1.0621619,6.764229124164472e-167,27.754591,G0S2,3.165432,9.895035977229802e-18,9.011332,FGR,1.0717622,3.4956252966588725e-27,11.154786,FCER1A,2.659272,5.161508543883041e-49,15.100853,FAM102A,2.84905,4.4110453413416076e-86,19.87774,ZNF146,2.2762527,9.305568153549324e-08,6.185883,COL1A2,7.6234355,8.710402185168241e-20,9.706129,CKS1B,2.996052,2.5334420350455576e-42,14.067397,PGLYRP1,10.06332,4.983082787316254e-10,6.996838,ICAM2,5.894005,0.026258718120460902,3.9491813
CTSS,1.6536027,6.069908077016527e-197,30.142557,COPG1,1.4734595,1.459033266479782e-90,20.44529,CALM3,1.1969066,6.036722154757034e-06,5.4297876,GNS,0.95688486,9.812840712555634e-79,19.10789,VEGFA,3.265961,0.0,39.942318,GPR34,2.836614,2.401448946259358e-71,18.13501,C1QA,2.1003568,9.565117837215236e-207,30.881508,APLP2,1.3963791,1.262869832101995e-161,27.313488,NAMPT,1.3826827,1.3908664238533757e-17,8.971289,RUNX1,1.4384322,3.303462078691689e-26,10.94699,C5orf22,2.450764,1.8197723670954876e-48,15.012968,C5orf22,2.5732214,1.3302360254810981e-84,19.703411,MYB,4.4667706,1.5279068535583997e-07,6.09989,GNG12,4.610091,3.4998804807733943e-19,9.556386,KIF11,4.3907948,5.001316419174479e-42,14.017576,FAM107B,1.3124465,1.6925036678533616e-09,6.8111024,MAPRE2,3.177931,0.03378103214581286,3.8840005
PECAM1,2.2992623,1.7698266940112318e-195,30.02976,TRAM1,1.4834862,7.92496882221516e-89,20.24883,CSTB,1.0308774,6.778028083463404e-06,5.406972,TMEM138,1.3774391,3.7145104485316293e-78,19.036995,SLC7A5,3.2749515,0.0,39.728756,NFATC3,2.436808,5.775375933284677e-69,17.827234,SLC7A7,1.4603015,1.1968272230035488e-205,30.798864,IFI30,1.715047,3.273857784512971e-160,27.192501,PGD,1.1848757,2.219704058732194e-17,8.91822,STX4,2.0314891,1.0255714314682193e-25,10.840525,BACE2,2.821575,2.111969612173128e-48,15.001992,ITGA2B,2.5346785,1.13324043586766e-83,19.59248,CPXM1,10.297164,1.5279068535583997e-07,6.099398,PXDN,9.073618,9.804518931359414e-19,9.444276,CTSH,1.3766459,4.00411635489861e-41,13.867531,RAB27A,1.7084079,2.6767974112457757e-09,6.7399883,ECE1,4.811288,0.03950353300895045,3.8285573
SAMHD1,1.6221676,8.359960108576783e-193,29.823423,RNF13,1.0784953,4.2310278126581206e-88,20.164747,UCP2,1.330922,1.2327576885449726e-05,5.290421,LTA4H,1.3235879,1.1791353709683762e-77,18.97512,FOXP1,3.0361826,0.0,39.591434,PALM2-AKAP2,1.798435,3.929918290985389e-67,17.586433,UBL3,1.472209,4.654621844106082e-199,30.30193,METTL9,1.716457,2.5494631084997183e-158,27.031258,IVNS1ABP,1.1611453,1.7506152980842947e-16,8.67398,EMILIN2,1.0917178,2.2337373325512344e-25,10.7665205,PTGS2,2.8561802,2.23189336527027e-48,14.997248,IL1RL1,2.4382956,5.439386034404832e-82,19.392124,PHF10,2.6436932,1.701383554864328e-07,6.0784106,SELENOM,4.12706,1.4178151186098184e-18,9.403985,PCLAF,4.2175074,6.912802699056593e-40,13.660051,CORO1A,2.762785,4.16948409465686e-09,6.6725826,KIF2A,4.8108907,0.04198789313106818,3.7933753
CST3,1.4253534,1.9042069784567146e-191,29.717756,ZNF385A,2.5324821,4.731934679207206e-87,20.042322,WARS,1.0461631,1.2804208493005046e-05,5.282459,CD74,1.5066866,1.6583034312880534e-77,18.955952,ADRB2,3.680715,0.0,39.564682,HPGD,2.4647608,6.332287471326459e-67,17.55898,SERPINA1,1.6197071,1.242319021223e-196,30.116415,ACSL1,1.540749,9.761433199793515e-154,26.637724,EGR1,2.084189,2.522120871446271e-16,8.630484,STK10,1.9787458,1.0925321377056501e-24,10.615009,ITGA2B,2.832287,1.3990931152270556e-47,14.873826,NSMCE1,2.2398834,6.951997732647945e-78,18.892647,MGST1,2.3060923,2.095967255699523e-07,6.04239,LOXL2,7.2223477,2.2648790742677652e-18,9.348461,SHCBP1,4.7084455,9.244859058597495e-39,13.468311,TYMS,3.5095103,7.257173827405728e-09,6.587109,ESAM,9.165617,0.07132256479373007,3.6404488
MS4A4A,4.0789003,1.8321556861013463e-189,29.56309,GOLGA5,2.0156724,1.0169639036015539e-86,20.00311,CAT,1.1561433,1.3967234966303086e-05,5.2624755,EIF1B,1.1094384,1.809202551627713e-77,18.95016,CYP1B1,3.0039198,0.0,39.474888,EGR3,2.5306227,1.6525442387321515e-66,17.503277,QPCT,1.5907567,6.941744673221334e-195,29.981913,TLR2,2.554182,2.4465871303778514e-151,26.428223,FBXL5,1.723345,4.296030215731447e-16,8.568039,LMNA,1.1630398,7.741987264564036e-24,10.426571,CRIP1,2.7317305,3.369496117187237e-45,14.497934,FOSL2,1.446113,3.8452262674640787e-76,18.676888,TCERG1,2.3422322,2.100293481610366e-07,6.0403724,MMP14,3.2420173,5.8039029064569845e-18,9.243967,LSM4,1.5559151,3.665213465086557e-37,13.190652,ANXA3,3.167663,7.409892491088203e-09,6.5823507,MAP3K5,3.9666913,0.07270069145310311,3.6305537
TIMP2,1.4873285,2.5302901314537686e-185,29.23845,SCYL1,1.6701019,2.476262417277883e-86,19.957607,CD52,0.81727105,1.3984721865128572e-05,5.261249,ADAM10,1.1336201,2.726169377316702e-77,18.927387,FCER1A,3.3696005,0.0,39.460865,MYADM,2.004214,4.2299315011299327e-66,17.448524,CXCL3,1.8332169,7.892511407653556e-195,29.976887,AIF1,1.5726987,2.4808372400559726e-151,26.426918,LSP1,1.6447088,1.889316291205146e-15,8.385602,MAPK13,2.6772847,3.3724608651252556e-23,10.280833,PALM2-AKAP2,2.0055058,5.359478680289401e-45,14.463024,ID2,1.9567494,4.218967460066579e-75,18.547085,ILF3,1.7126544,2.100293481610366e-07,6.038576,THBS2,8.926089,7.01290648707688e-18,9.222269,CXCL3,1.5494801,4.163920659074455e-37,13.179507,SRGN,1.0383273,1.0380466914941101e-08,6.5294337,FADS2,1.9828464,0.07270069145310311,3.6279361
ATP6V0D2,2.4406962,4.813467143574272e-182,28.978598,S100A10,1.0814259,3.887984517159603e-86,19.934517,MNDA,1.4543692,1.4679544974964636e-05,5.251335,CISH,1.4469686,4.03132486567555e-76,18.78376,RGS10,2.711758,0.0,39.39488,GPR65,2.8062265,1.2704261599940599e-64,17.249735,FLNA,1.3724674,1.6359135410831982e-194,29.951857,PTPRE,1.4781892,7.108564556885599e-150,26.298311,STK17B,1.5432726,3.5104710243309638e-15,8.306664,UBXN11,2.415549,3.4229196477940906e-23,10.279193,FXYD5,1.2336116,8.001997287782164e-45,14.434437,ZFP36L1,2.7810535,1.5486138687079226e-72,18.222982,SNRPD2,2.3366795,2.100293481610366e-07,6.038404,DCBLD2,3.5236118,7.035552563877435e-18,9.220503,MELK,4.257262,4.839699205004983e-37,13.16666,ADGRE5,1.4731573,2.6756864113571374e-08,6.3661375,DNM3,8.438713,0.07270069145310311,3.624533
FABP3,1.9780705,2.1496235619227514e-178,28.68672,P2RX7,2.4948857,6.029216791148669e-85,19.796345,ACOT7,2.5378976,1.7514666420451868e-05,5.215755,ARRDC4,1.2198498,5.749415051059858e-76,18.76376,GLUL,1.8470408,0.0,39.34539,MSN,0.923469,3.2654516235193727e-62,16.922522,MCOLN1,1.3707637,2.107948231619714e-194,29.942682,CCRL2,1.4947069,1.1877272410133386e-149,26.277351,ADGRE3,2.403138,6.5537161472615224e-15,8.227368,SQSTM1,0.75173223,4.079428819906123e-23,10.261642,HIST1H1C,2.1434226,8.953692324250743e-44,14.262054,RGS2,2.6865954,1.6100174241425242e-68,17.703697,NOLC1,3.2024217,2.9188408272463296e-07,5.9767694,DSTN,3.4089525,2.4026339923905576e-17,9.0836735,USP1,2.6406608,8.035066718421124e-37,13.126849,SYNE1,4.488902,3.7031158920466455e-08,6.3125772,TAL1,6.8955593,0.07925099586379247,3.5857909
SCIMP,2.5369225,6.900754601240735e-177,28.56495,NRBP1,1.1745456,5.861422289106305e-84,19.68037,TIMP2,0.910993,2.0239986017698605e-05,5.1811595,RNF130,0.9295427,1.111417585189662e-75,18.72758,BHLHE40,1.7893665,0.0,38.968445,ZFP36L2,1.785455,5.102702136984143e-62,16.895868,ACE,1.4736142,1.8057870990039308e-193,29.870241,IFNGR2,1.4150169,2.461278159957556e-148,26.161196,ATP2A3,2.1920438,9.976609029181802e-14,7.8739066,ZFC3H1,2.1875386,6.447847896559584e-23,10.216105,RRM2,4.833536,1.0163186164442838e-42,14.086331,ADAM12,2.920635,2.7293065456314085e-67,17.541582,ZFP36L2,1.9591317,3.2914437576916445e-07,5.9560037,RCN1,4.1390095,1.675684746401496e-16,8.858198,NUSAP1,3.282923,8.55960276721683e-37,13.120615,CKAP2L,3.9274936,1.204351492966868e-07,6.1134033,HPSE,7.3155484,0.08169477731446954,3.563488
PLD3,1.3605852,1.7191114121284244e-176,28.532297,GDF15,2.1176877,1.3438833778619246e-83,19.637756,GSTP1,1.9582083,2.70483083135033e-05,5.1183934,ACSL3,1.2098258,5.743677738775114e-74,18.514137,PTGS1,2.9787598,0.0,38.742855,SELL,5.1400595,9.207971574646033e-62,16.860329,JAML,1.4732463,2.9736882964749583e-193,29.852865,PFKFB3,1.9590707,2.4915575846650036e-148,26.160028,EMP3,0.7558781,1.2123934662950547e-13,7.8471007,CD163,1.9940431,1.354623396439774e-22,10.140804,ZFP36L1,2.5688086,2.4629442735387734e-42,14.021117,BACE2,2.4026241,7.213174982125944e-66,17.351944,MTF2,3.6537857,3.7632650512185465e-07,5.9272656,CYB5R3,2.2650492,1.7554198744023149e-16,8.851434,LRPAP1,1.1021227,5.518875163353835e-36,12.977191,SERPINB10,6.505489,1.6108528032705078e-07,6.062972,ELF1,2.3397186,0.08808956764665828,3.534065
FBP1,1.7285981,3.8661032781553316e-176,28.503204,HM13,1.2600788,2.5767050569764387e-82,19.486654,APOE,1.2131317,5.045837359266543e-05,4.9850373,RHOQ,1.1281395,1.5705650042195093e-73,18.458813,RASSF5,2.2430975,0.0,38.672108,RGS2,2.704287,3.3890530934259295e-60,16.643158,IFI30,1.7520943,5.924074750339202e-192,29.751913,CTSD,1.2224642,1.2397501751913646e-147,26.098019,CKLF,2.2136934,1.6062053785904092e-13,7.8105493,MT-ND5,4.5313654,2.3167706351667175e-22,10.086251,TACC3,3.5957382,2.462700905396264e-41,13.853469,BHLHE40,0.878013,2.219000523220191e-65,17.28632,EIF3B,2.397445,3.826350220423929e-07,5.923427,ANTXR1,10.505388,1.874474029851104e-16,8.84286,GMNN,3.4330714,8.731718893085501e-36,12.940587,STEAP4,3.3843582,2.2120934207373306e-07,6.009626,LRP12,3.981585,0.09838470905772378,3.4923387
SLC7A7,1.4472507,1.1364741473970986e-175,28.464703,FTL,0.6182591,1.0220591748673865e-80,19.295334,OAZ1,0.45940435,6.553482170447393e-05,4.926486,LY96,1.1987573,1.7634456611775982e-71,18.200958,SLC44A1,2.9915514,0.0,38.650307,TGFBR2,1.4142177,7.5847076730894e-59,16.454378,LRP1,1.4978629,3.1827000352086855e-188,29.46147,ITGAM,1.5077393,1.3944051186909358e-142,25.648487,RAB44,3.735126,1.8170525886655368e-13,7.7942038,CCNL1,1.714181,2.6972796491896537e-22,10.071109,HJURP,5.073459,1.5906809633297123e-40,13.71645,CYP1B1,1.7470053,6.906138543643517e-65,17.21979,NDUFAF8,2.4726133,5.031071458175623e-07,5.8760633,CDH13,9.8910055,1.946479613179885e-16,8.837415,IFI30,1.4162433,3.028832577325317e-35,12.843289,LPCAT1,1.9616958,2.2223801951782253e-07,6.007418,GMPR,3.4685147,0.09926954380361931,3.4810302
LY86,4.209399,1.450538139176038e-174,28.374523,CAST,0.99179405,1.4648253539067203e-80,19.276226,CCL22,5.698636,0.00010010205686042259,4.831318,CYB561A3,1.6570098,1.2764659997421292e-69,17.963821,CALB2,4.3514714,0.0,38.523083,PRNP,1.7271678,1.8773154262999296e-58,16.398115,STON1,2.2737873,2.009085015319277e-187,29.398275,G0S2,4.0411625,2.761850098520521e-142,25.62119,PNRC1,0.79981744,3.6082079753347356e-13,7.700352,HK3,1.8902814,8.633461819543075e-22,9.95117,IDH2,1.8699414,2.0099797881472013e-40,13.697909,PALM2-AKAP2,1.6390457,4.446249113791803e-62,16.837618,PLAC8,5.3017335,5.167770650971886e-07,5.8705277,ENAH,7.2062144,4.338595636203664e-16,8.74443,KIF23,3.766122,3.7599045459566276e-35,12.825171,CFP,3.5060103,2.5441879064971385e-07,5.979577,FRMD4B,5.964687,0.10207040951576278,3.46768
BSG,1.4216355,2.0197726212133413e-174,28.362198,YKT6,1.275569,4.424121294685635e-80,19.21846,APOC1,2.1176057,0.0001478344574147385,4.746617,ATP6V1B2,1.0843277,4.112078980997542e-68,17.769026,BTK,3.0066843,0.0,38.46951,IKZF2,4.1715107,1.429237780851577e-57,16.273361,CSTB,1.4170775,3.425004180842108e-186,29.30111,SIGLEC5,2.7991061,8.585232494319828e-142,25.576286,STXBP5,2.4644957,5.284035123998719e-13,7.648467,ACSL1,1.3109058,2.0218655704540933e-21,9.861812,CALM3,1.791056,2.3328174266062444e-40,13.686319,DCBLD2,2.602283,8.052268974070815e-61,16.663307,RCC2,2.5164087,5.21081067505846e-07,5.8679194,EDIL3,9.047189,1.3188148869231699e-15,8.614875,LYZ,1.7597904,4.7553885521285e-35,12.805604,SORL1,3.7583337,3.1711309382490856e-07,5.9405913,DUSP7,5.4775977,0.10869590031311684,3.4365816
OAS2,1.7820725,3.1412040945371966e-172,28.182606,SRPRA,1.4964578,1.0654926085964831e-79,19.172306,LIMK1,1.5769408,0.0003324223562109182,4.552032,NPC2,0.86068666,1.0216008832067814e-66,17.586838,PTGS2,3.7747867,0.0,38.405178,ARHGEF6,2.171788,1.6288305269697784e-57,16.26504,IL1RN,1.7283887,4.558440167181519e-185,29.212101,NFKBIZ,1.3602235,1.3129888422540554e-141,25.559038,FAM107B,1.061201,7.259830484358371e-13,7.605476,MIDN,1.4953216,5.450493210283523e-21,9.757032,NR4A1,2.154447,6.953464254875757e-40,13.605186,STK17B,1.6431838,5.84096770669485e-60,16.542755,ADA,5.028084,8.841928054985042e-07,5.7732663,COL4A2,9.113787,1.4075457203301461e-15,8.605047,CENPU,3.010708,8.76483448816087e-35,12.756721,CSF3R,2.016273,3.500521348207934e-07,5.923295,MPP1,1.989262,0.11508389273308087,3.4123938
CYP27A1,1.7130525,1.528303442940596e-171,28.125841,CEBPG,1.651198,1.6106736793357468e-79,19.150316,VIM,0.39496887,0.0003768687014922848,4.5212193,SPTBN1,1.7792401,2.96629663777693e-66,17.525293,FOSL2,2.1072862,0.0,37.78674,BACE2,2.3204,9.672910171674152e-57,16.154922,MS4A7,1.6300739,8.711808741968199e-181,28.872433,CR1,1.6290305,4.179269459570859e-141,25.51312,FGD4,2.556542,8.783168172858726e-13,7.578621,SH3BP5,1.4187828,1.3132388354800306e-20,9.664069,NSMCE1,2.0701983,9.465760041325438e-40,13.581866,CD9,0.8327397,9.643115144968245e-60,16.5121,MT-ATP6,3.077963,9.338091299535986e-07,5.763006,RHOC,4.622113,2.555630043020619e-15,8.530612,RRM1,2.9130037,4.550795094534916e-34,12.626413,CD177,7.797668,4.050370698294076e-07,5.897254,AGPAT1,3.2993588,0.11508389273308087,3.4075248
PSD3,2.622481,5.204627172553507e-170,27.999653,HYOU1,1.865251,1.0344643740497473e-78,19.052256,APLP2,0.7625808,0.0003848049912793983,4.5160894,LAMP1,0.86726564,3.7898977458642383e-65,17.37878,ZFP36L1,3.444823,1.8049779984323703e-307,37.631016,FXYD5,0.9527771,1.3260117292620295e-56,16.135145,ST14,1.5124984,3.819286020798739e-180,28.820635,S100P,2.2815604,2.799236098758172e-140,25.437944,SEMA7A,1.6318251,1.4324095868992077e-12,7.512192,MYO9B,1.5942132,2.0715669629364947e-20,9.615725,ARHGEF6,2.23197,9.364644977516775e-39,13.410019,ABCC4,2.5232315,4.51766677621809e-58,16.275047,DUSP7,3.8310373,9.704032943068463e-07,5.755059,ITGB5,4.929861,2.692279564811982e-15,8.522358,CDKN2C,3.7292008,5.552602163024409e-34,12.609441,FMNL1,1.8769587,4.425778491838962e-07,5.8776646,MTURN,4.9811125,0.11732384128056432,3.3996193
GPRIN3,1.7317771,2.843916980689169e-168,27.855347,UGCG,1.1648756,2.2586971449554236e-78,19.010391,SDC2,4.1854796,0.00041129530645031055,4.498403,DDHD1,1.1091131,4.854783131890763e-64,17.229906,ANXA1,2.0748382,2.911440857303138e-307,37.617924,SLC45A3,3.5853174,1.5039960840215213e-56,16.126743,S100A9,1.618113,4.15267510013776e-177,28.576698,TYROBP,1.2882725,1.9359542830624588e-139,25.361298,IL1RAP,2.4933875,2.0234595800110413e-12,7.462786,SLC43A2,1.8813488,3.5444952576908805e-20,9.559095,FOXM1,4.4544554,2.1285146905240505e-38,13.348261,EPAS1,0.65754944,4.666785015965653e-53,15.541677,NOP16,3.2733264,9.704032943068463e-07,5.754419,ITGB3,3.1324756,2.9239203031254026e-15,8.50953,MAD2L1,4.0998106,6.148810450346875e-34,12.599702,IRF2BP2,1.77018,4.869673825931415e-07,5.8598757,ABCC4,3.217841,0.11736872946028311,3.396897
