C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score
GPR148,-17.12754,1.0,-0.011581638,ZRANB1,0.649439,0.3171115568766828,-1.3504167,KRTAP19-4,-15.321476,1.0,-0.0032103679,SORCS2,-4.3707905,0.07076818467623522,-2.0504625,DCDC1,-17.324196,1.0,-0.021597482,TMEM120A,0.51443017,0.23733302959512767,-1.4951459,GABBR1,-3.4865768,0.15045203397032905,-1.7539468,IWS1,0.71208835,0.537928975496724,-1.0636911,CYB5D2,-0.38349372,0.6293844024383309,-0.9844573,FOXL1,1.2972292,0.027640672233803038,2.4073806,GLIPR1L2,0.9877693,0.25449386059666945,1.4347568,APC2,1.1340867,1.0,0.117023766,ADGRF5,-3.719495,0.9529852956950651,-0.5508426,PELI2,-25.770538,0.05419170320277438,-2.2052364,PARP11,0.7003568,0.09598898039221238,-1.9583675,FAM207A,-0.5870549,0.4791587072329108,-1.1694987,ZNF718,0.6732001,0.7551419883625198,-0.8452865,EPM2AIP1,0.12412338,1.0,-0.34708673
PCDHA9,-14.737883,1.0,-0.011581638,CA5B,-0.16836962,0.3170386176414934,-1.3505982,SCRT1,-15.749644,1.0,-0.0032103679,RAB36,-5.1452074,0.07073263003573005,-2.0507104,FSHB,-16.837524,1.0,-0.021597482,AUNIP,-2.4181917,0.237233491711819,-1.4954634,N4BP2L1,-0.7932326,0.15033834000550467,-1.7543657,BOD1L1,0.92517203,0.5374207051148324,-1.064422,EBLN2,-3.3855047,0.6292759484813909,-0.984642,RBKS,-0.04631219,0.027871995103581598,2.404301,RBM48,-0.55540097,0.25685045305311577,1.4296594,NOTUM,1.358894,1.0,0.11702047,MTCP1,-0.14698836,0.9528349336182977,-0.55105335,ZNF689,-2.5318086,0.054075051557060196,-2.2061648,SYNE3,1.342658,0.09598898039221238,-1.9583813,SLC49A3,-2.6402943,0.4791587072329108,-1.1695426,ENGASE,0.5986816,0.7547689029778362,-0.8457136,NLRP3,-2.178447,1.0,-0.34712476
SCNN1B,-18.256788,1.0,-0.011581638,MSX1,-1.8387655,0.3170386176414934,-1.3506476,PIRT,-14.261724,1.0,-0.0032103679,C1orf56,0.3416859,0.07063932316101615,-2.0512965,TP53AIP1,-18.160542,1.0,-0.021597482,ATP6V1G3,-22.780651,0.23667528215574626,-1.4967309,KBTBD2,0.8950792,0.15030415749021492,-1.7545196,ZNF215,0.5885103,0.5371588926853773,-1.0647966,FHL1,0.28270403,0.6289863298672022,-0.9850171,C17orf100,0.73330534,0.027898441573961864,2.4039195,RSRC2,-0.42048013,0.25732592460624,1.428576,RASD1,-1.4792196,1.0,0.11661693,RSPH9,-4.6967373,0.9516032062801849,-0.55245775,PLD1,-25.460703,0.05403489354815721,-2.206498,ZNF445,-0.16422144,0.09572003872982178,-1.9596585,CALHM6,-1.5072587,0.47906877079874516,-1.1697432,MS4A6A,-0.97485405,0.7546141975333296,-0.8459345,REXO4,0.87848455,1.0,-0.3486585
OR2AT4,-15.692345,1.0,-0.011581638,C1QC,-0.5168138,0.31675367559388995,-1.3512037,KCNJ3,-16.287045,1.0,-0.0032103679,ATP23,0.36961007,0.07053655352178409,-2.0519385,WNT2,-16.210182,1.0,-0.021597482,NAPEPLD,-1.1293387,0.23645734698050588,-1.497257,CSGALNACT2,0.61596185,0.15024908657329966,-1.754738,DALRD3,0.39788422,0.5366016933059975,-1.0655202,WDHD1,-0.815431,0.6285103634451059,-0.98558813,SYCP2,0.009035825,0.027945438391621315,2.4032693,PPP1R32,1.0578152,0.2574079578964295,1.4283568,MYCBPAP,0.4205212,1.0,0.11495005,VSIG10,-0.0062002097,0.9508448963393896,-0.55321014,UTY,-1.2812996,0.05381684781389646,-2.2081213,TAF3,-0.065861866,0.09546950715726457,-1.9608247,CHAF1A,-0.39800504,0.47827259677090944,-1.1708091,SLC16A7,1.2429588,0.7543893387040855,-0.8462217,TMEM130,-23.160927,1.0,-0.34893736
WEE2,-16.809801,1.0,-0.011581638,ZDHHC24,0.33520922,0.31553899563451016,-1.3533764,ATP4B,-12.264581,1.0,-0.0032103679,C11orf45,-3.2079337,0.0703479777939268,-2.0530849,B3GAT1,-18.711811,1.0,-0.021597482,NTRK1,-5.446107,0.23605033913433446,-1.498247,SLC19A2,0.6095286,0.14947596521622558,-1.7571762,UBALD2,0.37390998,0.5365608543725757,-1.065634,SERTAD4,-0.44916883,0.6284818597142777,-0.9856889,PTPRN,1.1468244,0.02805906590634298,2.4017155,ENPEP,1.5047086,0.2578810817287939,1.4272302,DND1,-0.7247657,1.0,0.11459099,VPS37B,0.46410003,0.9493709738918956,-0.5546008,ZNF304,-24.819397,0.053698936132531995,-2.209021,KIAA0825,0.3809189,0.09546023719414115,-1.9609115,ZNF836,-2.2271564,0.4780954812008957,-1.1710975,GPER1,-23.879988,0.7543893387040855,-0.8464352,WDR74,0.5778677,1.0,-0.34938103
AKR1B15,-15.654912,1.0,-0.011581638,ZNF138,-1.0202073,0.31550865883525836,-1.353484,TMEM238L,-15.393429,1.0,-0.0032103679,ANK1,-1.4726193,0.07020542465075084,-2.053963,ZIC5,-17.40009,1.0,-0.021597482,PFKFB2,0.2755657,0.23531492540046903,-1.4999075,C3orf52,-1.9411504,0.14919592330004905,-1.7580926,PRICKLE1,-0.21557225,0.5362833210398793,-1.0660931,WDR54,-0.58982515,0.6284818597142777,-0.9857673,FIGNL1,-0.5714129,0.028222639821003873,2.3995535,NYNRIN,-0.44403633,0.26016490735094366,1.422379,ING1,-0.62845594,1.0,0.11458275,BANP,0.26232728,0.9492140536382657,-0.55481744,ZNF213,-24.716784,0.053698936132531995,-2.209021,ACYP1,-2.9901378,0.09537893622158394,-1.961321,PRUNE1,0.081223,0.47778378468832133,-1.1715553,PAPPA2,-23.747404,0.7543893387040855,-0.8464352,KLHL25,-23.402147,1.0,-0.3494064
TMOD4,-18.08064,1.0,-0.011581638,MARK1,-22.883041,0.31538460670606994,-1.3537554,OVOL3,-13.931436,1.0,-0.0032103679,ATP6V1G3,-22.851604,0.07012509779946792,-2.0544758,NGEF,-16.1496,1.0,-0.021597482,DNAJC12,-3.1011145,0.23423656995655653,-1.502376,NFKB2,0.86812216,0.14908232504338711,-1.7584937,GLT1D1,-1.4771991,0.5359814215349736,-1.0665154,HSPA14,-2.9296339,0.6279703933637072,-0.98643905,PHOSPHO2,0.044697553,0.02832120501311595,2.398242,KCNJ14,0.6858824,0.2602768124708324,1.4220502,SLC25A27,-0.7766835,1.0,0.11396344,ORC5,0.7112878,0.9492140536382657,-0.5548194,APOL4,-25.725203,0.05353747954966157,-2.2102828,HAPLN3,1.4969115,0.09516316339972522,-1.9623796,PTCD2,-0.3540159,0.4774373329576725,-1.1720568,SERTAD4,-24.03074,0.7543893387040855,-0.8464352,KHDC1,-23.187967,1.0,-0.3494064
ANO2,-16.141459,1.0,-0.011581638,ATP8A1,-0.5272113,0.31515793341614023,-1.3542061,MUC4,-16.080872,1.0,-0.0032103679,IRF9,0.45907056,0.06998176997936859,-2.0553608,FAM83A,-17.77889,1.0,-0.021597482,C16orf91,-0.41492507,0.23411572074983644,-1.5027422,WDPCP,-0.73226166,0.1487878954518499,-1.7594566,GCNT4,-0.6608681,0.535875349842533,-1.0667064,SDHAF1,-2.760245,0.6278354346074257,-0.9866518,PPP1R26,-0.4386352,0.028343279647503827,2.3979218,ZNF891,-0.6514415,0.2603735074922413,1.4218023,CCDC190,0.6616315,1.0,0.11370484,TRIM6,-0.14111762,0.9492140536382657,-0.55483913,MECOM,-24.666843,0.05353747954966157,-2.2102828,SARM1,0.99978906,0.09511141986580038,-1.9626572,GCNT2,-25.287472,0.4773451005818419,-1.1722387,DNALI1,-23.879839,0.7530030081700541,-0.8480552,FKBPL,-23.553047,1.0,-0.3494064
CD300LG,-16.090145,1.0,-0.011581638,LRRC17,-2.9342878,0.31478520900113277,-1.3549123,NHLH2,-15.801615,1.0,-0.0032103679,CARD10,-4.556944,0.0693769572483517,-2.0589817,UGT1A10,-17.187244,1.0,-0.021597482,C19orf25,0.45314464,0.23377657575231725,-1.5035391,PCDHGA6,-23.763218,0.1487878954518499,-1.7594602,HSPA14,0.51317877,0.5351947231909914,-1.0675768,ZNF660,-24.084354,0.627636622364814,-0.98693174,PC,-0.30657536,0.02854730106087807,2.3952584,IGDCC4,1.6397333,0.2608024648566669,1.4208734,GUCA1B,0.59116274,1.0,0.11367519,PACSIN3,0.2927776,0.9488957027299754,-0.5553316,SPICE1,-24.92429,0.05337643473516135,-2.2115443,SCX,-1.4527526,0.09510294910723649,-1.9627405,RUNX3,-1.2353952,0.47521830220099787,-1.1749849,CRTAM,-24.987185,0.7530030081700541,-0.8480552,ZNF671,1.27599,1.0,-0.34971058
RPTN,-16.36635,1.0,-0.011581638,TGFA,-0.20501769,0.3146049631351286,-1.3552823,TNFSF11,-16.245367,1.0,-0.0032103679,HEXD,0.38947916,0.06908981992270806,-2.0607312,PLA2G10,-18.675972,1.0,-0.021597482,MAGI2,-22.619328,0.23303043439514637,-1.5052351,ALPK3,-2.452707,0.14855550125150027,-1.7602766,CARS,1.2138422,0.534412277543373,-1.0685683,CCDC51,-2.743356,0.6272888596517948,-0.9873684,PGS1,-1.0135504,0.028697128488973597,2.3933039,PDCD1LG2,-0.2802132,0.2615965525997479,1.4191989,TDG,-0.3138925,1.0,0.11328812,IGDCC4,-3.464914,0.9488957027299754,-0.5553473,BRCA2,-25.537842,0.05337643473516135,-2.2115443,MARVELD2,-24.316828,0.09397616638773698,-1.9679189,GPR183,-1.5650995,0.4750021510798883,-1.1753235,ZSCAN5A,-24.35123,0.7530030081700541,-0.8480552,CCN3,-23.520306,1.0,-0.3498754
SLC22A10,-17.0017,1.0,-0.011581638,ZNF829,-0.55341196,0.3141546077148038,-1.3561254,CEACAM7,-15.321476,1.0,-0.0032103679,DDX43,-2.515205,0.06864194812265836,-2.0634894,ADGRF4,-15.472615,1.0,-0.021597482,TRIM62,-1.1385151,0.23283909955521975,-1.5057079,RAB38,-1.4374262,0.14832851501625738,-1.761032,ADGRG3,-1.9307016,0.5343559874943719,-1.0687006,MICALL1,-2.7368507,0.6271539698918324,-0.98758113,MFAP3,0.15587825,0.028859788476497526,2.3911946,RCE1,-0.7879601,0.2618900473712678,1.418543,KCNIP3,0.84050024,1.0,0.11228503,ZBED6CL,0.61831826,0.9488957027299754,-0.5554399,COA1,-3.6230052,0.0531878867241767,-2.2130105,CEP128,0.22520535,0.09390965640980559,-1.968266,HIC1,-3.5241878,0.4744634658844084,-1.1760696,USP35,-23.9287,0.7530030081700541,-0.8480552,NPB,-23.262007,1.0,-0.3498754
GDAP1L1,-14.248447,1.0,-0.011581638,REPIN1,-0.03675145,0.31355896374465925,-1.3572241,XKR4,-15.321476,1.0,-0.0032103679,MAGI2,-22.690252,0.06821286044723082,-2.066149,RGS8,-17.58812,1.0,-0.021597482,ST6GAL1,-0.5743396,0.23139071673720282,-1.5090665,GIN1,-0.102811046,0.14763883791119678,-1.7632338,FAM207A,0.58837175,0.5342097650088153,-1.0689393,SLC8B1,-2.729664,0.6271361244293142,-0.98767066,PFKFB4,-0.6971834,0.029053614751302654,2.3886664,SSH2,-0.7489637,0.2618900473712678,1.4184998,HIST1H4B,-1.5401381,1.0,0.11175302,CXCR2,-1.6130873,0.9488203286520983,-0.555629,DAAM1,-2.2119777,0.05279644924886752,-2.2159336,CPS1,-3.2053227,0.0938943794211072,-1.9683806,LRRN3,-2.430214,0.4740739366082966,-1.1766276,ZNF484,-0.004200924,0.7519954981352193,-0.849307,ZNF549,-23.607798,1.0,-0.3498754
CFAP99,-16.459478,1.0,-0.011581638,PARP11,0.37017944,0.3134022051543889,-1.3575537,TUNAR,-15.108595,1.0,-0.0032103679,WDR4,-0.5840821,0.06803626479397487,-2.0672548,DIPK1C,-18.831627,1.0,-0.021597482,PTPN2,0.34893987,0.23077704504594704,-1.5104805,JAM2,-23.817768,0.1472524618749098,-1.7645406,SGK3,0.69169754,0.5332759145524334,-1.070177,PSMG4,0.2588076,0.6267246829399075,-0.9881745,ZDHHC18,-0.9697567,0.02920708663971882,2.3866951,UTS2B,1.0286963,0.26209541341988934,1.418031,FGFR4,3.3757267,1.0,0.111726664,ACKR2,-1.658281,0.948818035316243,-0.55570775,TIGD5,-24.800402,0.052713282871019465,-2.2165906,PIGH,1.2909092,0.09388598276683637,-1.9684639,SLC38A9,-0.15783918,0.47392751742153394,-1.1768785,CAMP,-25.224665,0.7516853352810812,-0.8496752,GIN1,1.6570029,1.0,-0.35024297
MYL10,-14.634839,1.0,-0.011581638,FAM227B,-3.4132862,0.3129249964374163,-1.3584461,SMYD1,-16.816774,1.0,-0.0032103679,ZNF619,0.32125133,0.06754481521101255,-2.0702727,SHISA7,-18.21356,1.0,-0.021597482,MST1,-0.66236657,0.23072970526486758,-1.5106359,NEMP1,-0.07413588,0.14717769569401032,-1.7648233,CERS4,-24.5813,0.5319228890115398,-1.071848,FANCE,-2.1622927,0.6263452864993632,-0.9886448,FKBP15,-0.6961052,0.029504786228236306,2.382929,STRA6,2.3275132,0.26355059945834197,1.4149675,IVL,1.388467,1.0,0.111703604,DTNA,0.40066454,0.9482588750251983,-0.5564366,NAP1L3,-24.59708,0.052713282871019465,-2.2165906,SNRPF,0.48301467,0.09388446524937256,-1.9685159,CCDC28B,-0.86673766,0.4737811246944812,-1.1771293,FIGNL1,-0.5540547,0.7512040534388662,-0.85020536,TARSL2,1.4884698,1.0,-0.35050917
TDRD1,-18.399593,1.0,-0.011581638,CHRNB1,0.027495608,0.31216917788785825,-1.3598295,S100A7L2,-15.321476,1.0,-0.0032103679,PKIG,0.59129465,0.0673549021672384,-2.0714684,SSPO,-17.660025,1.0,-0.021597482,LPIN3,-22.716719,0.23063150706791244,-1.5109046,ALPK1,-1.0189687,0.14667665453646725,-1.7664452,GLOD4,0.23192464,0.5314153589680188,-1.0725164,CDC25A,-24.472094,0.6239806290236608,-0.9912088,RNF34,0.07216779,0.030069472284601228,2.375907,LAMA3,1.3315611,0.2639718884430391,1.4140619,HOXD1,2.1273997,1.0,0.11170031,ZNF653,0.5605634,0.9479738367826326,-0.55676746,PLTP,-24.978825,0.052554349461445424,-2.217852,SGSM2,0.9797129,0.09344209544774432,-1.9706192,AGRP,-25.198729,0.47317893246310977,-1.1779569,TMEM175,1.4535534,0.7512040534388662,-0.8502127,VPS37B,0.56195843,1.0,-0.35073733
GRM8,-16.157427,1.0,-0.011581638,BCAP31,0.30579907,0.3120447424775621,-1.3601031,TFF3,-16.332163,1.0,-0.0032103679,CCDC24,-0.19951008,0.06726240662475855,-2.072112,C20orf144,-15.784435,1.0,-0.021597482,PTGER1,-22.804014,0.2294054427298468,-1.5137392,NKX3-1,-23.734165,0.14622127060229248,-1.7679273,TMEM102,-0.4796307,0.5311707031857424,-1.0728726,KLHL35,-23.438297,0.6239806290236608,-0.9912088,ZNF334,0.4738484,0.030092149420340122,2.3755937,ATXN7L1,-0.92143536,0.2641996846291602,1.4135499,MLIP,1.7797042,1.0,0.111693725,TMEM14B,0.93344754,0.9479582687998526,-0.5568581,FLVCR2,-25.594002,0.05222055462351928,-2.2203753,HHIP,-2.6543279,0.09325043161213126,-1.9715389,KDM3A,0.17477049,0.4730821994509774,-1.178145,BRIP1,-0.6078793,0.7507085189310975,-0.8508239,FBXL2,0.7873045,1.0,-0.35077536
AGBL4,-18.019068,1.0,-0.011581638,TMEM187,-0.4667745,0.3117128193588162,-1.3607422,TEX37,-14.188951,1.0,-0.0032103679,CCDC77,-0.12801036,0.06714290822729335,-2.0728815,AZGP1,-17.237907,1.0,-0.021597482,P2RX5,-1.7299787,0.2294054427298468,-1.5137547,SERTAD4,-24.054544,0.1457154912603062,-1.7696208,SLC22A3,0.18380478,0.5308797807578093,-1.073284,NEK8,-4.7210937,0.6239806290236608,-0.99122,AS3MT,0.81267065,0.03012506652222896,2.375155,WFDC3,1.0541652,0.26618827821416713,1.4094766,DENND2A,1.4505712,1.0,0.111693725,RGS11,-1.9225334,0.9468998047527967,-0.5581857,LINC02693,-24.673666,0.05222055462351928,-2.2203753,BRCC3,0.4876942,0.09257009179680808,-1.9747008,ZNF677,-1.0557419,0.4730821994509774,-1.1781951,PCDHGA3,-23.97785,0.7502897315996748,-0.8512951,TGFB3,-23.33,1.0,-0.3508134
GPR119,-16.862606,1.0,-0.011581638,ZNF134,-1.4563626,0.31162031976079474,-1.3609596,NDST4,-16.142172,1.0,-0.0032103679,ZFY,0.70223683,0.06709662877497437,-2.0732043,ZNF728,-16.553932,1.0,-0.021597482,CERS2,0.08049893,0.2291811071288674,-1.5143408,GPER1,-23.90377,0.1457154912603062,-1.7696208,COG7,1.0639071,0.5299562561306616,-1.0744482,ZSCAN18,-0.56839293,0.6237784931549308,-0.99163425,TMEM35A,1.7224376,0.03021014638722954,2.374079,CCDC96,0.16649157,0.2662624442151408,1.4092772,FGFR3,0.92319816,1.0,0.111667365,PTDSS1,0.37323114,0.9465241499065299,-0.55867416,ZFP69,-2.6822548,0.05212664221006996,-2.221161,DBF4,0.9876136,0.09251571618053626,-1.9749959,NAA16,-0.33572993,0.47281945422711985,-1.178609,CDCA8,-24.897425,0.7502897315996748,-0.8512951,PLCL1,-24.180115,1.0,-0.3508134
NYAP2,-16.033998,1.0,-0.011581638,IRF4,-3.2965615,0.311230222519138,-1.3617018,PGLYRP4,-15.855304,1.0,-0.0032103679,ANKRD16,-0.9196777,0.06704704339112548,-2.0735474,ADGRV1,-17.011948,1.0,-0.021597482,HAMP,-1.7636797,0.22896137078170586,-1.5148824,PAPPA2,-23.771172,0.1457154912603062,-1.7696208,ARHGAP42,-3.9840028,0.5299562561306616,-1.0744812,CDCA8,-1.684327,0.623092720518972,-0.9924292,TVP23C,0.45886892,0.03024625356265353,2.3736029,WNT9A,2.282563,0.2666788930959663,1.4083879,IQUB,1.0236341,1.0,0.11086029,NRF1,0.57142055,0.9460338747328579,-0.55918825,APCDD1L,-24.805405,0.05206858601993022,-2.221637,TMEM132A,-1.1605761,0.09250665013687316,-1.9750825,ZNF596,-0.89852506,0.4718273743596942,-1.1799947,SNAPC4,0.7832726,0.7500288072001186,-0.8517664,RNF8,0.8128452,1.0,-0.35102886
HYDIN,-16.42323,1.0,-0.011581638,COG3,0.60598356,0.31047480211568645,-1.3630898,LOR,-16.845757,1.0,-0.0032103679,ZNF500,-2.1426604,0.06704704339112548,-2.073578,NLRP4,-18.548212,1.0,-0.021597482,GFRA3,-6.770285,0.22850453948117241,-1.5160056,MADD,0.9236149,0.1455338246347595,-1.7703403,XRCC2,-1.8147018,0.5289407220579795,-1.0757887,ZNF559,-2.2587018,0.6230483371214269,-0.99254674,VRK1,-1.0658815,0.030689977346726505,2.3681495,PRR15,0.68425226,0.26681202361080086,1.4080698,HOMEZ,-0.41652656,1.0,0.1106231,PCDHB3,-20.79637,0.9459431979045247,-0.55934584,CDK15,-25.703238,0.05206858601993022,-2.221637,SPICE1,0.76960474,0.09237160020264804,-1.975749,TMEM25,-4.1712103,0.4718273743596942,-1.1800448,DENND6B,-24.233072,0.7497500834730065,-0.85210514,ZNF224,0.8166745,1.0,-0.3511176
PDZD9,-16.656752,1.0,-0.011581638,ABCA3,-0.21518682,0.3101085581281119,-1.3637916,PRR9,-16.501669,1.0,-0.0032103679,LPIN3,-22.78766,0.06699734553131126,-2.0739312,ZIM2,-17.40441,1.0,-0.021597482,CLIC6,-4.1319776,0.22745619552166402,-1.5185096,PLEKHA2,0.76413083,0.14505982770373885,-1.7718905,ANKS1A,1.0195869,0.5288168800943807,-1.0760018,MCM9,-4.4964466,0.6226331147290702,-0.9930786,DIPK2A,-1.1234347,0.030701501886008762,2.3679755,SNRPD3,0.06497669,0.26709068998663565,1.4074589,ARMC2,-0.012719028,1.0,0.11047486,CXCL6,-1.2664223,0.9458238225019133,-0.559529,PALB2,-2.0049615,0.05169367926281927,-2.2245314,ZNF256,0.756791,0.09229923387236925,-1.9761273,ZNF354B,-1.4611874,0.4717996496171987,-1.180164,NRM,0.2740875,0.7497500834730065,-0.8521346,COL13A1,-23.450851,1.0,-0.3512824
CLEC4F,-18.719883,1.0,-0.011581638,ADAM8,-2.4320102,0.30990609098813526,-1.3642042,PWWP3B,-15.321476,1.0,-0.0032103679,FBXL13,-1.834564,0.06686770884406323,-2.074765,TEX54,-18.438398,1.0,-0.021597482,FBP1,-0.7073706,0.22717655686694047,-1.5191889,USP35,-23.952488,0.14472330386837315,-1.7730076,KDM3A,1.0622168,0.5275842322118222,-1.077603,CYB5D1,-1.9229515,0.6223378263878414,-0.99350965,ZNF780B,-0.095897965,0.03080317031455699,2.3667169,NTRK2,2.807328,0.2671310964064231,1.4073278,TSPOAP1,-1.339901,1.0,0.109499775,ZNF112,-0.56114703,0.945585246553198,-0.55981857,PWWP2B,-25.03095,0.051413726209434546,-2.2266831,DSCC1,-24.240034,0.09219228089223974,-1.9766653,SLC17A9,0.4887957,0.4717996496171987,-1.1802204,PHC1,1.6319683,0.748928602085078,-0.85303295,ZNF430,-23.635132,1.0,-0.3512824
SOAT2,-13.889595,1.0,-0.011581638,PHLDA3,0.6161477,0.30987731240207,-1.3643095,FABP12,-13.791726,1.0,-0.0032103679,SIN3A,0.5386015,0.0668296167050593,-2.0750384,CAPN14,-16.406458,1.0,-0.021597482,MTG2,0.34241056,0.22715732460922095,-1.5192821,NEK11,-2.2664108,0.14412171440581023,-1.7750196,SHROOM2,-3.2804632,0.5268456392365227,-1.0785505,USP31,-2.551592,0.6219334417021325,-0.9940079,DDX43,0.36880136,0.03083768623841311,2.3662672,POM121C,-0.13861412,0.26848206491300786,1.4045644,ANKRD53,-1.3262064,1.0,0.109111056,TUBD1,0.4205599,0.945585246553198,-0.55982846,ATG2A,0.13379593,0.05111939355725857,-2.228954,ECSCR,-2.0522387,0.09218248616650535,-1.9767555,CMTM4,0.117240585,0.4717996496171987,-1.1802831,PPP1R26,-24.085436,0.7482772826577149,-0.8537251,TAF1,-0.174207,1.0,-0.35166267
STRC,-16.967947,1.0,-0.011581638,VCAM1,-23.663692,0.3095368872345341,-1.3649665,IL31,-15.321476,1.0,-0.0032103679,PLK4,-0.6705071,0.06645842836033007,-2.0773602,AC008687.4,-15.861373,1.0,-0.021597482,PNPLA7,-1.5554032,0.22715091028214388,-1.5193465,CLMN,-1.7241843,0.14402013524921692,-1.7753919,ACADVL,0.6069632,0.5264824027404826,-1.07905,PHB,0.5641481,0.6217461741949747,-0.99427664,SMC2,-1.0619082,0.031127850222551014,2.3627632,METTL1,-0.83798,0.26919278006360003,1.4030911,DNHD1,-0.80471486,1.0,0.10905011,HOXC5,-1.3634977,0.9443596286161293,-0.56121904,HOXA5,-24.863113,0.05092583679066651,-2.230468,AC015871.1,-0.64657414,0.09164185323223503,-1.9792995,P2RY13,-1.8748499,0.4716879116249957,-1.1805025,ASPHD1,-23.614065,0.7475020835215078,-0.8545351,GLT1D1,-24.347513,1.0,-0.3517514
MEIKIN,-18.308695,1.0,-0.011581638,ZMAT1,-0.46185508,0.3095368872345341,-1.364971,TEX13B,-16.287045,1.0,-0.0032103679,PTGER1,-22.87497,0.0663899544700072,-2.0778222,FCN3,-17.173212,1.0,-0.021597482,BARD1,-0.68380773,0.22690010800312801,-1.5199614,TLCD1,-1.7457776,0.14388833996749065,-1.775861,DGKE,0.25997078,0.5264824027404826,-1.0790904,PNPLA1,-24.913652,0.6216806518427298,-0.9944166,ZNF608,0.86440486,0.031229925104077936,2.3615143,RRP1,-0.69241005,0.26940945037297204,1.4026078,GPR37,2.454465,1.0,0.10834021,PATL2,-0.9146956,0.9443596286161293,-0.5612703,PIGQ,0.7941185,0.050549359529782394,-2.2333863,PDIK1L,0.870485,0.09143829202426842,-1.9802887,MND1,-4.841741,0.4710429113312342,-1.1813866,POLL,0.91976094,0.7475020835215078,-0.8546087,MMS22L,0.95128304,1.0,-0.3520556
BHMT,-16.489164,1.0,-0.011581638,VPS18,0.33292243,0.3089289076524352,-1.3661528,RALYL,-15.321476,1.0,-0.0032103679,XYLB,-1.0357325,0.06574051321719945,-2.081924,FAM110C,-18.330635,1.0,-0.021597482,ZNF527,-0.42424783,0.22688483168324894,-1.5200458,ZNF674,-0.7220816,0.14349245387156184,-1.777175,ZNF675,-0.14494447,0.5249219596210748,-1.0810479,ABHD14B,0.24083301,0.6216098416046836,-0.99456215,PARP6,-0.8830655,0.03162461077075916,2.3567836,DCLRE1B,-0.5018155,0.26977012267272443,1.401837,DLK2,0.9436176,1.0,0.108284205,WDR6,0.6902025,0.9443596286161293,-0.5612821,CYB561D1,-24.874304,0.05044193046641781,-2.2342527,CHAF1A,0.29186925,0.09116125217827736,-1.9816215,GLYCTK,-1.2365469,0.4710106295220395,-1.1814932,STARD5,-0.8326192,0.746263062631786,-0.8558826,HIRA,1.3955617,1.0,-0.35227108
PAX3,-17.781738,1.0,-0.011581638,CDCA7,-23.945232,0.30804876105435275,-1.3677694,COL4A6,-12.315216,1.0,-0.0032103679,BFSP1,-3.1837687,0.0656950359625948,-2.0822465,C7,-17.023483,1.0,-0.021597482,SYS1,0.43563864,0.22688483168324894,-1.5200458,MTG2,-0.51120657,0.14312423166433566,-1.7784029,NCKAP5,-0.13281702,0.5246661039551377,-1.0814849,MAMLD1,-1.5803969,0.6215125763902944,-0.99473566,GTPBP3,-0.5355807,0.031636431650843934,2.3566096,BCL7A,-0.8959766,0.2697792972621482,1.4017687,MC4R,1.4641193,1.0,0.108284205,SRI,0.2182185,0.9438514952314814,-0.5619025,BORA,-25.410086,0.05044193046641781,-2.2342527,HCAR3,-25.262835,0.0907428997259111,-1.9836622,NAXD,-0.081684455,0.4702922195716335,-1.1824713,ZNF202,-0.059804175,0.7460402695359057,-0.8562287,DHX15,0.5041047,1.0,-0.3528922
GRIN2A,-15.947881,1.0,-0.011581638,ITIH5,-23.098366,0.30804876105435275,-1.3677694,IRS4,-15.548998,1.0,-0.0032103679,SPATA5L1,-0.09179189,0.06560813184001626,-2.0828273,TCF24,-16.988619,1.0,-0.021597482,FAM120C,-0.23513088,0.22660273120198293,-1.5208316,HBA2,-5.5487385,0.14302097357824212,-1.7787824,HARBI1,-1.2576017,0.5246316843670998,-1.0815914,PAPPA2,-4.586501,0.6213571136861356,-0.9949708,SNRPD3,0.43455544,0.0316647496930412,2.356242,KLHL13,0.15398587,0.27022621155419757,1.4007266,ZNF114,1.1713386,1.0,0.10827762,MROH7,-0.11937914,0.9433767169382775,-0.5624797,KIAA1958,-25.2055,0.05044193046641781,-2.2342527,EPM2AIP1,1.2531677,0.09071910165083621,-1.9838184,THAP3,-1.2635523,0.47009716781308136,-1.1827848,GAB1,0.9935979,0.7458097482001631,-0.8565895,PLGLB2,-23.962423,1.0,-0.35315838
