C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score
FUBP3,-0.37039307,0.0012419870983289589,-3.50955,PKD1,-2.0399501,1.7057804346666365e-12,-7.263584,PDLIM5,-0.11027919,0.6339687640320418,-1.014986,LSM7,-0.32468072,2.944893296893446e-31,-11.754524,RNF26,-0.61194235,1.965520434404808e-06,-4.949554,CRIPT,-0.41248554,6.416564561069004e-18,-8.792333,UBR5,-0.603202,1.2298025704053387e-14,-7.9115367,NSUN2,-0.14904092,1.6491482812789873e-09,-6.2797184,FLNB,-0.6459279,0.00023505861280608464,-4.065374,C2CD4A,-17.296963,1.0,-0.025456488,PRR36,-16.500988,1.0,-0.025405819,SSC4D,-1.5991936,1.0,-0.2438083,IDH3G,-0.0092279995,4.2084899194101986e-09,-6.117308,CHID1,-1.2576523,5.135874675976084e-17,-8.570425,FAM122B,-0.339232,1.2338079891734598e-18,-8.988173,NAXE,-1.3107597,1.4254228894215643e-05,-4.682158,MIER1,-0.06365104,0.0001582042736877107,-4.156597,SLC6A6,-0.5033997,0.24806165813215078,-1.9485506
PPP1R35,-0.7799152,0.0012326050673102116,-3.5116067,CAMKMT,-1.1720072,1.6933798922977693e-12,-7.264604,MORN4,-0.31381556,0.6334774431491965,-1.015711,EVA1B,-1.5090861,2.8765982402382895e-31,-11.756527,KCTD18,-0.8048882,1.9619517730189726e-06,-4.9499364,SPRED2,-0.94278026,6.412160296914249e-18,-8.792438,POGLUT3,-2.7997475,1.2244127234183205e-14,-7.9121165,NRIP1,-0.47923666,1.6383295739034236e-09,-6.280783,SAMD4B,-0.2593251,0.0002349192432012447,-4.0655756,CNDP1,-18.28119,1.0,-0.025456488,CACNA1E,-17.300964,1.0,-0.025405819,RGL3,-2.659908,1.0,-0.24556082,PBRM1,-0.036676332,4.1692421506327115e-09,-6.11884,ERRFI1,-27.775343,4.8859370692581476e-17,-8.5762,POLR2H,-0.20040925,1.2261805586726253e-18,-8.988885,CYB561A3,-1.778173,1.4130055369253726e-05,-4.6840076,FASTK,-1.1106589,0.0001577177751632301,-4.157363,ARRDC4,-0.7989695,0.24806165813215078,-1.9486266
RHBDL2,-23.987907,0.0012303606964643985,-3.5121317,KIAA1671,-3.444656,1.6749435990200882e-12,-7.2661176,MAD1L1,-0.39210033,0.6331572511293952,-1.0161133,ZBED1,-0.4837068,2.5782999104917014e-31,-11.76579,AGK,-0.43342084,1.958247516503825e-06,-4.9503326,CEP164,-0.7997843,6.3334677344517944e-18,-8.793851,TANGO2,-0.7551779,1.2242473269470493e-14,-7.912167,SRXN1,-0.31335965,1.6371600945960599e-09,-6.2809777,CASC3,-0.104519084,0.00023302763093180687,-4.067524,C20orf144,-15.851739,1.0,-0.025456488,ASPG,-16.562263,1.0,-0.025405819,F5,-21.9077,1.0,-0.24676321,BIN1,-0.17648435,4.159863751259372e-09,-6.1192384,SH3BP5L,-3.1133378,4.8156276746001417e-17,-8.577899,ARF3,-1.0034455,1.1998497510215193e-18,-8.991301,SPNS1,-2.7560961,1.4114527745399286e-05,-4.68429,ISOC2,-2.5876231,0.00015761316722814504,-4.1575766,SLC4A1AP,-2.2696571,0.24806165813215078,-1.9486266
CEP78,-1.5433043,0.0012292282079503587,-3.512417,AP1G1,-0.16514423,1.6498456981211477e-12,-7.268192,RNF20,-0.055347268,0.6329435092159567,-1.0165534,DENND5B,-4.7867804,2.5179942050508065e-31,-11.767813,POC1B,-1.0521668,1.955273747039512e-06,-4.950657,PMS1,-1.5709705,6.268852270455388e-18,-8.79503,RILPL1,-4.7439938,1.2182856055748018e-14,-7.912808,KRTAP2-3,-1.8287054,1.6351264772209293e-09,-6.281213,AJUBA,-1.639797,0.0002316174000072699,-4.0690017,SLC5A2,-17.80061,1.0,-0.025456488,REELD1,-18.20827,1.0,-0.025405819,BEX2,-21.095531,1.0,-0.24676321,CREBRF,-0.47058904,4.119326181196208e-09,-6.1208377,EHD4,-27.622532,4.782595771254813e-17,-8.578723,SEPHS2,-1.1411686,1.1494845653236878e-18,-8.996041,TOB1,-0.4700114,1.3958142422396914e-05,-4.6866283,KRTAP2-3,-28.0766,0.0001564865176044369,-4.1592774,GATAD1,-2.0030146,0.24806165813215078,-1.9486393
ZNF581,-0.75234044,0.0012267782925666963,-3.512988,HSDL2,-0.12407809,1.586910826680677e-12,-7.273513,ZNF264,-0.2482695,0.6329435092159567,-1.0165873,RIOK3,-0.3355566,2.4619672090864436e-31,-11.769747,SEC61G,-0.5686596,1.936417718267185e-06,-4.9525704,RNF40,-0.39956087,6.110281355375617e-18,-8.797934,STARD3,-0.38943213,1.2178058199570165e-14,-7.91289,ETAA1,-0.849126,1.6315141421225218e-09,-6.2815986,LPCAT4,-1.0794853,0.00023153558099151447,-4.069147,FAM110C,-18.39795,1.0,-0.025456488,VSIG2,-17.9859,1.0,-0.025405819,SLC30A2,-21.158655,1.0,-0.24676321,SLC9A3R2,-0.5986836,4.104826629451328e-09,-6.1214385,RIF1,-4.955678,4.765933426146273e-17,-8.579156,RETREG3,-0.14942479,1.1474013867486679e-18,-8.99627,UBTD1,-3.3529441,1.3845769053413505e-05,-4.68834,RPGRIP1L,-2.5429099,0.00015503216848331472,-4.161472,SLC35E3,-3.306815,0.24806165813215078,-1.948652
ST3GAL3,-0.9721883,0.0012185823147725105,-3.5148094,DOK1,-1.51182,1.5713610054243193e-12,-7.274876,TMED1,-0.08399681,0.6328191387548436,-1.0168282,FAM50A,-0.34944537,2.411588167334616e-31,-11.771512,DCTPP1,-0.7044391,1.934550276134865e-06,-4.952787,ERCC8,-1.3086247,6.072125728320341e-18,-8.798664,CEP57,-0.6618405,1.1918863615829195e-14,-7.9156003,UBR7,-2.1147187,1.6296800673329333e-09,-6.281815,PTPRF,-1.28592,0.00023077631311608894,-4.069976,C11orf88,-17.620882,1.0,-0.025456488,PI15,-17.379244,1.0,-0.025405819,ACSBG2,-20.244907,1.0,-0.24676321,RHOBTB1,-0.34923208,4.092602957166812e-09,-6.1219525,LCMT1,-4.5876417,4.6005292071647084e-17,-8.58325,ACTR8,-0.5933756,1.1466981909248356e-18,-8.996367,LUC7L2,-0.42453954,1.3777254659179507e-05,-4.6894126,MGRN1,-0.1808074,0.00015503216848331472,-4.161479,KNSTRN,-0.525475,0.24806165813215078,-1.9487281
MEX3A,-3.5252488,0.0012184090780544498,-3.5148878,ANP32E,-0.33087325,1.5592210762010357e-12,-7.2759566,OGFOD2,-0.33419,0.632345828359811,-1.0174615,APPL1,-0.4928544,2.33969657291878e-31,-11.774085,ZBED4,-0.6940679,1.91931781118277e-06,-4.954381,OSBP,-0.41489857,6.0147820794468374e-18,-8.799756,COQ6,-2.389469,1.187070254940878e-14,-7.916137,SS18,-0.1293229,1.6087259482618587e-09,-6.2838683,IER5L,-0.42555743,0.00023031257894412868,-4.0705075,UGT1A10,-17.25455,1.0,-0.025456488,CALB1,-18.38167,1.0,-0.025405819,C19orf25,-0.46510795,1.0,-0.24685709,GSS,-0.098977275,4.082282260115012e-09,-6.1223936,TRAPPC8,-4.2017846,4.5640377229388964e-17,-8.584198,AC118549.1,-0.16640007,1.1238292103039759e-18,-8.99861,SLC39A9,-1.1482546,1.3754510498161926e-05,-4.6898074,HNRNPF,-0.59445906,0.00015501626716105923,-4.161619,PRORP,-0.7268159,0.24806165813215078,-1.9488294
MSH6,-0.805241,0.0012130692431106213,-3.5160947,INTS12,-0.9360042,1.5439633712993896e-12,-7.277318,ACKR3,-1.156961,0.6317217404498295,-1.0181766,UHRF2,-1.0893555,2.3211154675508896e-31,-11.774777,CEP104,-0.34754822,1.888358687455678e-06,-4.957628,ACSF2,-1.5830731,5.862443437515911e-18,-8.802662,FABP5,-2.5784519,1.17819693743686e-14,-7.917104,PHLDB2,-0.41445577,1.5983552356213907e-09,-6.284915,WDR46,-0.787849,0.00022939162940376038,-4.071504,C18orf63,-17.51834,1.0,-0.025456488,GPRC5D,-18.823166,1.0,-0.025405819,RBM44,-2.5992365,1.0,-0.24707615,UBE2G1,0.015523078,3.981779017131411e-09,-6.1264024,HBP1,-1.8325456,4.482122789596754e-17,-8.586311,NDUFA3,-0.051188804,1.1183931311244251e-18,-8.999172,AASDHPPT,-1.1737049,1.3749065904706976e-05,-4.689945,GMPPB,-0.91164064,0.00015470864874232766,-4.162134,DAPK1,-3.688338,0.24806165813215078,-1.9488548
FANK1,-3.9049797,0.0012123693179544202,-3.5162885,FN3KRP,-0.864422,1.5308861240972615e-12,-7.2784996,BTD,-0.072041,0.6309276715241435,-1.0191145,PRPSAP1,-0.5740329,2.3199052472557142e-31,-11.774842,CPS1,-5.6890516,1.8873570171384456e-06,-4.9577594,INO80C,-0.54678833,5.8431341701142894e-18,-8.80306,ANKRD27,-0.7296398,1.1767840600482283e-14,-7.9172864,STIMATE,-0.045888837,1.5297218543696454e-09,-6.291772,THAP6,-2.8214762,0.00022863901650171996,-4.072333,MTTP,-17.63746,1.0,-0.025456488,JAKMIP3,-1.611381,1.0,-0.026947416,MAB21L1,-0.15853594,1.0,-0.2471651,PPTC7,-0.17149642,3.8584189058197475e-09,-6.131488,EBAG9,-27.513466,4.4351535954880476e-17,-8.587554,WDR11,-0.8437826,1.0956315572672058e-18,-9.001459,SNRPN,-0.8536602,1.3749065904706976e-05,-4.6899705,UCHL1,-4.509521,0.00015434683331107648,-4.1627307,PHAX,-0.38614038,0.24806165813215078,-1.9491843
FGFR1OP2,-0.40985703,0.0012122068651431108,-3.5163648,RPP21,-0.23240422,1.525327180454797e-12,-7.279024,UBB,-0.19381507,0.6309099012513898,-1.019232,ABCD3,-0.33409214,2.2481903716540843e-31,-11.777511,FAM171A2,-3.801139,1.854734532315344e-06,-4.961175,UFC1,-0.38848796,5.7526400277909035e-18,-8.804837,DYRK2,-1.5312397,1.1422126789068056e-14,-7.9210277,SEC61G,-1.7740701,1.5071304775738232e-09,-6.294122,YARS,-0.39182734,0.00022863901650171996,-4.0723886,OR52K1,-17.858091,1.0,-0.025456488,CDKL2,-2.8051546,1.0,-0.027421754,GPR156,-1.874014,1.0,-0.24887809,INTS3,-0.06884112,3.829085535992662e-09,-6.132741,TM2D3,-5.2189674,4.2977944962120364e-17,-8.591201,TNIP1,-0.25409052,1.093195585667857e-18,-9.001733,PTPN23,-0.8761036,1.3741553956034468e-05,-4.6901712,SPRED2,-26.743435,0.00015289651342692654,-4.164947,PDE4B,-27.645765,0.2474879783228851,-1.9505787
KIAA0753,-0.6793342,0.0012106327646102715,-3.5167506,ANKRD13D,-0.66061497,1.4865808041885148e-12,-7.282529,HHLA3,-0.49055618,0.63034078959797,-1.0198913,TMEM129,-0.9570798,2.199052832886127e-31,-11.779394,DYNC2H1,-3.5200274,1.8500908536639142e-06,-4.9616904,CHST12,-2.2530353,5.479329689879123e-18,-8.810323,ZDHHC16,-1.8718779,1.1311908800195413e-14,-7.9222665,PAK1IP1,-0.72679365,1.4783734315256423e-09,-6.297152,NIT1,-2.0895305,0.00022861485649718495,-4.072484,DLGAP2,-17.805885,1.0,-0.025456488,NEB,-1.1644388,1.0,-0.027673297,ACVR1C,-0.4110611,1.0,-0.24925692,CDR2L,-0.49619666,3.783856313204484e-09,-6.1346693,RSPRY1,-3.538258,4.256435058192217e-17,-8.592343,EXOC6B,-0.46479988,1.0716184198573068e-18,-9.003951,BCOR,-0.81426483,1.3691567215305618e-05,-4.6909738,SLC35C2,-0.2527077,0.00015285908116436563,-4.1650653,FYCO1,-2.9017127,0.24718900870556623,-1.9512125
CDCA2,-4.3760295,0.0012002286423550646,-3.5192037,BUD23,-0.47832534,1.479801285071127e-12,-7.2831793,KDM2B,-0.5138396,0.6298357880847859,-1.0204847,ZBTB2,-0.31166354,2.0766908712550673e-31,-11.78424,TYRO3,-2.1992595,1.8226869539834291e-06,-4.964616,RING1,-0.38587263,5.4759955596415775e-18,-8.810418,TRIM5,-0.94356513,1.1293130171904564e-14,-7.9225063,UBA5,-0.3378715,1.455811441602448e-09,-6.29962,TMC8,-4.851263,0.0002265640587814241,-4.0746446,MEPE,-16.618183,1.0,-0.025456488,SLC9B1,-2.0219765,1.0,-0.02812248,CDK3,-1.5845771,1.0,-0.24932611,UFSP2,-0.4170572,3.6394913407132224e-09,-6.1408896,ZC3H7A,-6.2056603,4.194377976077084e-17,-8.594062,SF3A2,-0.041818857,1.0695058497291878e-18,-9.004197,GADD45A,-0.796462,1.3686569135322115e-05,-4.6911054,HOXB2,-2.224649,0.00015213750067297297,-4.1662064,DOCK2,-3.7884314,0.24713842234274153,-1.9514153
GCN1,-0.35392275,0.0011940470014664534,-3.5206547,PKIG,-5.008128,1.462361261073234e-12,-7.2848115,SEC61G,-0.09325119,0.6298357880847859,-1.0205485,QPCT,-0.8861931,2.0449582869243126e-31,-11.785558,TCTEX1D1,-4.1570935,1.79687785632617e-06,-4.9674115,ZNF282,-1.1217673,5.4158415006495336e-18,-8.811684,TSC22D4,-0.33219722,1.1258157462855075e-14,-7.9229255,CTSC,-0.99907404,1.4391894762808769e-09,-6.3014417,RBM18,-0.7331963,0.00022471446714902914,-4.0766153,HSD17B2,-16.89763,1.0,-0.025456488,KLHL30,-1.4022919,1.0,-0.02812248,RGS11,-0.8090727,1.0,-0.24956658,RPN2,-0.088754945,3.6036814885378283e-09,-6.142499,RALB,-27.551071,4.1115065249489893e-17,-8.596385,PPM1A,-0.009415758,1.066958663191306e-18,-9.004489,MOSPD1,-1.9572074,1.368283179396648e-05,-4.691218,RTL8B,-26.763079,0.00015193829061074086,-4.1665673,PAPPA,-26.602608,0.24713842234274153,-1.9515167
SENP6,-0.3061963,0.0011856060633234824,-3.522576,NCBP2,-0.15834054,1.408868572288612e-12,-7.289868,PVALB,-0.8410801,0.6294616612072996,-1.0212375,SNX5,-0.24143551,2.0427379004383527e-31,-11.785669,IRAK4,-0.47054622,1.7902907377034225e-06,-4.9681525,TNKS,-0.52853143,5.262725204334464e-18,-8.814924,ACTL6A,-1.1181504,1.1206170387094807e-14,-7.923534,NOP14,-0.017149668,1.437089591883922e-09,-6.3017097,ALG2,-2.2520173,0.00022406264896396647,-4.0773544,KRT5,-18.89428,1.0,-0.025456488,TMEM89,-1.867083,1.0,-0.028151227,GRTP1,-4.8544173,1.0,-0.24978071,TMEM45B,-26.089544,3.519269432074596e-09,-6.1463003,SETD7,-3.8067937,4.0729302178246594e-17,-8.597499,GCLC,-0.5949295,1.0667430888024587e-18,-9.004541,HOMER1,-2.8598385,1.368283179396648e-05,-4.6912494,LPCAT4,-1.1310773,0.00014995130821860664,-4.1696305,KAT5,-1.0620283,0.24713842234274153,-1.951542
LIN54,-0.43976897,0.0011814582512299355,-3.5235457,H2AFJ,-0.18504582,1.3881535783951868e-12,-7.291897,CIAO2B,-0.17175204,0.6292758938958214,-1.0215024,GNB1,-0.422947,1.984930573303021e-31,-11.788109,PAK4,-1.1265693,1.7521817804881236e-06,-4.9724092,NETO2,-0.90422916,5.200245942779534e-18,-8.816289,PRR14L,-0.41451335,1.1175326367688879e-14,-7.9239097,BAG5,-0.18720633,1.43095102957296e-09,-6.302415,ANKRD12,-2.04065,0.0002222698400115415,-4.0792856,LRRC74A,-17.844345,1.0,-0.025456488,HID1,-3.071005,1.0,-0.028169194,RYR1,-5.765729,1.0,-0.25027815,SLC9A8,-0.5826971,3.410380125964895e-09,-6.151325,MFSD12,-4.7490673,3.9409229826897175e-17,-8.601313,NCAPH2,-0.59891135,1.0106139160474593e-18,-9.0105,LBH,-1.6158521,1.3676201216488293e-05,-4.6914315,COPS8,-0.27229542,0.00014995130821860664,-4.16966,AP1S1,-1.3215667,0.24713842234274153,-1.9516689
BMPR2,-0.37802717,0.0011799891578723385,-3.523916,GNL3L,-0.91578305,1.3676693894052787e-12,-7.293933,CCDC40,-1.2474965,0.6291771276076622,-1.0216776,CDC14B,-2.1764321,1.8176950169449503e-31,-11.795561,EIF4A3,-0.48618004,1.7414681518090786e-06,-4.973626,EPS15,-0.39085537,5.1790878520321206e-18,-8.816773,THOC5,-1.2502371,1.1121153360738558e-14,-7.924547,AQR,-0.2832805,1.4261897734278297e-09,-6.3029733,RLF,-2.9971118,0.00022170480397975896,-4.079941,MEI1,-18.547712,1.0,-0.025456488,ABCD2,-3.7869158,1.0,-0.028183568,IKZF4,-0.5538611,1.0,-0.2504593,DNAJC24,-0.36926317,3.368430728811103e-09,-6.1533265,YJU2,-1.9866043,3.91073581237964e-17,-8.602226,TMEFF1,-4.077171,9.905539703078247e-19,-9.012729,FBXL17,-0.6017974,1.3663671273090014e-05,-4.6916757,PCYOX1,-2.8066792,0.0001497761747784355,-4.1700206,GSTM3,-0.41190168,0.246893072698059,-1.9524167
RINT1,-0.36671895,0.0011786865206925535,-3.5242493,C19orf12,-0.19340315,1.365964455184611e-12,-7.2941346,HHIPL1,-0.003037635,0.627977364969694,-1.0229881,INPP5E,-1.4916476,1.7935454299272775e-31,-11.796707,RPAP3,-0.39412662,1.69731377639638e-06,-4.978657,UBAP2L,-0.443474,5.139341464424273e-18,-8.817663,NDUFA13,-0.4412016,1.0559628419265132e-14,-7.9310164,TMUB1,-0.78840923,1.374664755617518e-09,-6.3087134,STX12,-0.4024402,0.0002205028249771233,-4.0812674,CYP4F2,-17.916649,1.0,-0.025456488,SLC30A3,-0.6270078,1.0,-0.028550101,WFIKKN2,-20.72244,1.0,-0.2508085,TNFAIP1,-0.7171648,3.359266821648547e-09,-6.153797,NMRAL1,-27.479023,3.811188147807309e-17,-8.605216,GDF15,-27.782736,9.799055768152186e-19,-9.013944,ATF2,-0.5243926,1.3597690183626639e-05,-4.692723,COA3,-3.174223,0.00014796901534853727,-4.172848,FAF2,-0.2709475,0.246893072698059,-1.9524927
FARP2,-0.6833844,0.0011786865206925535,-3.5242887,CDK2,-1.5170643,1.359589573389845e-12,-7.2947984,CCDC88C,-0.7980374,0.6275619288968413,-1.0235636,EIF2D,-0.2814535,1.7696430634328978e-31,-11.797857,ZNF439,-3.8242803,1.6809830639035188e-06,-4.9805846,KIAA0100,-0.41981378,5.100098592362764e-18,-8.818549,MGAT1,-0.21552551,1.0387973857698154e-14,-7.933118,SLC16A3,-0.45047465,1.36387114166106e-09,-6.310017,APP,-0.7837171,0.0002205028249771233,-4.081301,PLA2G12B,-15.223508,1.0,-0.025456488,ZNF324B,-0.7353072,1.0,-0.028553696,IRGM,-21.462545,1.0,-0.2508085,CC2D2A,-1.091132,3.341561661955822e-09,-6.1546736,ROCK2,-4.2471113,3.7093644757254815e-17,-8.608354,MSANTD4,-1.2400016,9.671320916763916e-19,-9.015411,CYB5A,-1.1835877,1.3597690183626639e-05,-4.692729,SNX27,-0.30216062,0.00014748856223012645,-4.1736507,ILVBL,-1.0370135,0.24672651212906088,-1.9529364
DXO,-0.9579736,0.0011757757971425531,-3.5249858,TEX264,-0.2232718,1.3527031308913722e-12,-7.295516,LETMD1,-0.19917491,0.6273957467830903,-1.0238086,TBC1D24,-2.3340185,1.7470087364024737e-31,-11.798962,FBXO8,-0.363691,1.6807670348590419e-06,-4.980638,HOMER3,-0.38751125,5.037528883116916e-18,-8.819959,CUL4A,-1.3247304,1.0304517515514348e-14,-7.9341526,RND3,-0.56872576,1.3539508855067132e-09,-6.3111887,RNF115,-0.25598192,0.00022027775067420523,-4.081631,IL9,-17.828747,1.0,-0.025456488,MADCAM1,-2.5104887,1.0,-0.02857885,GNLY,-23.16386,1.0,-0.2508085,PID1,-1.0840055,3.341561661955822e-09,-6.1546755,PYGO2,-27.562101,3.689497903686721e-17,-8.609001,FNDC3A,-0.07002916,9.6684464821587e-19,-9.015474,C3AR1,-28.045656,1.3597690183626639e-05,-4.6927667,MAP3K3,-0.28832927,0.00014748856223012645,-4.173695,MBD4,-0.38329905,0.24660318532642633,-1.9532659
TUBGCP4,-1.057697,0.0011748156456102162,-3.5252428,AGTRAP,-0.20986518,1.34072699446974e-12,-7.2967467,SEPTIN4,-0.53756744,0.626992078791977,-1.0243722,PPM1F,-1.4374614,1.7285300590342901e-31,-11.799877,ST7L,-0.3902022,1.6778871352837665e-06,-4.980998,MORC4,-25.69636,4.600356153618491e-18,-8.830146,AAR2,-0.9227095,1.0258645548049789e-14,-7.9347396,ST3GAL4,-0.5327303,1.3383062527525237e-09,-6.313029,C2orf69,-1.4602665,0.00021959049567467367,-4.082421,SOX15,-16.894968,1.0,-0.025456488,TTC16,-3.614024,1.0,-0.02858963,SYCP3,-2.4397511,1.0,-0.25085133,TRGC2,-2.1161113,3.2174323648909745e-09,-6.1607485,INTS11,-4.942606,3.384845483376313e-17,-8.618908,KLHDC10,-0.80080277,8.7571516632172e-19,-9.026348,EPB41L1,-1.3870412,1.3584066094765273e-05,-4.693099,GDF15,-27.754372,0.00014743531836878827,-4.173857,DMAC1,-1.1118232,0.24630509138459353,-1.9538997
ANKRA2,-0.6517302,0.0011630407624389776,-3.5279508,PSMA3,-0.14244884,1.3067672094680267e-12,-7.300267,VTN,-1.144781,0.6266058963120034,-1.0249178,LRP12,-0.32321447,1.7277319800125892e-31,-11.799936,PCDHGB6,-4.223465,1.6689347758258822e-06,-4.9820614,SGMS1,-0.47401965,4.591258921360602e-18,-8.830394,RBM42,-0.26091897,1.0077750036553972e-14,-7.936981,NCK1,-0.13010839,1.337143700738995e-09,-6.313205,ANAPC5,-0.28725016,0.0002182572701142059,-4.0838985,OR3A1,-18.338457,1.0,-0.025456488,RAD21L1,-4.0873704,1.0,-0.028593224,ZNF138,-0.48303437,1.0,-0.2515431,MEA1,-0.05591468,3.177354182625163e-09,-6.1628103,ANTXR2,-27.589407,3.380298350822458e-17,-8.619093,SLC30A4,-2.1005719,8.497447492099783e-19,-9.029673,SNAP23,-1.0892289,1.357245282657774e-05,-4.6933312,RLIM,-0.18261236,0.0001467922465147867,-4.1749763,COPS4,0.1775638,0.24608004793087895,-1.9544067
ATAT1,-1.0487217,0.0011573454707300968,-3.5292907,PIGM,-1.2335497,1.2794393767989337e-12,-7.303144,MAP3K7CL,-0.22269998,0.6263974273613505,-1.0252067,DVL1,-1.8772361,1.7178956459009962e-31,-11.800437,STK36,-1.4352447,1.650898761105012e-06,-4.9841914,PLEKHA8,-1.4326422,4.581179370515743e-18,-8.8306675,PPIL3,-1.119928,1.0077750036553972e-14,-7.937006,BORCS7,-1.5804589,1.289834514782796e-09,-6.3188167,PHLDA3,-0.8509458,0.0002171043796694233,-4.0851917,EVX1,-18.251553,1.0,-0.025456488,IL1RAPL1,-4.324854,1.0,-0.028596817,LCN2,-3.5081377,1.0,-0.2527455,TUBB2A,-0.21551062,3.097311909767694e-09,-6.1669645,SPATS2,-4.732765,3.353098335553343e-17,-8.62005,DNAJC5,-0.19880627,8.357013563750935e-19,-9.031527,DCAF10,-1.2463489,1.3556692129968618e-05,-4.693626,SMC3,-0.43880278,0.00014631069617774382,-4.1757865,DECR1,-0.16797312,0.24602974262580368,-1.9546095
E2F7,-4.212253,0.0011545059358927638,-3.5299814,UQCC1,-0.7993757,1.2651857682013135e-12,-7.3046846,GALNT18,-0.260349,0.6261964589707268,-1.0255612,PTPN21,-25.701166,1.6954738184709826e-31,-11.801563,PCDH1,-5.663257,1.6030331395347941e-06,-4.9899063,HECTD4,-0.5403727,4.5602471160038365e-18,-8.831206,DNAJC25,-2.07829,9.87013196483526e-15,-7.9396305,ST5,-0.25239912,1.2743378916093085e-09,-6.3207264,ACLY,-0.582445,0.0002157021796764936,-4.086759,NLRP4,-18.615528,1.0,-0.025456488,SULT1C4,-4.158734,1.0,-0.028596817,PEX11G,-0.7791756,1.0,-0.2533088,PHF21A,-0.24494608,3.078154500803599e-09,-6.167985,HSPA9,-4.79751,3.3520760110743744e-17,-8.620117,ETF1,-0.90482163,8.13119893508103e-19,-9.034553,DNAJB1,-0.59339875,1.3514398589450387e-05,-4.6943216,PAF1,-0.07742809,0.00014582592632785918,-4.176604,EGR2,-3.389593,0.24555054455464792,-1.9555602
TBC1D23,-0.4261127,0.001150506756387256,-3.53094,UBTF,-1.0714259,1.2509024244322823e-12,-7.3063054,ABTB2,-0.1360802,0.625020269463472,-1.0270708,DDX52,-0.7531717,1.6808247755905594e-31,-11.802314,MAMLD1,-1.0942708,1.5711519440106534e-06,-4.993842,TENT2,-0.2958991,4.3886631823509845e-18,-8.835522,ROMO1,-0.5855692,9.700184518080325e-15,-7.9418178,AKIP1,-0.88638365,1.2689994692255265e-09,-6.321417,ERI1,-1.3829297,0.00021390042598534495,-4.088769,RGS8,-17.655428,1.0,-0.025456488,ALOX15,-5.526468,1.0,-0.028596817,AK8,-3.2865748,1.0,-0.25364813,PEX11B,-0.2031808,3.0648715029508718e-09,-6.168708,SLC30A7,-27.430958,3.3460422831776873e-17,-8.620355,ISOC2,-3.073571,7.9724190281517e-19,-9.036739,SCAF8,-0.6984337,1.3407503832883972e-05,-4.696002,STYXL1,-1.7944379,0.0001455968909649394,-4.1770234,FOXK2,-1.4740956,0.24554391619754626,-1.955687
H2AFY2,-0.60038203,0.00115020030300255,-3.5310512,PANK3,-0.16434148,1.2489471609750118e-12,-7.3065567,ADCYAP1,-24.612726,0.6249234739651551,-1.0273176,CWC27,-0.7626802,1.668489482991533e-31,-11.802955,KRT17,-3.230821,1.567982031856132e-06,-4.9942603,RBM26,-0.87623596,4.3547401031036374e-18,-8.836416,IQSEC2,-1.8894856,9.536973986831217e-15,-7.943955,DIAPH3,-1.962495,1.2631122385956217e-09,-6.322177,CDC42EP1,-0.47500968,0.00021347400240165104,-4.0892954,FAM83A,-17.8462,1.0,-0.025456488,HORMAD1,-0.7675162,1.0,-0.028807035,PLEKHB1,-3.42679,1.0,-0.25369424,FBXO3,-0.15967022,3.0528523840392343e-09,-6.1694074,ADIPOR2,-27.5349,3.3460422831776873e-17,-8.620355,RSL24D1,-0.43636203,7.854014565199491e-19,-9.038405,PLCB3,-4.2968764,1.3403848081315307e-05,-4.696115,MICALL2,-27.059055,0.0001450721026769371,-4.177907,MICOS13,-1.5578521,0.24547919058001536,-1.9559152
