C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score
FTL,1.6991817,0.0,49.26434,SOCS2,5.199707,0.0,56.09345,BIRC3,4.4946237,3.164865477304741e-29,11.636827,AQP9,3.9138248,0.0,72.23713,IDH2,1.5516561,0.0,39.210995,GPR183,5.4701667,2.269651815926127e-06,5.6016045,ANKRD10,2.4647448,5.846650497704996e-31,11.8230505,ENAH,1.6240468,1.5070752321899417e-16,8.700341,NNMT,4.3045473,0.0,108.807884,MXI1,3.9221973,1.2279656102902666e-37,13.0223875,CD3D,9.334951,1.4709326182130886e-48,14.832628,TNFRSF13B,9.042627,6.319937044639947e-05,4.343453,TCL1A,9.562408,1.6892432717432566e-15,8.380739,MAX,2.3234353,0.0009499605957117422,4.1853347
PLA2G7,2.950567,0.0,48.287582,ARHGDIB,3.0567434,0.0,56.016724,ARL4C,4.3884473,5.471734242501562e-28,11.37842,TNFSF13,3.8083475,0.0,71.952805,H2AFZ,2.2251148,0.0,39.114414,SLC15A4,4.5669966,2.269651815926127e-06,5.6007843,EHBP1L1,1.4267339,6.025468200667926e-31,11.820304,CTTN,1.8058611,2.137318211863936e-16,8.658333,ADAM12,4.206715,0.0,108.7605,FOXO3,3.6042075,1.6525640115091956e-35,12.634022,ARL4C,3.786691,4.983233724298967e-47,14.590873,FCRL5,7.0751767,0.00012516484211165407,4.1801243,RIPOR2,5.47479,2.4300482049172505e-15,8.334931,DNM3,7.4715834,0.0009603491932096902,4.1824446
SERPINA1,2.839224,0.0,48.234993,HPGDS,7.0571218,0.0,55.509026,CD83,2.3782988,2.7915200729603566e-27,11.228213,C5AR1,3.4997718,0.0,71.649704,HELLS,3.8870316,0.0,38.88139,IRF7,5.4649534,5.626653433232602e-06,5.4119577,PILRB,2.587493,4.943658062068979e-30,11.636521,CAPNS1,1.0263743,3.720578767535301e-16,8.591276,LOXL1,4.3060284,0.0,108.749084,RNF10,3.216155,2.5722700517709933e-35,12.598383,CLK1,2.9663813,3.009662133453043e-44,14.140296,CD38,3.5741415,0.00016667397538345783,4.1095376,ZFP36L2,2.2553904,8.938568617281102e-15,8.166351,MAST4,3.7773895,0.0013291638575945554,4.084854
MS4A7,3.4673684,0.0,48.215027,TXNIP,2.8591259,0.0,55.394653,PIM1,2.832137,2.7955779656072568e-27,11.227626,PLAUR,2.7303772,0.0,71.42075,MYBL2,4.1169724,0.0,38.751823,CELF2,2.5838876,6.772762375897865e-06,5.371907,INHBA,1.5362175,6.828231047318566e-30,11.608156,UBA52,0.95898926,6.202165342785149e-16,8.524612,IGFBP4,4.2967167,0.0,108.62325,YOD1,5.4494624,8.095394869553378e-35,12.505293,SELL,4.2376165,3.21312031685491e-44,14.135583,H1FX,1.4288403,0.00021852908238586863,4.042279,FOSB,3.1513445,3.525731235876467e-14,7.984774,ACTB,0.72917217,0.0014304062441287113,4.0571322
GM2A,2.683353,0.0,48.133205,PTGS2,5.5712748,0.0,55.26393,LCP2,2.3392816,1.531318946116281e-26,11.066651,PTPRE,3.5433974,0.0,71.31528,PCLAF,4.0912604,0.0,38.58448,MZB1,6.7094216,1.2128294580140745e-05,5.2450004,AHNAK,1.025177,1.7874204936519836e-28,11.317535,CDK2AP1,1.3946785,8.674133155178343e-16,8.483634,COL6A1,4.3470373,0.0,108.49516,KAT2B,3.732315,8.608895943840907e-30,11.528495,LSP1,2.4583242,4.442036763761858e-44,14.112384,IKZF3,3.1673822,0.00023779485143015296,4.0208216,CD83,2.0432408,4.8161950155691515e-14,7.943156,SOS1,3.126324,0.0015991717236535316,4.0243526
CD163,4.190498,0.0,47.809814,DUSP4,7.1380105,0.0,54.53355,ADAM8,5.9436812,3.281521167760434e-26,10.994019,JAML,3.8026652,0.0,71.12504,NCAPG2,3.4450915,0.0,38.544144,TXNDC5,1.9848802,1.678281178192125e-05,5.1709027,MIDN,2.0083847,1.0195361394882333e-26,10.947385,NME2,1.1327875,2.0029133371879142e-15,8.381443,GAS6,4.583832,0.0,108.40161,BLVRB,3.7920434,8.608895943840907e-30,11.52849,CD5,8.451209,7.148999990112431e-44,14.078249,CD27,5.483472,0.0004776918972890094,3.839747,CD22,4.261364,7.653743553104894e-14,7.8810444,MPL,8.34022,0.0019357653004844072,3.9648783
C5AR1,2.7463865,0.0,47.389687,CD9,2.8911893,0.0,53.7112,SPI1,2.2305226,4.532287584061017e-25,10.740172,BRI3,1.828742,0.0,70.9671,CDK1,4.407769,0.0,38.22462,ZFP36L2,2.3053093,2.2570539860858446e-05,5.102174,TTLL3,3.5715468,2.070656440467813e-26,10.881959,CLIC4,1.1785567,2.49100736972095e-15,8.353021,COL6A3,4.435271,0.0,108.36513,WNK1,3.0278816,1.505001190227278e-29,11.47956,CCDC88C,5.0030823,1.5397598022601653e-43,14.022894,TMEM156,5.624849,0.0009175187486614493,3.663504,IRF8,3.518213,1.4989178804814557e-13,7.791946,MTSS1,4.9534655,0.0020635514571317264,3.943038
EPHX1,2.60712,0.0,47.379242,BACE2,3.999339,0.0,52.559307,CSF1,2.5379653,5.774509978509466e-25,10.716044,SAMHD1,3.326536,0.0,70.82956,TK1,3.1025372,0.0,38.12166,ARHGAP4,3.8189294,3.2943050171713016e-05,5.0163875,LMNA,0.89251035,2.1006595865759138e-26,10.8805,MT2A,2.0481818,3.164221141563033e-15,8.321822,NEK7,3.964175,0.0,108.31834,HMBS,3.6677423,4.040970943222929e-29,11.392168,LCK,10.034456,1.472603870471264e-42,13.859054,TNFRSF17,9.473392,0.0016231954862834428,3.5030437,IKZF1,2.8955815,1.838534608553328e-13,7.7645245,MEF2C,5.4366803,0.0020935656366631527,3.9379044
LIPA,2.8452187,0.0,47.23046,FOSL2,2.4365318,0.0,52.38416,IL3RA,3.036482,2.3721073435416056e-24,10.576485,IGSF6,3.9881127,0.0,70.69788,MELK,3.5372643,0.0,38.089176,RUNX2,4.2679706,5.23433246468733e-05,4.9048448,HK3,2.6187727,1.3211978517060654e-24,10.486558,DSTN,1.5377197,7.984650829637741e-15,8.200748,COL6A2,5.0915246,0.0,108.297615,PIM1,2.2611096,5.632887514961125e-28,11.156986,SUN2,2.1436486,4.464116337101787e-42,13.7776575,FOSB,1.6510628,0.002903435159015011,3.3307004,CLK1,3.141422,2.2328071588454066e-13,7.7376695,LMNB1,2.9491093,0.002198391852911235,3.9227695
ZFYVE16,2.43395,0.0,47.21016,BTG2,2.864076,0.0,52.02347,ADGRG3,5.4907966,7.772752835073831e-24,10.460229,FCGRT,3.5464432,0.0,70.4795,PRC1,4.154663,0.0,37.842743,CST3,2.205225,0.00012063918451720224,4.675743,MYO9B,1.921846,1.8488931340893623e-24,10.4537115,TAX1BP3,1.7032405,9.584322381062341e-15,8.177001,ANXA2,3.083654,0.0,108.03978,SPTB,4.6307855,6.840900254595986e-27,10.927865,CLEC2D,5.1936865,1.1975219696494403e-41,13.704997,SERP1,1.1591113,0.0033299288278353075,3.2891386,BCL11A,5.1484833,1.4846061330184704e-12,7.4763093,PSTPIP2,2.7500277,0.002220976911364472,3.9196386
BCL2A1,2.6905699,0.0,47.191082,CD69,3.7170584,0.0,51.973137,STK17B,2.419259,5.609639323808571e-23,10.260834,ATP6V1B2,2.8701723,0.0,70.45785,NDC80,4.990052,0.0,37.68588,RGS1,4.02346,0.00012627855855123864,4.663367,MT-CO3,1.6519691,3.1545550669410225e-24,10.401702,PFN2,1.4742509,1.1728782509326517e-14,8.150012,HTRA1,4.36427,0.0,107.95204,CCNDBP1,2.8252013,1.8271894695787786e-26,10.836798,ARHGAP15,2.9962676,6.631379433697968e-41,13.577589,IGHG3,8.697069,0.004288087157026821,3.2114499,FGD2,4.9990125,2.5234942054032583e-12,7.4011793,PTGS1,2.971255,0.0026729738588560747,3.8628132
PPARG,2.7649813,0.0,47.185764,RAPGEF2,3.8911989,0.0,51.883457,PNRC1,1.5988307,8.048003824318782e-23,10.222025,TYROBP,3.3563554,0.0,70.417915,LIG1,3.1330466,8.72935888698155e-304,37.405857,IGKC,5.3609786,0.00014055853518570746,4.630179,CD163,2.665824,3.808326897168224e-24,10.383065,MAP4K4,1.9350966,2.4671992383579767e-14,8.052608,VCAN,4.2304206,0.0,107.91268,GYPC,3.374925,3.3909066398452245e-25,10.560974,TRBC1,9.940386,9.136214698171196e-41,13.553356,CXCR4,1.1677071,0.008972599755201436,2.975075,P2RX5,7.0587277,4.8068999991609e-12,7.309187,SLC44A1,2.6348143,0.0029261239821400603,3.8343437
IRF8,3.9234726,0.0,47.110077,C5orf22,4.0765915,0.0,51.491035,CXCL8,2.8955586,1.50684619472086e-22,10.154426,CD300A,3.2806458,0.0,69.70078,HMGB2,2.9308665,1.0346117811438122e-298,37.092033,IL3RA,3.012125,0.00017333258332425367,4.5761795,MT-CO2,1.610414,1.2431976355393526e-23,10.267365,S100A11,0.8880938,2.9559646863637475e-14,8.027606,THY1,4.8395104,0.0,107.83603,YBX3,1.6101317,5.1396033988979884e-24,10.296567,CD3G,11.475865,2.0473940528688288e-40,13.493472,XBP1,1.4841377,0.009922745601380218,2.9412944,CYTIP,2.500293,6.054110094215521e-12,7.275087,MEIS1,4.7257633,0.0030334087676386905,3.822023
TCN2,2.8170495,0.0,46.71741,DUSP6,4.4358616,0.0,51.486168,PGD,2.1544483,1.5273451886372584e-22,10.152851,PPT1,3.0468066,0.0,69.52334,STMN1,2.7508307,1.5534451323511486e-293,36.768707,CBFA2T3,5.4595876,0.00020018703599248707,4.535442,ARGLU1,1.8737266,1.7652110481531037e-23,10.232276,ACTG1,1.1216218,4.452207667616246e-14,7.9729953,SERPINE1,4.9360833,0.0,107.67733,CAT,2.2512004,1.137657419211508e-23,10.21803,PIK3R1,3.027019,4.382928755077719e-40,13.436375,LY9,4.4074717,0.0100012034329186,2.938646,CHD2,2.705292,7.775743968251191e-12,7.237474,PLXDC2,2.5994158,0.003472219723084363,3.7777846
CTSH,2.8436344,0.0,46.503975,BTK,4.694999,0.0,51.21505,SQSTM1,1.8969495,5.336206320822593e-22,10.022823,MYD88,3.0305521,0.0,69.49761,PRR11,3.580996,8.692179289750877e-293,36.721485,SETBP1,6.681656,0.00020078143451182786,4.534093,UBXN11,2.856835,2.2943068384877087e-23,10.2062645,C12orf75,1.4715414,1.0303138345346925e-13,7.8622785,MXRA7,3.654635,0.0,107.45025,PIP4K2A,2.5243602,1.2720573370065958e-23,10.206976,CD2,8.825962,4.648127302289043e-40,13.431929,SPCS1,0.89115006,0.010534783830307542,2.921454,TNFRSF13C,9.217042,8.655570558938038e-12,7.221532,IDH2,1.5897466,0.0036161046683289497,3.764944
CAPG,2.5427234,0.0,46.47626,PALM2-AKAP2,2.1253467,0.0,50.761784,CD300LB,6.890427,1.3476985626676528e-21,9.92114,CSF2RA,3.3742805,0.0,69.48716,DHFR,2.6418655,2.2354577539955892e-285,36.252655,RABGAP1L,3.8339899,0.00021276013846887543,4.5190196,ACSL1,2.0329819,3.4941089469923025e-23,10.164229,GSTP1,1.5553159,2.7517917764581915e-13,7.727624,IGFBP3,4.901107,0.0,106.65258,UBB,2.7512057,2.6376407421543587e-22,9.902007,ARHGEF1,2.8725598,6.962361266494039e-40,13.40159,SDC1,3.7194798,0.011168070067584185,2.9017582,FCRL2,10.128654,2.4408696434693344e-11,7.070212,RSU1,1.4586122,0.0037392275572749644,3.754474
CREG1,2.1712651,0.0,46.21178,RHEX,8.2810335,0.0,50.092617,S100A9,2.5516214,2.354673874674854e-21,9.861377,SGK1,2.809678,0.0,69.47181,RRM1,2.5324705,5.411335446556564e-283,36.10029,DIPK2A,4.4309316,0.0002272195942280084,4.499517,STX4,2.3128338,4.034136529461156e-23,10.149689,ACTB,0.7125495,6.0360316976131e-13,7.6198187,RCN1,3.6810186,0.0,106.37503,TRAK2,3.5949461,5.527882152594856e-22,9.825718,TC2N,8.18664,4.486487307399502e-39,13.260736,DNAJB9,1.9071579,0.01302980928079529,2.84781,ITPR1,2.9656496,3.2534734351457e-11,7.027334,ABCC4,2.9225557,0.0038300370274086917,3.7473629
SLC7A7,2.7012105,0.0,45.66087,CSF2RB,3.4103072,0.0,50.006714,ATP2A3,3.4054887,3.1417619722577797e-21,9.829103,SLC15A3,3.2370424,0.0,69.43942,USP1,2.3273597,8.91259836435662e-282,36.022293,TNFRSF21,3.6402516,0.0002765846288659243,4.4437323,CES1,1.6061147,1.7535691117681062e-22,10.001105,EEF2,0.6007923,7.133467761557109e-13,7.5963674,CNN3,4.27309,0.0,105.931305,TCP11L2,4.765018,1.3328224602279092e-21,9.734609,IL2RG,2.4761236,4.795933782108717e-38,13.078848,CLPTM1L,1.2452857,0.013728039998345048,2.8289635,SELL,3.9487576,3.25653086794463e-11,7.027084,LGALSL,4.8431735,0.004125716993793383,3.7217832
SAMHD1,2.5936465,0.0,45.569057,CTTNBP2,9.430832,0.0,49.98123,G0S2,4.444529,6.2598678758394615e-21,9.754448,MCOLN1,2.8185222,0.0,69.30123,MCM2,3.515428,9.048008413309262e-279,35.82902,CLK1,3.1441178,0.0003122542387860377,4.4087725,CFLAR,1.8159692,4.0161125098941215e-22,9.916183,ANXA5,0.7946881,7.179042002927222e-13,7.595041,ENAH,4.1270146,0.0,105.43235,PSMF1,1.8176072,6.924755653567564e-20,9.315717,FCMR,4.377324,1.0327088197321088e-37,13.019394,HID1,9.330641,0.01485521694156594,2.8007944,CORO1A,3.2075713,3.459563661138781e-11,7.0180416,PECAM1,3.2802944,0.005406410337131292,3.631342
OLR1,2.7614582,0.0,45.543736,ID2,3.0129106,0.0,49.829067,JAML,2.7522092,6.58227565087138e-21,9.748755,PPARG,3.4450295,0.0,69.211334,FANCI,3.8141184,1.9196748915157086e-276,35.67894,UGCG,1.9772278,0.0005033354792407213,4.2696877,SOD2,1.6899235,5.531881620241678e-22,9.882973,KIF1C,2.928451,7.674788045059144e-13,7.585389,TIMP3,4.265054,0.0,105.43039,UBE2H,2.1707604,1.701602362412316e-19,9.217752,ARRDC3,1.9192771,1.9501199935919128e-37,12.969752,PRDM1,2.4108799,0.01886066284906024,2.7162364,PDE4B,3.289133,5.118310943668114e-11,6.9595456,MLC1,3.9864523,0.006780763760750018,3.5534241
SQSTM1,2.1053677,0.0,45.260998,RGS2,4.822635,0.0,49.157593,ADGRE3,3.779902,2.1378168084483864e-20,9.620521,CREG1,2.6480305,0.0,69.10299,TOP2A,4.6599846,9.559261645253746e-276,35.633602,CYTH4,4.518745,0.0006331130924046327,4.2045946,ATP2B1,1.9613008,6.34115177412526e-22,9.868913,SELENOM,1.7886934,1.1435530163791907e-12,7.5294013,COL4A2,4.102929,0.0,105.26994,E2F2,5.6638985,6.077215615304612e-19,9.077255,NOP53,2.349414,6.962408564271381e-36,12.687913,SEL1L,1.5046874,0.021449007265965003,2.668346,RCSD1,4.2384877,9.345980146217348e-11,6.8690996,ELF1,1.9346589,0.007289818060479924,3.529429
GPX4,1.5647112,0.0,45.24513,NSMCE1,3.0909595,0.0,48.202938,PHACTR1,2.2054737,2.2825252735652818e-20,9.613411,IL1A,3.9334223,0.0,68.97576,PBK,5.4076934,1.6856075865855192e-274,35.55269,RAB11FIP1,2.693247,0.0009207888525287409,4.091954,ZFC3H1,2.132133,8.679378044578497e-22,9.83657,CORO1C,1.2601627,2.359557214559063e-12,7.42814,COL5A2,4.094496,0.0,105.17602,NFE2,4.199259,1.1757971513943071e-17,8.741424,LIMD2,3.7678454,1.3739997254329052e-35,12.633331,METTL7A,2.69621,0.021964847072996816,2.6599858,ZFP36,3.0451517,1.1765865116643912e-10,6.832437,SLC40A1,4.4529862,0.010459637321183764,3.4051309
NCF2,2.4460142,0.0,44.651077,NFE2L2,1.4743022,0.0,48.126553,IVNS1ABP,1.6438226,3.0328742213328536e-19,9.328865,CLEC4A,4.2924304,0.0,68.871376,NUCB2,1.3101985,2.0423914868205167e-274,35.546947,STK17B,2.0965955,0.0011249199362665418,4.031198,ICAM1,1.9209886,1.4518003722625902e-21,9.783674,ACTA2,1.5854369,4.169831290536044e-12,7.3474584,PARVA,3.9207163,0.0,104.97222,XPO7,3.418266,1.1907977095967064e-16,8.470918,BCL11B,9.400385,1.9572459626071906e-35,12.604906,PARM1,7.263847,0.0239000315344132,2.6288412,RUBCNL,7.930772,1.1866464194629198e-10,6.8311043,TRPC6,9.055257,0.010552001405299685,3.4008846
ADA2,3.3103151,0.0,44.522438,CD37,2.576586,0.0,48.031635,C3AR1,3.0860715,3.1475210809850544e-19,9.324764,LTA4H,3.2462327,0.0,68.723915,KPNA2,2.5300753,3.920650114964738e-272,35.398518,PNRC1,1.4620836,0.0011316673045425893,4.029003,SLC43A2,2.5820742,1.833945456823291e-21,9.759453,S100A16,1.6909264,6.903071745896263e-12,7.274765,EXT1,3.6957445,0.0,104.96893,SPTA1,5.3017244,3.359231276071833e-16,8.347093,CD96,6.697554,2.575466775768991e-35,12.582773,PLPP5,1.5427803,0.0278418158773974,2.5720434,HIST1H1C,1.9724691,2.2171465741227183e-10,6.7353196,CBFA2T3,4.281578,0.01061739131133405,3.3989577
FDX1,2.7279902,0.0,44.442184,TNFSF10,4.8994765,0.0,47.70974,PLEK,2.411866,3.640694837214509e-19,9.308158,LCP1,2.962989,0.0,68.7115,CDC20,5.5812883,9.013233359572536e-270,35.244354,CD37,1.9567564,0.001200870385021052,4.010069,MARCO,1.9458779,2.484028445855626e-21,9.727838,DYNLRB1,0.94419307,7.042699493401367e-12,7.2718315,MICAL2,3.8247902,0.0,104.92723,SESN3,4.4258604,6.1961588262330315e-16,8.272879,RASGRP2,4.9206314,4.427916034329079e-35,12.538792,COBLL1,3.3187306,0.03164914949376124,2.5233104,CELF2,2.0518136,2.939101335424425e-10,6.690962,MPIG6B,8.621975,0.01067652061593137,3.3967268
C1QA,3.5960765,0.0,44.058838,CYTIP,3.0403872,0.0,47.511055,APOBR,3.2634633,8.258057029994638e-19,9.21462,CD44,1.8486787,0.0,68.608765,HJURP,4.4721584,1.404801991126262e-265,34.968254,MEF2D,3.2116535,0.0012152372285537975,4.006486,KMO,2.7344694,2.956507396804098e-21,9.709436,VIM,0.7832909,7.525877633065843e-12,7.2608814,PLOD2,4.167407,0.0,104.38198,R3HDM4,2.4722703,9.570160569776392e-16,8.219845,CCL5,5.719248,6.712323064295924e-35,12.505142,TPD52,3.11133,0.032218759659269514,2.51629,SMAP2,3.0760057,4.248008014620738e-10,6.632908,KIF22,3.5026913,0.010804142452235816,3.3924677
LRPAP1,1.8223182,0.0,44.045315,ABCC4,4.409821,0.0,47.16767,FBXL5,2.4614978,9.204217831565444e-19,9.202192,EVI2B,2.943874,0.0,68.594826,CCNA2,4.5020795,3.0095915586902573e-263,34.814236,CIITA,3.6609695,0.0012708020692880366,3.9935942,MAPK13,3.249705,4.266989476733263e-21,9.671299,RHOA,0.88111556,1.1698683727213331e-11,7.1953425,FHL2,3.8675578,0.0,104.09644,FAXDC2,6.694036,2.784966353214835e-15,8.087598,LEF1,6.6959352,1.11486701511123e-34,12.464253,HBA2,0.82332206,0.041899004256887244,2.412898,CLEC2D,4.6781907,6.220141440609814e-10,6.572947,ESAM,7.7342668,0.011318931337118546,3.37675
ACP5,2.6485586,0.0,43.915855,EGR3,4.2947645,0.0,46.913326,PTPN6,2.315202,1.2894186939611701e-18,9.162972,ACP5,3.6364937,0.0,68.31504,HIST1H1C,1.9498663,5.1972032417187124e-260,34.59932,JUND,1.7450588,0.0014897286909243683,3.9480171,KIF1B,1.631445,2.49916701961742e-20,9.482339,REXO2,1.1503614,1.5194596424883617e-11,7.156765,MYO1B,4.1018662,0.0,104.090385,EIF1AY,2.9255252,6.902307711728504e-14,7.6778855,ITPKB,4.221017,1.6223965331578291e-34,12.4338045,GNG7,4.7727885,0.054759194857713085,2.303618,ARHGAP15,2.8983397,6.97331993997381e-10,6.554877,PDLIM1,3.323337,0.011875376045418662,3.3594856
CD83,2.3458724,0.0,43.751705,MAP3K8,2.569544,0.0,46.89507,SIGLEC6,2.8113842,3.882733013377007e-18,9.033969,CSF1,3.4968853,0.0,67.85071,MAD2L1,3.677964,2.6292198639830574e-258,34.4855,BRD2,1.3151786,0.002176832058958094,3.8222206,INF2,1.5905349,2.581688921337062e-20,9.478718,MXRA7,1.2647576,3.103470478105391e-11,7.0506277,CAV1,4.3421426,0.0,103.73922,PRDX2,1.8467828,7.654588586343328e-14,7.664346,SYTL1,5.047778,9.412725989314608e-34,12.290171,EVI2B,0.7662443,0.06820248794768431,2.2083282,TAGAP,3.4013681,9.196951853256511e-10,6.5105634,UNC13D,2.5642319,0.011923225483153442,3.358142
JAKMIP2,2.7560303,0.0,43.544254,PTGS1,4.306915,0.0,46.72757,NR4A3,2.9644713,5.766442796212534e-18,8.987512,ACSL1,3.2007415,0.0,67.47168,UHRF1,4.4199424,4.746541511742343e-255,34.266304,NFKBIZ,1.7987255,0.002207551744619027,3.8173285,CCL18,1.4102933,2.821775032759969e-20,9.469144,PARVA,1.3844402,5.578313427604947e-11,6.9594884,CD151,3.323985,0.0,103.731476,GLRX5,3.6572845,9.210055005676574e-14,7.639991,SLC38A1,2.974947,5.731752067488154e-33,12.141049,CRELD2,2.0460327,0.07093375455790164,2.1913123,DDX6,1.6071728,1.0528128528462444e-09,6.488701,VWF,7.5576663,0.011986848004714702,3.3563166
RBM47,2.6327667,0.0,43.4348,FAM102A,3.85478,0.0,46.719284,CCL4L2,3.672427,1.0677257231948837e-17,8.915285,MAN2B1,2.9227147,0.0,67.37905,ARHGAP11A,3.817915,2.922401235754972e-249,33.874767,PHACTR1,1.818075,0.002274569887376227,3.8062482,JAKMIP2,1.847105,3.3370276007551157e-20,9.450915,DYNC1LI2,2.385162,5.848479047386125e-10,6.596739,DDAH1,4.0825915,0.0,103.712906,MAP2K3,1.9012209,1.6212238488466241e-13,7.565029,FOSB,2.6254997,7.685252999047265e-33,12.116505,MANF,1.3450798,0.07362724963913767,2.1748812,PRDM2,3.499518,2.4806615167386727e-09,6.350046,CNST,2.973761,0.012257651663562394,3.346493
TYMP,2.512175,0.0,43.120667,CELF2,2.5292633,0.0,46.541737,TRGC2,4.055304,1.1025079109540912e-17,8.911463,PSAP,2.7055707,0.0,67.27665,KIFC1,4.6159053,1.3647103784452367e-246,33.69239,IRF2BP2,2.4803693,0.0024809216968680694,3.779354,PTPRE,1.8825175,8.725350180858091e-20,9.34664,CCDC80,1.2046307,1.3884516480209234e-09,6.455792,CLIC4,2.8781638,0.0,103.49352,FAM117A,3.8000581,1.710993133453202e-13,7.55775,TRAF3IP3,4.5579505,1.4060597675690013e-31,11.871525,CYTIP,1.0705287,0.08214390009924552,2.1265254,PILRB,3.0433328,2.52414159653677e-09,6.347079,LMO2,3.304045,0.01316559229727769,3.321205
RNF13,2.0963037,0.0,43.104797,S100A4,3.1097755,0.0,46.105785,FAM107B,2.0004392,1.1147325836973017e-17,8.910107,ASAH1,2.8457816,0.0,67.243904,CKS2,2.6189244,1.3500350678687977e-240,33.279613,BLNK,6.6422706,0.0026341692744858932,3.7609355,N4BP2L2,1.3696626,1.84737826387669e-19,9.264688,CRYAB,1.8359447,1.5619383943535431e-09,6.436646,GNG12,3.8097365,0.0,103.41015,UCP2,1.8431817,4.5115393680498315e-13,7.427636,CHD2,2.6171122,1.5234554747535867e-31,11.864697,BTG1,1.1508055,0.08265414295350136,2.1236129,MTSS1,5.2202406,4.5698747980283765e-09,6.2489524,TYMS,2.629789,0.016491133779119708,3.2381916
ASAH1,2.2159564,0.0,42.549564,REL,2.7745368,0.0,46.097355,EFHD2,1.8338872,1.4318612194241437e-17,8.8811035,APLP2,1.8811707,0.0,67.02743,HNRNPA2B1,1.0866338,3.401569429826088e-240,33.251568,FGD2,4.7498245,0.0027409154456431058,3.7486255,SLC26A11,2.2462938,2.0556994388779911e-19,9.253055,DAP,1.182336,2.2657518778578095e-09,6.376386,ACTA2,4.5452657,0.0,103.33968,PDZK1IP1,8.263472,3.2398740585781323e-12,7.1561165,DGKA,3.1832116,3.3209558199906356e-31,11.798437,BLNK,3.9383428,0.08338439214582273,2.119631,ADAM28,5.295292,4.7770688068985274e-09,6.2415447,CA2,3.7815404,0.016909837144235197,3.2280004
CTSL,2.2554185,0.0,42.430134,RGS1,5.434259,0.0,46.0607,CELF2,2.1239476,1.5616542136804574e-17,8.870124,B3GNT5,3.4295118,0.0,66.80915,NUF2,5.162216,5.339451710230112e-240,33.237724,TRAF4,3.4670606,0.0037114856642575978,3.6499214,GPCPD1,1.7007573,2.161586182229364e-19,9.247297,WWTR1,1.9376901,3.5863766185456415e-09,6.300071,ITGB5,3.7128625,0.0,103.31265,TSPAN5,3.9917676,1.860236277566178e-10,6.5651984,CDKN1B,3.306302,6.3467717342497225e-31,11.7429085,ITGB7,2.6972473,0.08629676702429469,2.1044896,ISG20,4.906843,6.091365740382018e-09,6.2004786,MFNG,2.8330107,0.02064160016749029,3.1508684
VAMP8,2.1727457,0.0,42.26052,NCOA4,1.9647775,0.0,45.9253,JUND,1.7234006,2.748133264683746e-17,8.803444,CD300LF,3.275038,0.0,66.78163,KIF22,3.6343503,5.433985602991241e-240,33.23691,CD4,2.1702013,0.003995066490482165,3.6259496,SNRNP70,2.6483397,2.3793165621018487e-19,9.236643,HDLBP,1.1458178,9.07412999284964e-09,6.143555,EFEMP1,4.3348465,0.0,103.17284,RNF11,0.79246753,1.2344382404290068e-09,6.2707562,FGD3,3.937814,9.602854968149971e-31,11.707378,C16orf54,2.506062,0.10324060321835568,2.023555,REL,2.06194,6.401145411568181e-09,6.1919146,ATP2A3,2.4565742,0.020775844109904837,3.1482573
PLPP3,1.8940606,0.0,42.10742,GRAP2,6.641137,0.0,45.62552,CCL3,3.0851972,5.351838796788804e-17,8.723302,NAMPT,3.0525644,0.0,66.53761,CDKN3,3.3036308,1.984043894606688e-237,33.058506,PDE4B,3.1453078,0.003995066490482165,3.6257644,MRC1,1.6418544,1.1164239070132734e-18,9.064845,MMP2,1.3360865,1.2085410456922456e-08,6.09494,PFN2,3.7722673,0.0,102.99584,RANBP10,3.5427082,1.188995976595791e-08,5.8987527,NKG7,5.7884455,3.883951046315734e-30,11.586312,KLF6,0.84519404,0.10705459032646505,2.0070233,RBM38,3.65579,6.5078240464975945e-09,6.1890283,LY6G6F,12.944276,0.021881595452847135,3.128483
CPVL,2.9078906,0.0,41.656372,NR4A3,3.5142603,0.0,45.545605,CD300LF,2.4424474,5.4402174288228126e-17,8.721067,LSP1,3.3679233,0.0,66.44056,SPC25,4.951234,1.5591845866145178e-236,32.99586,WDFY4,4.1582527,0.004759153662785755,3.5696757,STK10,2.0638351,1.120321072551886e-18,9.064411,ANTXR1,1.717007,1.7882859924528974e-08,6.0273747,COL12A1,4.622149,0.0,102.98413,FAM210B,2.0071325,1.6078828181622938e-08,5.8471994,CYFIP2,3.3040545,1.54367996731854e-29,11.46528,HSPA13,1.6626489,0.11614156295070703,1.9694182,LY9,6.577202,7.790158715882809e-09,6.1586466,HIST1H1C,1.9244288,0.022852732572909776,3.111688
