C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score
TOR2A,1.6560462,0.5269704970393895,1.6405331,ZSCAN32,0.74954057,1.0,0.113776706,AMBRA1,0.3134954,1.0,0.5963615,FYB1,0.09710989,1.0,1.2138423,E4F1,0.18718223,0.7221248345858083,1.446763,SLC20A1,0.59885633,0.48653831198018027,1.6691357,JAK3,0.22814478,1.0,1.1504444,SUSD3,1.4248272,0.6156939358706112,1.5271068,OTP,0.0,1.0,0.0
C15orf39,0.24861214,0.5270746960296439,1.6402968,CEP70,0.034826946,1.0,0.11319324,ARHGEF3,0.75687706,1.0,0.5953468,TSR3,0.14047925,1.0,1.2120045,UNC50,0.32399777,0.723590591401404,1.4455492,UBE2G1,0.7972935,0.4869825159689094,1.6685016,L1CAM,2.9955451,1.0,1.1501853,PLA2G4C,1.3346299,0.6165540257305202,1.5259842,PHGR1,0.0,1.0,0.0
PBRM1,0.43376514,0.5272832116020297,1.6398243,PPP4R3B,0.20099078,1.0,0.1129015,ZNF740,1.7875516,1.0,0.594622,CHM,0.6563192,1.0,1.2118207,PLPBP,0.19994654,0.7262903656969633,1.4432952,DHX15,0.562257,0.4869825159689094,1.6682903,METTL26,0.3617401,1.0,1.1501853,GLT1D1,6.6818447,0.6187828372586028,1.5234584,SHOX,0.0,1.0,0.0
GOLT1B,0.5396115,0.5281663714492442,1.6387609,ZC4H2,0.54073685,1.0,0.1120263,DDX52,0.41504756,1.0,0.594622,PUM1,0.285829,1.0,1.2112694,GALNT12,3.3492491,0.7281274297968645,1.4413879,LRRFIP2,0.5124955,0.4869825159689094,1.6682903,PRUNE1,1.1862085,1.0,1.1488899,ECHDC1,0.29058143,0.6196461490658381,1.5223358,SLC4A10,0.0,1.0,0.0
TMEM258,0.3086782,0.5281663714492442,1.6386427,ATP5F1B,0.3224099,1.0,0.1120263,IL10,0.5922859,1.0,0.5943321,DDO,0.45554253,1.0,1.2110857,CLN6,0.34676063,0.7286468509420265,1.4408678,MSX1,3.70896,0.4872736418685651,1.6678677,SLC30A2,2.0258,1.0,1.1488899,ARID3A,0.95096356,0.6242798196845101,1.5177052,HOXD12,0.0,1.0,0.0
PAXX,0.87225443,0.5281663714492442,1.6385245,ZNF641,0.43955654,1.0,0.111588694,RAB30,1.7432013,1.0,0.5936073,TRIP4,0.17760617,1.0,1.2109019,TRPM7,0.31444955,0.7322474557798976,1.4374,DNAJC12,3.214653,0.4874271753320137,1.667445,GLUD1,0.527534,1.0,1.1486309,NRP1,0.78863716,0.6242840191012164,1.5175649,SPEG,0.0,1.0,0.0
UQCRQ,0.43537688,0.5281663714492442,1.6384064,MPV17L,0.130499,1.0,0.11056762,SNRPE,0.30747584,1.0,0.59273756,ERLIN1,0.40930492,1.0,1.2101668,PARP3,0.568338,0.7322474557798976,1.4374,ICA1,1.1582543,0.48943760046109597,1.6653316,ITGB3BP,0.46310344,1.0,1.147465,UBAC1,0.42010313,0.6261940347131848,1.5151795,RPGRIP1,0.0,1.0,0.0
METRNL,0.18262911,0.5281663714492442,1.6382883,CDYL2,0.77318305,1.0,0.11056762,PELI1,0.32203534,1.0,0.59172285,TMUB2,0.11217685,1.0,1.2094316,COX6C,0.3100717,0.7330935908215973,1.4363596,SMAD6,6.537444,0.48959159692117504,1.6649089,SARS,0.6474975,1.0,1.14604,CCDC34,1.2380624,0.6267172965690156,1.5144778,FAM237A,0.0,1.0,0.0
IDH3G,0.28688735,0.5281663714492442,1.6381701,EDARADD,0.27785444,1.0,0.11027589,ZMYND10,2.890492,1.0,0.59172285,CHMP2B,0.14416844,1.0,1.2088803,NSUN2,0.14935857,0.7330935908215973,1.4363596,DOLK,0.61016107,0.48959159692117504,1.6649089,SH2D3C,1.2511399,1.0,1.1459105,DDX3Y,0.2454599,0.6267172965690156,1.5144778,SMOC1,0.0,1.0,0.0
CAAP1,0.43513584,0.5303041630164853,1.6359253,C15orf39,0.24847211,1.0,0.11013002,COPS9,0.39773843,1.0,0.591143,IGSF8,0.7998448,1.0,1.2086966,GET3,0.3384598,0.7333758099126323,1.4360129,RERE,0.44167808,0.4908389223157267,1.6630069,CDC14A,1.1467782,1.0,1.1455219,BBS5,1.6523653,0.6275799481504353,1.513636,SLC10A1,0.0,1.0,0.0
S100A4,0.25653192,0.5305138937447332,1.6354526,GLCCI1,0.1773553,1.0,0.10998415,ZFP1,1.3454683,1.0,0.5908531,SAFB,0.18949564,1.0,1.2077776,JHY,1.0076753,0.7356627962112519,1.4339322,UBE2D1,0.3930545,0.4908389223157267,1.6630069,SUPT5H,0.28987497,1.0,1.1452628,ELP5,0.42028928,0.6288049000781704,1.5119522,TM4SF20,0.0,1.0,0.0
BIRC3,0.114707686,0.5321422041698136,1.6336803,FBXO4,0.37302262,1.0,0.10969242,RCOR3,0.6869373,1.0,0.5894035,MAN1C1,0.7177301,1.0,1.2059399,LYRM2,0.9841175,0.7361859248550104,1.4334121,LARP4,0.4220331,0.4914248896913086,1.6621616,STAG2,0.35888177,1.0,1.1452628,GSK3A,0.33732593,0.6291623372161615,1.5112505,ACSL6,0.0,1.0,0.0
USP10,0.3476163,0.5322234304387535,1.6334441,PSENEN,0.18186723,1.0,0.10969242,TACR2,1.7955765,1.0,0.58824384,SNN,1.6142775,1.0,1.2046535,WDFY3,0.61977464,0.7377140533970137,1.432025,DDX56,0.8498099,0.4915022518884316,1.6619502,GNL3L,0.5575647,1.0,1.1452628,SGTA,0.38664323,0.6302040215895561,1.5101279,CPO,0.0,1.0,0.0
ANKRD2,3.1550965,0.5322234304387535,1.6333259,SPRYD3,0.33566314,1.0,0.10954655,SFSWAP,0.6961242,1.0,0.58824384,DUSP18,0.60673225,1.0,1.2046535,TMEM170B,1.8808134,0.7384789363469061,1.4313314,SGPL1,0.6927363,0.4916570729059822,1.6615275,JMY,1.2000586,1.0,1.1439674,PAPOLA,0.1455682,0.6305668854013993,1.509286,COL4A4,0.0,1.0,0.0
CDCA4,1.6097717,0.5325868837112611,1.6328533,MTMR1,0.56323755,1.0,0.10896308,GID8,0.27400532,1.0,0.5880989,CLCN4,0.9782026,1.0,1.2046535,LRRC58,0.63582766,0.7394589431202767,1.4297708,NUFIP1,1.1444072,0.49224387588882584,1.6606822,TRAPPC6A,0.54790235,1.0,1.1437083,STAT2,0.41187808,0.6312607664264038,1.5085844,TRPC5,0.0,1.0,0.0
MAGT1,0.3749457,0.5328213290178879,1.6324989,EPN2,0.806961,1.0,0.10837961,CYP7B1,1.2865788,1.0,0.587664,HOMEZ,0.7194937,1.0,1.2046535,DOCK4,0.033428498,0.7394589431202767,1.4297708,BTBD3,0.56616247,0.4934191391277125,1.6589915,CCL28,1.0651996,1.0,1.142672,MTMR9,0.8009357,0.6319598670790927,1.5077425,IRS1,0.0,1.0,0.0
ZNF362,0.2597121,0.5329028188195176,1.6321445,DGKE,0.44792148,1.0,0.10794201,OAZ2,0.4465491,1.0,0.58751905,ULK4,0.45434606,1.0,1.2039183,CHMP6,0.41274998,0.7403111628584091,1.4287305,ANKRD55,3.8873475,0.4934191391277125,1.6589915,ZMYM4,0.2951301,1.0,1.1424129,CRTAM,1.3443934,0.6319693215604532,1.5074619,CRYGD,0.0,1.0,0.0
BDH1,1.3586874,0.5333721102652729,1.6315536,PRPF38A,0.48076147,1.0,0.106920935,ZNF780B,1.2748752,1.0,0.58751905,TMEM170B,1.8620864,1.0,1.2035508,SMARCB1,0.20232944,0.7403111628584091,1.4287305,NCKAP5L,0.8795315,0.4943020372712285,1.6577234,MFSD4B,0.82021266,1.0,1.140988,CDIPT,0.35965067,0.6330143450331225,1.5063393,CRYGC,0.0,1.0,0.0
RSL1D1,0.2809449,0.5347821334803178,1.6293087,TBL1X,0.9286016,1.0,0.106483325,ZNF346,1.0767853,1.0,0.58722913,FAM8A1,0.22927819,1.0,1.2029995,CCDC9,0.37528032,0.7413191446473077,1.4278636,ACACA,0.8253513,0.4945966130801185,1.6573008,ABCC1,0.17912152,1.0,1.140988,SH3D21,1.3604418,0.6331918259807721,1.5060587,CRYGB,0.0,1.0,0.0
SREBF2,0.28432414,0.5356416573005908,1.6282454,ZFP14,1.1632013,1.0,0.106483325,PRAF2,0.16948643,1.0,0.5870842,SPIDR,0.28713587,1.0,1.2028158,SEPHS2,0.4042617,0.7418450628479062,1.4273434,RWDD4,0.6627658,0.49532512058056793,1.6564555,PRDM2,0.34947246,1.0,1.1400812,FLVCR1,0.67937905,0.6331966409648743,1.5059184,CRYGA,0.0,1.0,0.0
CEP95,0.45599538,0.5361366667275435,1.6276547,ZNF138,0.74502605,1.0,0.10444118,LYRM9,1.1183048,1.0,0.5870842,ZNF592,0.24192123,1.0,1.2024481,ADPRHL2,0.6478915,0.7419314321527949,1.4269966,TBL3,1.0465386,0.4967845547262777,1.6547648,TPP1,0.105027065,1.0,1.1391745,TTC9C,0.17898081,0.6335567058455757,1.5052167,C2orf80,0.0,1.0,0.0
AGA,0.5308579,0.537021566259791,1.6267095,KLF2,0.66596574,1.0,0.10444118,LYSMD3,0.3446761,1.0,0.5866493,UHMK1,0.110687494,1.0,1.2024481,TMEM144,1.1999843,0.7419314321527949,1.4269966,LRRC20,1.9996284,0.4967845547262777,1.6547648,CD47,0.17499974,1.0,1.1382676,DIAPH2,1.5216379,0.6354736969974875,1.5032523,INSM2,0.0,1.0,0.0
ARID1B,1.0962315,0.5374463614124986,1.6260005,UHMK1,0.5689143,1.0,0.102982506,SLC25A6,0.5100234,1.0,0.5862144,USP32,0.061971918,1.0,1.2018968,PDK4,0.8330466,0.7423894421516224,1.4261297,CRY2,1.0177382,0.4973760439802663,1.6539195,ZNF202,1.134802,1.0,1.1382676,ISOC1,0.4233963,0.6370478863854501,1.5015684,WDR38,0.0,1.0,0.0
YTHDF2,0.44641992,0.5376118525992364,1.6252916,PLEKHF2,0.15215687,1.0,0.10181557,SIGLEC15,1.5210688,1.0,0.5844749,HSDL2,0.05660775,1.0,1.2006104,TNPO3,0.5887749,0.7423894421516224,1.4259562,GNPDA2,1.0757215,0.4974543020546151,1.6537081,NOP56,0.47347546,1.0,1.13762,PSMA5,0.5480176,0.6374147246176927,1.5007265,SFTA3,0.0,1.0,0.0
DRG2,0.5869848,0.5376118525992364,1.6250553,GALNT7,0.3228583,1.0,0.10152383,EPGN,1.7609808,1.0,0.584185,ACSF2,0.62602973,1.0,1.1987727,AKR1C8P,2.9596987,0.7426743607873032,1.4256095,NCAPG,1.0709062,0.4976109148082356,1.6532854,MDM4,0.3013516,1.0,1.1371018,CRIPT,0.3720458,0.6374147246176927,1.5007265,NKX2-1,0.0,1.0,0.0
CHCHD1,0.32511395,0.5376118525992364,1.6250553,TNFRSF4,2.3948956,1.0,0.1012321,CD47,0.15817292,1.0,0.58404005,SF3B2,0.068029225,1.0,1.1987727,TMEM185A,0.57217,0.742761296535522,1.4252627,TYRO3,2.7210968,0.4976109148082356,1.6532854,NIPSNAP3B,0.66784346,1.0,1.1367131,DSC2,1.1644781,0.6379402924002552,1.5001652,NKX2-8,0.0,1.0,0.0
DACH1,0.36506948,0.5384984443380004,1.6241101,IQCH,1.4733652,1.0,0.1012321,PLXNA4,1.0192703,1.0,0.5836052,SYNRG,0.1864609,1.0,1.1987727,PON2,0.2954482,0.742761296535522,1.4252627,PPME1,0.63988006,0.4976892694671145,1.653074,TCP11L2,0.9549018,1.0,1.1360655,RCL1,0.55074364,0.6379453647660085,1.5000249,NR5A1,0.0,1.0,0.0
UFC1,0.29997584,0.5404053428859458,1.6221015,CTDSP2,0.43359202,1.0,0.10108623,ZNF839,0.6912457,1.0,0.58302534,TBCC,0.40519217,1.0,1.1985888,ATG4B,0.34868062,0.7428483782436691,1.4249159,TP53I11,0.9404949,0.49988732950445564,1.6505381,TNIK,0.15863217,1.0,1.1351587,SCAMP3,0.5491549,0.6388237044121734,1.4990426,UNC80,0.0,1.0,0.0
ALG5,0.52922964,0.5432574228621768,1.619384,ADORA3,0.4962393,1.0,0.10094036,CACNA2D2,1.075318,1.0,0.58201057,NRDC,0.21676145,1.0,1.1978538,IL1RAP,0.19314276,0.7445167249956094,1.4230087,CDC23,0.59498376,0.5028293973196585,1.6471567,ZNF844,0.6130486,1.0,1.1351587,TREML4,2.3806808,0.6390025507688808,1.498762,ADGRD2,0.0,1.0,0.0
SNRPD1,1.6772636,0.5447112906366129,1.6177299,PSMD5,1.5428879,1.0,0.10094036,ORMDL3,0.3250979,1.0,0.58201057,NCBP3,0.09911869,1.0,1.1971186,SERTAD1,0.3373631,0.7446042604249816,1.4226619,OPA1,0.45876944,0.5028293973196585,1.6471567,CLDN11,4.450566,1.0,1.1343814,CAMSAP2,0.46221894,0.6397029067737658,1.4980603,FAM71D,0.0,1.0,0.0
BLMH,0.49742055,0.5447112906366129,1.6173755,LMNTD2,1.4615598,1.0,0.10094036,TMEM161A,0.68201536,1.0,0.58172065,DEDD2,0.5242582,1.0,1.194362,SPAG1,2.0120518,0.7459456976415354,1.4212748,ULBP2,3.6571245,0.5043052902711451,1.645466,THNSL2,1.0113055,1.0,1.1333451,AVL9,0.21416472,0.6402298141613672,1.4974991,TTC6,0.0,1.0,0.0
KDM1A,0.33838773,0.5447112906366129,1.6173755,HIST1H2AK,1.4713984,1.0,0.10094036,DHX33,0.6335975,1.0,0.58099586,UAP1L1,0.28202024,1.0,1.1941782,DGKG,1.5244532,0.7462317521766471,1.420928,KIF5A,4.2967005,0.5046218215496808,1.6446207,TMEM245,0.31857255,1.0,1.1328269,UHRF1BP1L,0.20253131,0.6414536202919159,1.4963765,CCDC196,0.0,1.0,0.0
STAT5A,0.24056002,0.5458694207033828,1.6161939,NLRP12,1.9857641,1.0,0.10064863,ZNF638,0.4760754,1.0,0.58099586,USP34,0.049799003,1.0,1.1925242,OPTN,0.2599371,0.7471344701184325,1.4197142,PRR7,1.6204162,0.5046218215496808,1.6446207,MYSM1,0.56896234,1.0,1.1325679,JKAMP,1.1528667,0.64145874322587,1.4962362,LHX2,0.0,1.0,0.0
KLHL42,0.7224183,0.5463714262944436,1.6156032,TRIM46,1.4915855,1.0,0.10064863,RNF216,1.4387208,1.0,0.5801261,ACOT4,0.20561348,1.0,1.1888487,PCMTD1,0.320649,0.7471785408893894,1.4195409,POU2F2,3.288747,0.5052204073654075,1.6437752,SLFN12,1.7689993,1.0,1.1315316,DEPDC5,0.7546499,0.6428741392447362,1.4945524,CRB2,0.0,1.0,0.0
BUD31,0.2570596,0.5476639474988073,1.6143035,SSC5D,0.29554343,1.0,0.10064863,ATP1A4,1.0189314,1.0,0.57969123,WSB1,0.16891012,1.0,1.1886649,LDLRAD4,0.36110088,0.747994027920924,1.4186739,TTLL1,1.2576439,0.5052204073654075,1.6437752,DMXL1,0.22936815,1.0,1.1312724,UBE4A,0.20250843,0.6442761893008037,1.4932895,ACADL,0.0,1.0,0.0
ZFAND2A,0.28940508,0.5519286193355523,1.609932,SPAG17,1.2421303,1.0,0.10035689,TJAP1,0.5501035,1.0,0.5795463,TAF12,0.2707126,1.0,1.1884812,KLHL36,0.8078256,0.747994027920924,1.4186739,SLC35F6,0.44605404,0.5052997156058369,1.643564,GRWD1,0.89188945,1.0,1.1304952,MT-ND6,0.79606813,0.6469375283313467,1.4902024,DYTN,0.0,1.0,0.0
TIA1,0.2585295,0.5520369007434573,1.6096956,RAB39B,1.259702,1.0,0.09977342,COX7C,0.40260658,1.0,0.5783866,IFT88,0.68797123,1.0,1.1873785,MSRB2,0.3520288,0.7482807203561627,1.4183271,ARFRP1,1.6553574,0.5056786521435702,1.6429299,GCNT4,0.25630322,1.0,1.1281635,SP1,0.20745471,0.6472933240563833,1.4897815,MUSK,0.0,1.0,0.0
ANKH,0.92396957,0.5522778117036602,1.6093411,GOLGA6L6,2.7008293,1.0,0.09948169,UQCR11,0.1657377,1.0,0.5773719,DCTN1,0.23291458,1.0,1.1859083,DNAJA4,0.2702747,0.7490528420900022,1.4176335,JADE3,3.143155,0.5056786521435702,1.6429299,GAPT,0.5725322,1.0,1.1279044,APBB2,1.6072624,0.6474739189702051,1.4895009,SPHKAP,0.0,1.0,0.0
ERCC6L,3.5309424,0.5527841448123756,1.6087503,FITM1,3.456777,1.0,0.09948169,SMAD9,1.7994471,1.0,0.57548743,HDGF,0.23356129,1.0,1.1855408,MEF2A,1.0117487,0.7533204226171099,1.4141657,PCDHGA12,3.8424418,0.506278261142507,1.6420846,SLC2A10,0.16270372,1.0,1.1273862,MTCH2,0.57012224,0.6478352639305882,1.4889395,SVEP1,0.0,1.0,0.0
TBRG1,0.47838524,0.5548859946778634,1.6067418,INHA,0.6204655,1.0,0.09948169,CCDC90B,0.6024394,1.0,0.5749076,TRMT2A,0.7703414,1.0,1.1855408,CAMKMT,0.8348892,0.7536084276087072,1.413819,DGCR2,1.4727201,0.5065782741324847,1.6416619,CASP3,0.25230598,1.0,1.1273862,LSM14A,0.39487255,0.6490798086919923,1.4875363,OR13C2,0.0,1.0,0.0
PLPP5,0.32294726,0.5565203408084333,1.6040243,PLIN4,2.9851983,1.0,0.09948169,ECH1,0.0977105,1.0,0.5749076,TBC1D22B,0.14732578,1.0,1.1855408,SAFB,0.23421462,0.7543843225299041,1.4131254,DNALI1,2.175623,0.5075406547929449,1.6406052,TUBB2A,0.3419827,1.0,1.1260909,PARP8,0.892011,0.6506778058048412,1.4858525,OR13C9,0.0,1.0,0.0
KLHL20,0.7057576,0.5565203408084333,1.603788,KRTAP1-1,3.1465018,1.0,0.09948169,ADD3,0.22748283,1.0,0.5746177,TRAPPC11,0.13133278,1.0,1.1848056,CHI3L2,1.9464078,0.7551607629750048,1.4124318,EPHB2,4.036525,0.50806220863007,1.6399713,FBXW7,0.34683362,1.0,1.1254432,CHCHD2,0.25142726,0.6506778058048412,1.4858525,GPR33,0.0,1.0,0.0
C17orf107,0.50370467,0.556762911270226,1.6028428,CR2,2.9281633,1.0,0.09948169,ITPKB,0.24949212,1.0,0.5738929,CD276,0.26043728,1.0,1.1792923,COX7A2L,0.37422305,0.7552494459703418,1.412085,SNX9,0.843631,0.5097091706952941,1.6378578,TERF2,0.54087836,1.0,1.1250546,PRPF3,0.26648968,0.6513925251753326,1.4850106,AKAP6,0.0,1.0,0.0
EIF5A2,1.1473331,0.5580250724390984,1.6013069,ZNF425,3.5847654,1.0,0.09948169,VTA1,0.37505484,1.0,0.57374793,NSMCE2,0.27741235,1.0,1.1785573,ZSCAN31,1.0160965,0.7553382741577761,1.4117383,MTCH2,0.6745858,0.5100107078849648,1.6374352,C6orf62,0.33775866,1.0,1.1247954,PCSK7,0.30960542,0.6516016946389401,1.4841686,RTL4,0.0,1.0,0.0
EFHC2,0.52494824,0.5582441716681456,1.6008343,C9orf43,3.1869204,1.0,0.09948169,NCR3LG1,0.36919284,1.0,0.57302314,TMEM183A,0.15428483,1.0,1.1785573,CALHM2,0.4341956,0.7579603308568228,1.4093108,SRF,0.5829773,0.5105341527237651,1.6368011,SAFB,0.27785793,1.0,1.1245364,RNF40,0.1615629,0.6516016946389401,1.4840283,NPAS3,0.0,1.0,0.0
PPP1R26,0.6724885,0.5593511803806147,1.5992982,FCRL2,2.9315789,1.0,0.09948169,DDR1,1.3758092,1.0,0.5717185,RFFL,0.16989437,1.0,1.1781896,TRUB2,0.30230346,0.7603433173030816,1.4070568,TRPV4,1.0816145,0.5106141999777748,1.6365899,GALNT11,0.42526847,1.0,1.1242774,BATF3,1.8961926,0.6516016946389401,1.4840283,SCYGR8,0.0,1.0,0.0
SAMD14,0.45471132,0.5594610097499441,1.599062,TRPC3,2.646304,1.0,0.09948169,HOXB2,0.3170005,1.0,0.57157356,BIN3,0.9578904,1.0,1.1780059,TEC,0.38386953,0.7614587048617555,1.405843,AGK,0.39542255,0.5109161549150635,1.6361672,PGLS,0.33372605,1.0,1.1241478,MTHFS,0.58399266,0.6516073316522702,1.483888,SCYGR4,0.0,1.0,0.0
MAZ,0.37705168,0.559547028901643,1.5987076,ADAMTSL5,3.17826,1.0,0.09948169,LPIN1,0.3449149,1.0,0.57157356,DNAJC7,0.1354721,1.0,1.1761682,RBM25,0.15698302,0.7629771433346092,1.4046293,GPC1,1.7306043,0.5121068859360405,1.6348991,EPS8L1,1.3301505,1.0,1.1237592,MIA3,0.23001845,0.6532041011136062,1.4823445,OR13D1,0.0,1.0,0.0
ASB3,0.44338417,0.5603022188690405,1.5978805,CRISPLD2,3.9434245,1.0,0.09948169,MARVELD2,1.0948839,1.0,0.5711387,FKBP5,0.43894762,1.0,1.1748817,TIMM17A,0.3598615,0.7635136030669044,1.4041091,KIAA0355,2.1939073,0.5124094871495625,1.6344764,KLF9,0.7393167,1.0,1.1233705,DYNC1I2,0.20605971,0.6532154422323894,1.4820639,SOWAHA,0.0,1.0,0.0
NIPA1,0.6408713,0.5620593730493929,1.5955174,DND1,3.8589978,1.0,0.09948169,METAP1D,2.167418,1.0,0.57084876,MROH1,0.20601235,1.0,1.1732278,MAPKBP1,1.3592736,0.7640951351741367,1.4034156,CPT1A,0.6249902,0.5134790085962622,1.6332084,TWISTNB,0.4332826,1.0,1.1224637,TNFRSF14,0.55421954,0.6539380918729244,1.4810816,CCNI2,0.0,1.0,0.0
RHEBL1,2.1873748,0.5621697482992697,1.5952811,LIPT2,2.31922,1.0,0.09948169,ERO1B,1.9871527,1.0,0.57084876,NMRK1,0.13571692,1.0,1.1726764,MAN2A2,0.20685588,0.7646321335304318,1.4028955,WDR34,0.25232458,0.5134790085962622,1.6329972,TP53BP2,0.23456702,1.0,1.1222047,PLAAT4,0.68331,0.6544732723247371,1.4805204,SYNDIG1L,0.0,1.0,0.0
FKBP3,0.32618853,0.5623906161599401,1.5949267,CCDC157,4.287737,1.0,0.09948169,AKAP7,0.6257593,1.0,0.57055885,TRAP1,0.358408,1.0,1.1726764,TXLNA,0.3288259,0.765148083679934,1.4023752,TXNL4A,0.33649814,0.5134790085962622,1.6327858,MICOS13,0.7174014,1.0,1.1216865,SUPT4H1,0.26729107,0.6544966345008519,1.479959,C2orf83,0.0,1.0,0.0
NT5C,0.5333346,0.5623906161599401,1.5948086,IL24,2.5625136,1.0,0.09948169,PRDM11,1.0766766,1.0,0.5702689,CDC42BPA,0.35454303,1.0,1.1719413,MED8,0.2721172,0.765148083679934,1.4020284,BMP1,0.758651,0.5134790085962622,1.6327858,ATG4D,1.5709088,1.0,1.1216865,H6PD,1.0542209,0.6544966345008519,1.479959,VRTN,0.0,1.0,0.0
NUDT2,0.39240396,0.562587983377206,1.5943359,KAZALD1,3.6863363,1.0,0.09948169,SAMD13,1.5836405,1.0,0.569979,PSMD3,0.11428424,1.0,1.1715738,RPRD1B,1.1263391,0.765148083679934,1.4018551,ELOA,1.0323813,0.5138011586477186,1.6321517,APRT,0.5239862,1.0,1.1202615,GSTCD,0.91191345,0.6555679617471667,1.4788365,C2CD6,0.0,1.0,0.0
TASOR,0.36426586,0.562587983377206,1.5943359,ZNF239,2.4536388,1.0,0.09948169,NDUFA2,0.18576087,1.0,0.56983405,DIS3L2,0.0640897,1.0,1.1708386,TMEM150B,1.3294436,0.765148083679934,1.4016817,TNFRSF10C,3.6697063,0.5138011586477186,1.6319405,TBC1D14,0.59951544,1.0,1.120132,STEAP4,4.508924,0.655750590364106,1.4785559,VSX2,0.0,1.0,0.0
CHCHD7,0.43425453,0.562587983377206,1.5942178,TIGD4,3.5684865,1.0,0.09948169,LRRC63,2.071532,1.0,0.5696891,ZC3H7B,0.22446464,1.0,1.1704711,LCP1,0.29835445,0.765148083679934,1.4016817,UBE4A,0.44651785,0.5138817767510638,1.6317291,TARBP1,0.21848916,1.0,1.1198729,HNRNPH2,0.22544995,0.6557625434633452,1.4782752,ACTL7A,0.0,1.0,0.0
PNRC2,0.48108914,0.5626749879539612,1.5938634,ZNF385C,2.5851166,1.0,0.09948169,ZSWIM7,0.41470838,1.0,0.56954414,FUT4,0.82242614,1.0,1.169736,YIPF1,0.5325706,0.7656856113156587,1.4011616,TRPM4,1.1327692,0.5141852675345169,1.6313064,TIMM13,0.36087978,1.0,1.1198729,CHML,1.0825832,0.6580864687865093,1.4758898,IL5,0.0,1.0,0.0
RNF169,0.15286809,0.5627856500908596,1.593627,AC010325.1,4.84554,1.0,0.09948169,HOXA1,3.1676266,1.0,0.56910926,EIF4E3,0.09285481,1.0,1.169736,ANKRD11,0.3575366,0.7657758825484479,1.4008148,GTF3C6,0.3707219,0.5147119071300551,1.6306725,TLDC2,1.08568,1.0,1.1193548,VNN1,2.578161,0.6580985810971092,1.4756092,KIAA2012,0.0,1.0,0.0
THAP12,0.49065647,0.5637022556300157,1.5926818,UBQLNL,0.5140731,1.0,0.09918995,FBXO28,0.46769163,1.0,0.56910926,CTNNAL1,0.02847667,1.0,1.169736,AKIRIN1,0.21633916,0.7687144955205678,1.3980405,MN1,3.2121725,0.5154622024134635,1.629827,SCNM1,0.379738,1.0,1.1189662,DSN1,0.4883602,0.6581046875248294,1.4754688,FRRS1L,0.0,1.0,0.0
PXMP4,1.148232,0.5637660124566511,1.5923274,MOBP,1.043993,1.0,0.09918995,NIPSNAP3A,0.1829925,1.0,0.56838447,SLC16A5,0.44713438,1.0,1.169736,FCF1,0.25246632,0.7692338381650906,1.397347,DOCK7,1.0176402,0.5160707129388911,1.6289817,C5orf51,0.3005654,1.0,1.1179298,MCCC1,0.23366863,0.6595348557218975,1.4740657,AMER3,0.0,1.0,0.0
SHPK,0.60949624,0.5642332892177234,1.5913821,GABRR2,1.6608491,1.0,0.09918995,SLCO4A1,1.6818436,1.0,0.5682395,LRRC6,1.8057824,1.0,1.1686333,HSPA1B,0.30290473,0.7692338381650906,1.3968269,GPN1,0.4564767,0.5162326112331646,1.628559,TCAIM,0.38672298,1.0,1.1170231,HSPA9,0.15716624,0.6607834712377169,1.4729431,TSSK1B,0.0,1.0,0.0
RPIA,0.65100664,0.5642332892177234,1.5913821,IL20,1.6312877,1.0,0.09918995,TYW1,1.7331164,1.0,0.5682395,WDFY3,0.58418393,1.0,1.1684495,TCTN1,0.30510947,0.7692338381650906,1.3968269,C2CD2,3.5965297,0.5162326112331646,1.628559,TSC22D3,0.3115206,1.0,1.1170231,LYRM2,0.51266503,0.6616842000225603,1.4719608,EPB41L4B,0.0,1.0,0.0
ATG12,0.4125033,0.5642332892177234,1.5913821,RASL11B,1.1780627,1.0,0.09918995,ST13,0.65232515,1.0,0.56707984,SUMF1,0.7240249,1.0,1.1682658,CYP20A1,0.7769745,0.7692793659632059,1.3966534,DLG5,0.7753729,0.5163946383649018,1.6281364,OGFOD3,0.4790276,1.0,1.1168935,USP8,0.30090517,0.6622299549863947,1.4712592,PTPN3,0.0,1.0,0.0
LRMP,0.3122403,0.5644320510811106,1.5907913,PLEKHA5,0.5258139,1.0,0.09918995,DUS3L,0.4616471,1.0,0.5669349,MED15,0.09566391,1.0,1.1677145,SERPINH1,0.29106805,0.770313099984293,1.3957865,NAT14,1.5536313,0.5163946383649018,1.6281364,LTBP4,1.2309947,1.0,1.1166345,SMPD4,0.8001494,0.6647482153290115,1.4687334,ACOT1,0.0,1.0,0.0
