C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score
CTSC,3.3596601,0.0,45.5523,CYP27A1,2.651579,7.463081111206538e-205,30.746496,IL1A,4.2005286,0.0,67.68946,SLC18A2,6.781244,0.0,57.48364,GLUL,2.94954,1.962030861198319e-127,24.277807,NFKBIZ,2.7123566,3.260804146223495e-279,35.88229,GLUL,2.5264156,1.7669230947474447e-39,13.548283,FNDC3B,1.087959,9.883590688296654e-32,11.98157,HMGB2,2.994167,7.68220267619103e-170,27.997517,CAT,2.2247298,5.228166391747963e-38,13.138191,PRR11,4.0060134,0.0,39.148834,COL6A3,2.9181726,0.0,55.178364,DSTN,2.8406572,0.0,52.600723,ACTB,1.2601829,0.0,51.76201,GALNT1,2.022822,0.0,44.88277,DMTN,6.2939725,1.1580857288771517e-59,16.513374,ARHGDIB,2.3030732,1.0981319579228807e-66,17.451824,IGLC1,8.321772,5.238911891999282e-07,5.375494,PRKCB,2.928477,7.982769950704653e-19,9.2974,MAPRE2,2.8375578,0.00010934690298502251,4.8050127,CCND1,3.951745,1.2171075489360178e-24,10.726955
CXCL3,3.982264,0.0,45.540936,NCF2,2.4007974,3.428657539987723e-203,30.62092,OLR1,3.8619146,0.0,67.56547,NR4A1,4.6874547,0.0,57.182793,LCP1,2.6529865,4.276266017018479e-127,24.243176,IL1RN,3.9812553,7.439402752407344e-278,35.794235,TRIB1,3.789647,3.075950315948331e-39,13.502678,SQSTM1,1.444185,1.0325481862024347e-31,11.977841,TCF19,3.174991,7.17668872744389e-163,27.416447,LCP1,1.5282577,9.820045265926644e-35,12.541487,KIF11,4.1227202,0.0,38.82796,LUM,2.9629486,0.0,55.06508,THY1,3.0964346,0.0,52.551147,MAGED1,2.323889,0.0,51.463192,BDNF,2.657001,0.0,44.863106,TMCC2,9.168567,9.88218261189002e-58,16.238375,MLLT6,2.8757946,1.7912768033849285e-66,17.423336,OTUD1,2.836487,5.386785287153848e-07,5.3699985,CIITA,4.6146894,2.063182520519456e-18,9.189157,SPN,2.4740417,0.0001299191844324066,4.758835,PTMS,1.9831004,1.2415003724173166e-24,10.724307
EPHX1,2.982554,0.0,45.515926,TDRD3,2.5096326,3.7536335227631624e-200,30.38898,GPNMB,4.298884,0.0,67.53865,IL1RL1,6.223198,0.0,57.091244,RASSF5,2.9736104,7.202260828875536e-122,23.74121,SERPINA1,2.8798468,1.063848082595361e-273,35.525295,BIRC3,4.4829373,1.1722076858398356e-37,13.222027,EMILIN2,1.7809925,3.111375799352461e-29,11.48057,PCLAF,3.4449508,6.772818888437647e-159,27.078579,RASGRP2,4.440203,3.8155885231327746e-34,12.430593,LMNB2,2.80497,0.0,38.56042,FKBP10,2.6554422,0.0,55.01573,COL1A2,3.7992818,0.0,52.45219,ITGA5,1.9627777,0.0,51.378586,THBS1,3.1266541,0.0,44.79874,OSBP2,7.2045493,5.5717962975180904e-55,15.8365555,AKNA,4.1692867,2.2766324528662952e-66,17.409409,HSH2D,3.7375405,5.517399573154889e-07,5.3653355,YPEL5,1.9081016,2.7169331445120122e-18,9.157648,FLI1,2.9322872,0.0001834385617063461,4.6658206,TPM4,1.5698565,5.715477616856548e-23,10.3406315
GRN,2.9797904,0.0,45.3937,PLA2G7,2.6517906,1.4610956148029456e-197,30.191414,S100A9,4.0388074,0.0,67.44127,DUSP4,7.0595884,0.0,56.919888,ALOX5AP,2.907979,9.169706951511085e-122,23.729834,CHI3L1,3.7814395,2.600595033121617e-270,35.30436,MCL1,2.2426765,1.3475263292020288e-37,13.210798,PLK3,2.0402787,3.4231353479953066e-29,11.472131,CKAP2L,3.0732474,8.189337534765542e-157,26.898129,CORO1A,2.8166199,4.792505153963821e-34,12.411603,KPNA2,3.1171968,0.0,38.518616,FBN1,2.6801953,0.0,54.905346,PEA15,2.251979,0.0,52.44097,MICAL2,2.344073,0.0,50.892437,LMO7,2.354697,0.0,44.730698,CA1,6.124668,5.991134742356507e-54,15.6828575,LTB,6.3089776,1.8638427588662225e-63,17.013384,PDK1,2.939299,1.023121338264247e-06,5.2447357,RASGRP2,5.5392327,3.6581020003028875e-18,9.12276,GATA2,2.8123236,0.00020866536802134793,4.624751,GNG12,1.9267758,7.194999988543063e-22,10.083649
CXCL16,3.4086635,0.0,44.829018,PLPP3,1.8687164,9.084482751686822e-196,30.052755,COLEC12,3.8461294,0.0,67.112785,CREM,3.9694822,0.0,56.578835,SEMA7A,2.8137846,9.347114106042116e-116,23.134806,SRGN,1.4146676,4.204580138162372e-270,35.289963,PLAUR,2.208599,8.116899062455149e-37,13.072023,SPI1,1.4515451,3.709700735919481e-29,11.464814,LMNB2,2.320983,2.7319829505527905e-156,26.851933,TSC22D3,2.8937092,3.097087778137734e-33,12.257606,H2AFZ,2.4954898,0.0,38.446156,COL6A1,2.9088697,0.0,54.456577,NNMT,2.4927325,0.0,52.34234,NEK7,2.5461812,0.0,50.75616,NT5E,2.2577698,0.0,44.71093,ANK1,5.4511905,5.986996694319908e-53,15.533053,JUND,1.9851098,1.90012609013482e-63,17.012163,GLCCI1,3.7406647,1.0146332612602526e-05,4.7709303,LIMD2,4.5319257,6.358629779946461e-18,9.058528,RAB8A,2.2225273,0.00021243128258632396,4.619136,POLR2L,2.5532236,7.195121112793945e-22,10.08305
NPC2,2.4610102,0.0,44.61733,PSAP,2.123412,5.090002662525379e-190,29.607903,ACP5,3.7571342,0.0,66.79208,SEMA7A,3.5249965,0.0,56.489223,PLPP1,4.670093,4.08776643671519e-115,23.069988,FCER1G,2.6058943,3.5390104286743524e-267,35.0972,LCP1,2.233064,8.152015049469535e-37,13.070981,SOD2,1.7584851,6.182928877183868e-29,11.419253,CDK4,1.6078851,6.175508383712232e-150,26.297483,RNASE2,5.502114,3.800169956257287e-33,12.24056,ACTB,1.1870209,0.0,38.441517,CDH11,2.6637268,0.0,53.990875,TAGLN,3.6414094,0.0,52.249012,SDC2,2.1394074,0.0,50.343517,GAS6,2.7806697,0.0,44.610477,SELENBP1,6.498711,1.0349633520044153e-51,15.345231,FYB1,3.4030857,2.6439393708200236e-63,16.992432,SSR4,2.3168554,1.8274400805120607e-05,4.6408052,BANK1,6.678083,8.462740179362525e-18,9.02473,KIF2A,3.3946097,0.00022060876769630883,4.608881,PPDPF,2.0052495,1.867882114816184e-21,9.981389
SAMHD1,3.1629508,0.0,44.475346,B2M,1.751846,1.0445603539904462e-187,29.42616,HCK,3.4831803,0.0,66.61325,ARHGEF6,4.7470627,0.0,55.314785,BTG2,2.715439,3.715690411430177e-114,22.972229,CCL3,3.7347155,2.9090560839596002e-251,34.03504,NAMPT,2.856735,2.6874458599567264e-36,12.97643,EID3,3.510129,3.077574256403125e-28,11.275477,CDK1,3.125873,1.0711050817460967e-147,26.100342,VAMP8,1.631395,1.145202119152151e-31,11.955454,PRC1,4.1099515,0.0,38.23571,PXDN,2.8088536,0.0,53.51664,EDIL3,2.530645,0.0,52.181953,TGFBI,3.0395432,0.0,50.323586,DKK1,2.6640036,0.0,44.2358,HBM,7.5343485,1.5061972189139162e-46,14.537065,IL7R,4.5400453,4.7144699556336775e-55,15.82087,PIM2,3.1907752,1.9836001071120106e-05,4.6224504,NIBAN3,8.694957,9.54775817468911e-18,9.010349,PBX1,4.1024923,0.00022060876769630883,4.608146,CLIC4,1.5528768,3.007944414769585e-21,9.931248
SLC7A7,3.0910962,0.0,43.916706,SPI1,2.2783597,7.772682818311924e-185,29.199333,SLC7A7,3.4183166,0.0,66.444046,JUNB,2.7088149,0.0,55.22442,STK17B,2.5925784,1.898164008944495e-111,22.698656,CD55,2.3276956,3.06316826127516e-250,33.965168,PIM1,2.8365638,4.601075802621753e-35,12.742433,INHBA,1.4138834,6.9064074997435725e-28,11.202228,NCAPG,3.3613925,1.567230177307218e-147,26.085154,RACK1,1.1922034,2.036128525296962e-31,11.906177,CCNB1,4.756681,0.0,38.009804,EDIL3,2.6219056,0.0,53.47611,VCAN,2.6268365,0.0,52.113136,EFEMP1,2.4275215,0.0,50.236076,FSCN1,2.4276907,0.0,44.22377,MBNL3,4.9397016,3.17623435336959e-45,14.322063,EIF1,1.0481511,7.156394801850206e-55,15.793969,IGHM,4.673821,2.419219504462775e-05,4.578643,PAX5,9.203037,3.2090369385021315e-17,8.868432,ARHGDIB,2.0424876,0.000274326409251408,4.5450587,ACTB,1.0770624,4.7787626264835254e-21,9.8839
OLR1,3.4045367,0.0,43.792126,CTSZ,1.3036919,2.9481624086109778e-183,29.073961,PPT1,3.1174479,0.0,66.43526,CD9,3.1953688,0.0,55.17531,FXYD5,1.3668112,2.0362118444537e-110,22.592121,GRN,2.3541052,3.692928622291524e-250,33.958992,CYBB,2.733976,2.747331721932986e-34,12.597195,MAP7D1,1.0161214,3.6022887721112236e-27,11.050932,CENPH,2.8491564,1.3238753227176183e-146,26.002728,PLD4,7.326496,1.1486675231511431e-30,11.757435,NCAPG,4.0968094,0.0,37.914387,EFEMP1,2.9044042,0.0,53.38147,NDST1,2.0386972,0.0,51.970284,KDELR2,2.0912304,0.0,49.9567,ALCAM,2.1925888,0.0,44.16218,ADIPOR1,2.2812874,1.7354268242328964e-42,13.867896,CYTIP,2.5055113,7.266027433039557e-51,15.191102,FBXW7,2.2468536,2.8815857879731802e-05,4.538747,MDM4,3.535474,4.1794982596388646e-17,8.835274,NFE2,4.350016,0.0004109192617997969,4.429824,RHOC,2.192675,6.505635307995913e-21,9.849744
CD52,3.2725813,0.0,43.787136,CD74,2.7211218,8.707744383209236e-181,28.876444,MAN2B1,3.106958,0.0,66.4082,CST7,4.6006618,0.0,54.65688,AKAP12,4.277661,4.042081098812253e-110,22.560858,CCL4,3.520376,6.247006212600851e-249,33.87501,METRNL,2.4248433,1.5877425368454243e-33,12.450635,ANKRD10,2.2737923,1.3124721665290322e-26,10.931637,E2F1,3.7367163,1.1284721426635867e-144,25.830847,IRF8,3.5151072,1.804297034902898e-30,11.718246,CDKN3,3.841795,0.0,37.80146,TIMP3,2.9703944,0.0,53.314575,MFGE8,2.3145053,0.0,51.921326,COL6A1,2.5964549,0.0,49.910923,ABI3BP,2.433323,0.0,43.760895,PITHD1,3.2937815,6.91958511603936e-42,13.765708,RIPOR2,5.710066,1.4644530723954137e-50,15.144317,HIST1H2BG,4.394237,3.363806279627141e-05,4.5036263,UCP2,2.8616302,2.8940306496929435e-16,8.602109,SEPTIN5,4.2087355,0.00048248066663255285,4.3833675,CYB5R3,1.3057247,7.329004621105729e-20,9.585959
CD4,3.014796,0.0,43.74233,ZFYVE16,2.229819,2.89195820787092e-176,28.512001,CXCL8,4.9029274,0.0,66.3912,ITGA2B,5.945443,0.0,54.425102,ARHGDIB,2.5819676,5.43003625408155e-110,22.546864,TPP1,2.3421192,3.871786288351894e-244,33.546055,SGK1,2.159519,8.742818387358583e-33,12.306892,MCL1,1.2863148,1.990298676495566e-26,10.892825,MBOAT2,1.613257,7.314554692530949e-142,25.576996,LMNB1,2.752665,2.5992548299003947e-30,11.686129,CDC20,4.992446,1.0140157197588071e-303,37.41691,DSTN,2.9419684,0.0,53.27113,ITGB5,2.3152807,0.0,51.917515,IGFBP4,2.3732889,0.0,49.852722,ENAH,2.4349613,0.0,43.58725,BSG,1.8415837,2.602708611370013e-38,13.14317,ITGAL,3.2619917,3.75927346008928e-50,15.08118,EAF2,3.6575568,5.253242596137228e-05,4.400587,IKZF3,5.2649097,3.012467136349499e-16,8.597271,H3F3A,1.7850573,0.0005630112517863955,4.3378997,ENAH,1.9463041,4.579639443576377e-18,9.1160345
CTSD,3.2974844,0.0,43.376118,SQSTM1,1.8464255,2.991453541996079e-174,28.345186,MCOLN1,2.923954,0.0,66.38388,PTGS2,5.6277323,0.0,54.333305,TMEM154,3.8670087,1.9640226909109764e-108,22.384766,PHACTR1,2.461311,2.6086048883495334e-240,33.28185,SPI1,2.2575736,1.8674785672907506e-32,12.242691,MAP2K3,1.9692922,4.0114778809698796e-26,10.826986,TACC3,2.5896814,8.68456946361664e-140,25.38926,UBA52,0.81367046,2.9293664207135056e-30,11.675479,NUSAP1,3.5143697,5.362598150023339e-301,37.248344,CALD1,3.1904411,0.0,53.102997,LTBP2,2.9005365,0.0,51.884495,MCAM,2.242059,0.0,49.7841,PEA15,2.1224494,0.0,43.460766,RIOK3,2.6928456,1.1702354904943962e-37,13.026176,SPOCK2,9.048831,1.7868432930887248e-49,14.975894,ZBP1,5.0703125,7.539399521610216e-05,4.3153934,CXCR5,6.655351,5.464219617430355e-16,8.521766,HIPK2,1.8944647,0.0006362182786851146,4.3029523,RHOA,1.192029,6.304274865659703e-17,8.807831
PPARG,3.1239011,0.0,43.309868,CD37,2.0291045,1.1200461632926315e-173,28.297434,ACE,3.573685,0.0,66.12704,HPGDS,6.3006806,0.0,53.189987,CXCR4,3.5793164,1.555380715919316e-105,22.084312,PLEK,2.6293395,2.860790839220095e-240,33.278473,ADAM8,5.8846116,7.916348600210618e-32,12.120449,RUNX1,1.8362714,4.735390953264263e-25,10.59279,FOXM1,2.339647,2.2766251106416797e-139,25.350206,HNRNPA2B1,1.146791,3.2454736204379575e-30,11.666519,MZT1,2.204959,9.299027124244932e-286,36.294086,RCN1,2.4849207,0.0,53.086567,PGRMC2,2.1198914,0.0,51.63002,LGALS1,1.7917464,0.0,49.614254,CALD1,2.9479134,0.0,43.294678,MXI1,3.9221973,1.2279656102902666e-37,13.0223875,CD3D,9.334951,1.4709326182130886e-48,14.832628,TNFRSF13B,8.996957,8.528081221438446e-05,4.286358,TCL1A,9.562408,1.6892432717432566e-15,8.380739,MAX,2.3234353,0.0009499605957117422,4.1853347,UBA52,1.1401883,7.677206559677103e-17,8.783268
PLD3,2.4091442,0.0,43.27285,ADTRP,2.7604527,1.0874209066508885e-172,28.215933,TCN2,3.63875,0.0,65.96998,FOSL2,2.6163495,0.0,52.070652,CELF2,2.469083,3.14334700339178e-100,21.521782,CCL4L2,3.912641,1.1454324302638862e-237,33.09748,ARL4C,4.2388577,8.491750152307114e-32,12.112971,MICAL1,1.8588523,1.6016985713272038e-24,10.4751835,UHRF1,3.5893345,8.930656982717567e-138,25.20417,HMGB2,2.6579604,1.6149305589315247e-28,11.322412,DEK,1.925176,6.835075339327416e-284,36.17488,ITGAV,2.2006073,0.0,52.74973,LAMC1,2.5527425,0.0,51.56858,THY1,2.8387861,0.0,49.593975,CCN1,2.44228,0.0,43.112988,FOXO3,3.6042075,1.6525640115091956e-35,12.634022,ARL4C,3.786691,4.983233724298967e-47,14.590873,FCRL5,7.030044,0.00016539067024936668,4.1246147,RIPOR2,5.47479,2.4300482049172505e-15,8.334931,DNM3,7.4715834,0.0009603491932096902,4.1824446,CORO1C,1.6369758,9.60413950446607e-17,8.756557
LYZ,4.5266323,0.0,43.102215,GM2A,2.2950447,1.5358303796052092e-172,28.202585,B2M,2.5955484,0.0,65.81299,NSMCE1,3.4347804,0.0,51.756252,ENPP3,4.586709,5.262094564010504e-99,21.38991,JUNB,1.9543242,4.795514383151809e-236,32.982826,LCP2,2.2207236,1.833205427965228e-29,11.644294,LMNA,0.79862106,7.872398185753363e-24,10.318791,RRM1,2.4230773,5.170521795646357e-134,24.856983,HIST1H1B,2.7191262,2.0625062848772448e-28,11.300412,KNSTRN,3.3581448,4.624984469715999e-282,36.05759,ITGB5,2.384704,0.0,52.634743,PLOD2,2.4387739,0.0,51.502827,ADAM12,2.5511916,0.0,49.52893,MAGED1,2.3077147,0.0,43.013485,RNF10,3.216155,2.5722700517709933e-35,12.598383,CLK1,2.9663813,3.009662133453043e-44,14.140296,CD38,3.52744,0.00023455470583534145,4.0359125,ZFP36L2,2.2553904,8.938568617281102e-15,8.166351,MAST4,3.7773895,0.0013291638575945554,4.084854,DYNLRB1,1.2442403,2.3443920509095923e-16,8.648916
CTSH,3.371671,0.0,42.73871,IFI30,2.741692,3.6651340897113238e-171,28.088387,SLC15A3,3.2583208,0.0,65.145386,STK17B,3.0517466,0.0,51.059963,B2M,1.9904238,1.2878616418693743e-98,21.347303,NINJ1,2.3859777,5.4211852026994424e-233,32.76753,ADGRG3,5.4438114,9.363430737702943e-29,11.495944,TTLL3,3.37832,9.227234231118192e-24,10.303171,FEN1,3.1268158,1.5249967151172874e-132,24.720156,HSH2D,4.1409783,6.923643215022862e-28,11.190975,NDC80,4.355398,1.0509051931994151e-277,35.77786,MRC2,2.424613,0.0,52.43986,PXDC1,2.2420766,0.0,51.47302,BAG2,2.1669967,0.0,49.378597,FAM171B,2.2072825,0.0,42.957405,YOD1,5.4494624,8.095394869553378e-35,12.505293,SELL,4.2376165,3.21312031685491e-44,14.135583,IKZF3,3.1211076,0.00033344270119247153,3.946801,FOSB,3.1513445,3.525731235876467e-14,7.984774,ACTB,0.72917217,0.0014304062441287113,4.0571322,PFN2,1.7783527,2.862939286630972e-16,8.6241
CD68,3.4970906,0.0,42.447983,RNF13,2.0266306,4.2117879723106855e-171,28.082916,PIK3AP1,3.3303943,0.0,65.10888,C5orf22,4.1378155,0.0,50.831882,LCP2,2.4770138,1.5157986141583624e-98,21.338886,CD44,1.4869916,4.266631974924124e-232,32.704033,RASSF5,2.494488,9.923343730956244e-29,11.490284,LUC7L2,1.8013122,1.2440654396895945e-23,10.273677,TFDP1,2.1036878,1.2927909615703838e-130,24.539661,ELANE,6.1799316,2.7844634512957848e-27,11.0634775,DEPDC1,4.697583,3.958950450058918e-276,35.675705,CCDC80,2.8830242,0.0,51.92808,MEST,3.0316231,0.0,51.407043,CSRP1,1.8326194,0.0,49.246674,KRTAP1-5,3.2310736,0.0,42.734005,KAT2B,3.732315,8.608895943840907e-30,11.528495,LSP1,2.4583242,4.442036763761858e-44,14.112384,H1FX,1.3840282,0.0003457301968268501,3.9371765,CD83,2.0432408,4.8161950155691515e-14,7.943156,SOS1,3.126324,0.0015991717236535316,4.0243526,CDK2AP1,1.5965402,1.3506259361450608e-15,8.429187
MRC1,3.2678916,0.0,42.21891,VAT1,1.5712086,2.0863790660358808e-169,27.941734,NPC2,2.5252192,0.0,64.65453,GCSAML,5.8508806,0.0,50.62795,SLC18A2,3.8665824,7.24383381418309e-98,21.26483,MNDA,3.0379307,8.019112918392039e-231,32.61377,CD83,2.1742823,4.662429806620949e-28,11.346607,EHBP1L1,1.2439713,2.5737902475961574e-23,10.200907,FANCI,3.2259793,1.1289727987746442e-128,24.356108,CBFA2T3,4.4555492,4.519916254869449e-27,11.018715,ZWINT,3.1217856,4.4007614174925337e-274,35.542866,HSPG2,2.3719475,0.0,51.671116,FSTL1,3.2831328,0.0,51.393303,CLMP,2.115604,0.0,49.24044,CRIM1,2.2659936,0.0,42.722984,BLVRB,3.7920434,8.608895943840907e-30,11.52849,CD5,8.451209,7.148999990112431e-44,14.078249,CD27,5.439109,0.0006130426031588084,3.7871873,CD22,4.261364,7.653743553104894e-14,7.8810444,MPL,8.34022,0.0019357653004844072,3.9648783,CAPNS1,1.1269817,1.5299290577860494e-15,8.41259
RBM47,2.997204,0.0,42.215977,NPC2,1.581936,4.579100821729602e-168,27.828245,SPI1,3.3508532,0.0,64.63465,PRG2,5.3410177,0.0,50.241024,EGR3,3.808007,2.3813798826198746e-97,21.207369,GRINA,1.6296684,1.3707985160758632e-228,32.45487,PGD,2.1244562,6.707545975608954e-28,11.31301,PILRB,2.354434,5.190722151220229e-23,10.130455,KIF11,2.9665365,5.022301686273665e-127,24.199032,ITGA4,2.9497583,1.6374148123991868e-26,10.89899,ARL6IP1,2.1868486,8.884933033871106e-270,35.26245,DCN,2.7087889,0.0,51.450176,CEMIP,3.0420158,0.0,51.298378,FSTL1,3.218203,0.0,49.075314,FGF5,2.4408906,0.0,42.692776,WNK1,3.0278816,1.505001190227278e-29,11.47956,CCDC88C,5.0030823,1.5397598022601653e-43,14.022894,TMEM156,5.5805635,0.0011588054495567555,3.611901,IRF8,3.518213,1.4989178804814557e-13,7.791946,MTSS1,4.9534655,0.0020635514571317264,3.943038,SPARC,2.1860867,1.1275554207266584e-14,8.160059
SPI1,3.0002127,0.0,42.107594,CCL18,2.5803535,5.906010707506957e-164,27.47931,SERPINA1,3.5912004,0.0,64.54914,ARHGDIB,2.968559,0.0,50.09736,BTK,3.4219964,9.033841484886643e-97,21.143791,B2M,1.8198553,2.0601199006547694e-225,32.226933,LSP1,2.7143843,8.179511425023665e-28,11.2936,MIDN,1.8004354,9.567817819972911e-21,9.591605,NCL,1.661917,2.830357366455511e-126,24.126598,PNRC1,1.0529051,5.0037861644269906e-26,10.79524,PBK,4.6027102,1.4701380225065636e-262,34.787643,FSTL1,3.3300703,0.0,51.310284,CDH13,2.3696618,0.0,51.10921,CCN2,2.9658399,0.0,48.96655,MYL9,3.0397165,0.0,42.661465,HMBS,3.6677423,4.040970943222929e-29,11.392168,LCK,10.034456,1.472603870471264e-42,13.859054,SERP1,1.1559205,0.0016777144490956457,3.5066385,IKZF1,2.8955815,1.838534608553328e-13,7.7645245,MEF2C,5.4366803,0.0020935656366631527,3.9379044,S100A11,0.9959773,1.3222246671929232e-14,8.139232
THBD,3.4676583,0.0,41.820766,FDX1,2.5380821,1.0386866910343712e-162,27.37304,ATP6V1B2,2.8159206,0.0,64.36983,RGS10,3.3231213,0.0,50.027073,RAPGEF2,3.013733,2.290437523721455e-95,20.988464,AQP9,2.898441,4.514153273308127e-224,32.13062,TRGC2,4.2220674,1.0134965625183498e-25,10.832952,CD163,2.4436853,4.29489695559345e-20,9.430641,WDR76,3.3907175,5.7477707298523464e-126,24.096777,IKZF1,1.9903173,2.8224026257510333e-25,10.631122,NEK2,5.3552866,2.3449624423149644e-260,34.641037,IGFBP6,2.5059183,0.0,51.21196,MYL9,3.1539624,0.0,51.09499,CRIM1,2.187761,0.0,48.788578,MOK,2.2292304,0.0,42.6108,PIM1,2.2611096,5.632887514961125e-28,11.156986,SUN2,2.1436486,4.464116337101787e-42,13.7776575,TNFRSF17,9.429457,0.0019833894009109103,3.4569879,CLK1,3.141422,2.2328071588454066e-13,7.7376695,LMNB1,2.9491093,0.002198391852911235,3.9227695,NIBAN2,2.0941317,3.7875107481234854e-14,7.999998
B2M,2.3105783,0.0,41.64874,FGR,2.0926476,2.8731731579339325e-158,26.993793,MCEMP1,3.8079154,0.0,64.335846,CTTNBP2,7.094942,0.0,49.91415,GPR34,3.9608126,1.353626196376271e-94,20.90312,PTPRE,2.6377723,8.193767144639395e-223,32.03943,JUND,1.8187528,1.421667768595328e-25,10.800376,AHNAK,0.8419031,7.063138865412472e-20,9.376799,DHFR,2.437114,4.510169635302124e-125,24.010794,BCL11A,4.4358454,3.086848971255696e-25,10.62263,NDE1,2.118344,1.7571237437441437e-257,34.44898,PODNL1,2.898004,0.0,51.107452,ANXA2,2.1945088,0.0,51.08827,TGFB1I1,2.0689769,0.0,48.745373,EDIL3,2.3212905,0.0,42.57707,SPTB,4.6307855,6.840900254595986e-27,10.927865,CLEC2D,5.1936865,1.1975219696494403e-41,13.704997,DNAJB9,1.9734492,0.0029838334645135712,3.3355997,BCL11A,5.1484833,1.4846061330184704e-12,7.4763093,PSTPIP2,2.7500277,0.002220976911364472,3.9196386,C12orf75,1.727913,1.0068415342069641e-13,7.8678393
IFI27,5.038393,0.0,41.636787,CTSD,2.173419,1.8493889832055527e-154,26.664759,ITGB2,3.4454083,0.0,64.318375,FAM102A,4.1233563,0.0,49.551968,NFATC3,2.9056387,8.927468298666039e-94,20.81148,IER3,2.3959525,1.6672286049786212e-221,31.944887,CXCL8,2.7347083,2.4144122628293283e-25,10.74893,OS9,1.0310376,9.431078716439312e-20,9.345227,TK1,2.6116335,1.3455881182887211e-124,23.964823,RCSD1,3.4145918,1.0555520671275694e-23,10.278947,MAD2L1,3.6938536,1.0100491683473133e-255,34.33067,ITGBL1,2.4383118,0.0,50.86552,NEK7,2.6853063,0.0,51.016644,LRRC15,2.591393,0.0,48.452644,UGDH,1.9860067,0.0,42.50755,CCNDBP1,2.8252013,1.8271894695787786e-26,10.836798,ARHGAP15,2.9962676,6.631379433697968e-41,13.577589,HID1,9.4922495,0.004904078010796245,3.1823692,FGD2,4.9990125,2.5234942054032583e-12,7.4011793,PTGS1,2.971255,0.0026729738588560747,3.8628132,KIF1C,3.2850246,1.5221821722482083e-13,7.811932
RASSF4,3.4103975,0.0,41.607883,PNRC1,1.4679524,2.881097530292918e-154,26.647837,ADAMTSL4,3.298252,0.0,64.170586,ID2,3.1733108,0.0,49.429268,ARHGEF6,3.2530603,7.29674313724535e-91,20.482138,LAPTM5,2.3509886,2.8485776807092746e-220,31.855553,APOBR,3.243847,5.434399391049319e-25,10.671584,MYO9B,1.7367735,1.4648192168347757e-19,9.297137,CKAP2,2.2030015,3.968582875128e-124,23.91925,EEF1B2,1.6465354,3.5065438859417366e-23,10.160014,MELK,3.2701828,3.50965013555825e-251,34.02441,MXRA7,2.296685,0.0,50.767902,MXRA7,2.267176,0.0,50.873127,FN1,4.0494037,0.0,48.443417,HAS2,2.63235,0.0,42.429035,GYPC,3.374925,3.3909066398452245e-25,10.560974,TRBC1,9.940386,9.136214698171196e-41,13.553356,FOSB,1.5981793,0.004976455560743774,3.177855,P2RX5,7.0587277,4.8068999991609e-12,7.309187,SLC44A1,2.6348143,0.0029261239821400603,3.8343437,MT2A,2.2639918,2.8323666641869783e-13,7.726269
LRPAP1,2.236852,0.0,41.40249,MARCO,2.6661751,2.388519481924239e-152,26.479319,LRPAP1,2.4901779,0.0,64.143776,BACE2,3.881161,0.0,48.906628,PALM2-AKAP2,1.7815881,1.0053049972040623e-90,20.465895,C5AR1,2.5768158,6.061241151861785e-218,31.686115,TMEM154,3.7498243,6.316654585099982e-25,10.656994,UBXN11,2.6474671,2.864544807186207e-19,9.223332,HJURP,3.1812441,3.795894290551513e-121,23.62967,KLF6,1.3452171,4.4132069563854113e-23,10.137126,CKS2,3.0546355,2.8015466489958116e-247,33.75895,SEMA3C,2.37362,0.0,50.73463,DDAH1,2.5830257,0.0,50.82752,CNN3,2.4018981,0.0,48.400307,C12orf75,2.3174334,0.0,42.36392,YBX3,1.6101317,5.1396033988979884e-24,10.296567,CD3G,11.475865,2.0473940528688288e-40,13.493472,IGHG3,8.647396,0.005118937390300516,3.1689072,CYTIP,2.500293,6.054110094215521e-12,7.275087,MEIS1,4.7257633,0.0030334087676386905,3.822023,ACTA2,1.922262,4.312390016271431e-13,7.6686177
