C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score
C1orf56,-0.3050733,1.0,0.22959033,TANK,0.41993192,1.0,-0.1580324,KRT80,-14.851379,1.0,-0.01179461,ARHGEF16,-19.708757,1.0,-0.16090459,FOXO6,-0.990536,1.0,-0.1136448,FER1L6,0.7832046,1.0,0.076658376,HOXA13,-17.471342,1.0,-0.011805742,ALDH1A3,-2.9662457,1.0,-0.07515361,TMEM187,-22.184086,1.0,-0.07412416,SMCR8,1.2432411,1.0,-0.39365783,ERAS,-17.104935,1.0,-0.0014253071
TRIM45,0.27449927,1.0,0.22953428,ZFHX2,0.684118,1.0,-0.15804172,RHO,-16.66177,1.0,-0.01179461,GPR1,-20.182005,1.0,-0.16090459,PCGF6,0.65816194,1.0,-0.11381868,SMIM38,-0.46791625,1.0,0.07661169,PRLH,-16.816177,1.0,-0.011805742,GIPR,-0.5373293,1.0,-0.07602352,RAI14,-23.143433,1.0,-0.07412416,DHRS13,-1.2609049,1.0,-0.3943372,LYZL4,-16.045006,1.0,-0.0014253071
CLLU1OS,1.0061479,1.0,0.22900964,RND3,0.40291613,1.0,-0.15804172,AKR1B10,-14.263928,1.0,-0.01179461,SCUBE3,-20.40603,1.0,-0.16090459,SSBP1,0.63945836,1.0,-0.11402417,MIEF2,-0.38214082,1.0,0.07497776,OTOP1,-18.166641,1.0,-0.011805742,C11orf91,-1.5229429,1.0,-0.07627679,SCX,-22.948685,1.0,-0.07412416,KIF14,-0.5297142,1.0,-0.39451918,OPRK1,-17.104935,1.0,-0.0014253071
NEIL1,0.45955282,1.0,0.22871421,SH2D4B,0.5954384,1.0,-0.15839525,HECW1,-14.320294,1.0,-0.01179461,P3H2,-19.606102,1.0,-0.16090459,S100A1,-3.3927374,1.0,-0.114134826,WFDC3,0.16763164,1.0,0.07478325,PCDHB9,-17.100016,1.0,-0.011805742,ACTR1B,-0.0022620321,1.0,-0.076474994,MOCOS,-23.135138,1.0,-0.07412416,PNPLA1,0.63859785,1.0,-0.394592,TEX46,-15.450653,1.0,-0.0014253071
ZNF563,-0.44014487,1.0,0.22863781,EPB41L5,-0.5426076,1.0,-0.15846968,OR10A7,-18.41567,1.0,-0.01179461,IRS1,-19.915329,1.0,-0.16090459,CDK3,0.6438008,1.0,-0.11449048,ACOD1,0.23656908,1.0,0.074643195,PCDHB10,-17.045023,1.0,-0.011805742,CLGN,0.4687011,1.0,-0.07660713,HOOK2,-22.577349,1.0,-0.07412416,ATPAF2,-1.6444973,1.0,-0.3948589,FGF4,-16.717133,1.0,-0.0014253071
BOP1,-0.5633215,1.0,0.2284952,TYSND1,1.3160768,1.0,-0.15867436,ANKS4B,-15.251762,1.0,-0.01179461,TC2N,-21.782885,1.0,-0.16090459,BZW2,0.4050067,1.0,-0.11524922,ZNF530,-0.41469264,1.0,0.07456539,DNAH11,-16.937551,1.0,-0.011805742,PUDP,-0.6265025,1.0,-0.07670623,CEACAM5,-23.526812,1.0,-0.07412416,HPF1,-2.0132885,1.0,-0.39515007,TMEM74,-16.045006,1.0,-0.0014253071
GEMIN2,-0.19091043,1.0,0.22795527,OLIG1,-1.2263402,1.0,-0.15887904,ELFN2,-14.667579,1.0,-0.01179461,PLA2R1,-19.427818,1.0,-0.16090459,HSPG2,-0.36878157,1.0,-0.115502134,FN1,-1.0733495,1.0,0.07412579,RAMACL,-16.677778,1.0,-0.011805742,SH2D4B,-0.4366117,1.0,-0.077130176,VNN3,-23.17143,1.0,-0.07467323,CLDN15,0.42200992,1.0,-0.39527136,TOX3,-16.045006,1.0,-0.0014253071
SAMD13,-0.68591964,1.0,0.22729819,RUSC1,1.1787349,1.0,-0.15949309,ZAP70,-17.860716,1.0,-0.01179461,SLC51A,-20.206957,1.0,-0.16090459,ATL1,0.90097386,1.0,-0.11556536,KIAA1191,-0.56168664,1.0,0.073981844,DMRTA1,-17.925135,1.0,-0.011805742,ZNF180,0.26401743,1.0,-0.077311866,ZNF579,-22.27578,1.0,-0.07467323,CDC45,-23.283106,1.0,-0.3955504,OR6C74,-17.737297,1.0,-0.0014253071
AC092835.1,0.36656275,1.0,0.22684994,UGGT2,0.94388187,1.0,-0.15988384,PLLP,-15.329825,1.0,-0.01179461,HOXC8,-20.113337,1.0,-0.16090459,AC093323.1,0.36343607,1.0,-0.11573924,TBX21,4.627403,1.0,0.07377177,CPLX1,-18.331865,1.0,-0.011805742,C3orf18,0.57682943,1.0,-0.07768075,ARIH2OS,-22.323273,1.0,-0.07467323,LRRN4,-23.621637,1.0,-0.3955504,LSMEM2,-15.685663,1.0,-0.0014253071
ZER1,-0.56906164,1.0,0.22601458,ZNF69,0.37346423,1.0,-0.16051649,TMPRSS6,-14.875785,1.0,-0.01179461,CSF3,-20.454243,1.0,-0.16090459,CCL26,-20.79849,1.0,-0.116434745,TKTL2,5.050668,1.0,0.07377177,PLCD4,-17.422138,1.0,-0.011805742,TECR,0.073420204,1.0,-0.07769176,EHD2,-23.120716,1.0,-0.07467323,NEK2,-23.736538,1.0,-0.3955504,RIMS2,-16.180761,1.0,-0.0014253071
LSM5,-0.74500835,1.0,0.22587706,CENPO,1.060893,1.0,-0.16057232,H1FOO,-16.328468,1.0,-0.01179461,AIMP2,0.49592525,1.0,-0.16223949,GSDMC,-20.353376,1.0,-0.116434745,RFX4,3.7253182,1.0,0.07377177,SLC29A4,-17.245956,1.0,-0.011805742,OASL,0.003602025,1.0,-0.07786244,BCL7A,-22.703787,1.0,-0.07467323,CLGN,-23.13038,1.0,-0.3955504,ITIH6,-16.045006,1.0,-0.0014253071
CLEC4G,1.0103568,1.0,0.22587706,SELENOO,1.1509928,1.0,-0.16067466,TEX33,-16.616106,1.0,-0.01179461,NPM2,-0.7708675,1.0,-0.1624442,PRDM5,-20.262207,1.0,-0.116434745,CCL14,4.4580984,1.0,0.07377177,LY6G6E,-17.860367,1.0,-0.011805742,DEF8,-0.43592113,1.0,-0.07815425,ARAP3,-22.646069,1.0,-0.07467323,CXCR2,0.6168664,1.0,-0.39624193,LAIR2,-16.291586,1.0,-0.0014253071
HPF1,-0.3097288,1.0,0.22583123,ZNF343,0.7546498,1.0,-0.16098167,SLC13A4,-17.818512,1.0,-0.01179461,TADA1,0.7331133,1.0,-0.16271289,KRTAP1-5,-21.176174,1.0,-0.116434745,INSL4,3.1397161,1.0,0.07375621,SDK1,-16.471577,1.0,-0.011805742,ZNF480,0.23826468,1.0,-0.07891404,KBTBD3,-22.677006,1.0,-0.07467323,ZNF799,0.56614786,1.0,-0.39624193,MT4,-17.626427,1.0,-0.0014253071
PASK,-0.29584658,1.0,0.22490928,GPR143,-21.504122,1.0,-0.16121426,DCD,-16.81651,1.0,-0.01179461,KCNK7,-0.7957601,1.0,-0.1629432,GSDMA,-20.315506,1.0,-0.116434745,SMIM33,3.09133,1.0,0.07375621,STX19,-17.609877,1.0,-0.011805742,NACAD,-19.990154,1.0,-0.08009227,FAM209B,-22.52229,1.0,-0.07467323,SPC25,-1.3456162,1.0,-0.39696985,PIWIL3,-15.373267,1.0,-0.0014253071
AOC2,-0.0995429,1.0,0.22460365,GIPR,-21.73322,1.0,-0.16121426,SCYGR4,-15.882724,1.0,-0.01179461,SMPDL3B,-0.35782915,1.0,-0.1629432,CRB1,-20.792671,1.0,-0.116434745,UBL4B,1.3067054,1.0,0.073748425,COL6A5,-16.800852,1.0,-0.011805742,TMEM240,-19.374693,1.0,-0.08009227,PPME1,0.15638186,1.0,-0.07472814,CRCP,1.1001868,1.0,-0.39715183,GRHL2,-15.180691,1.0,-0.0014253071
ALDH18A1,-0.86162114,1.0,0.2244814,HGF,-21.887442,1.0,-0.16121426,CDH8,-16.54948,1.0,-0.01179461,KIAA1549L,-1.1980832,1.0,-0.16295172,CBARP,-20.683851,1.0,-0.116434745,NWD1,1.419363,1.0,0.073748425,ATP6V1G2,-18.17458,1.0,-0.011805742,CHAC1,-19.089441,1.0,-0.08009227,CXorf65,-22.874516,1.0,-0.0752223,PPP1R26,0.7459889,1.0,-0.39778268,SCRT1,-16.51203,1.0,-0.0014253071
FAM104A,0.4205177,1.0,0.22406882,CHRNA6,-21.703276,1.0,-0.16121426,TRIM64B,-17.386778,1.0,-0.01179461,PRR16,-1.3895864,1.0,-0.16296025,NRAP,-20.210588,1.0,-0.116434745,CD300LG,0.8344885,1.0,0.073748425,NAT16,-18.471556,1.0,-0.011805742,SRCIN1,-18.837837,1.0,-0.08009227,RECQL4,-22.803848,1.0,-0.0752223,SPATC1L,-0.22927769,1.0,-0.39803746,IQCF2,-17.104935,1.0,-0.0014253071
DNAH12,1.5311472,1.0,0.2229686,SPRY4,-21.631897,1.0,-0.16121426,NUTM1,-17.432882,1.0,-0.01179461,TTLL13P,-1.7851387,1.0,-0.16297731,FBLN5,-20.933416,1.0,-0.116434745,FBP2,2.6787803,1.0,0.073748425,TMEM212,-17.890743,1.0,-0.011805742,AC119396.1,-19.94872,1.0,-0.08009227,MGAM,-23.273546,1.0,-0.0752223,SPHK2,-22.941566,1.0,-0.39808598,MT1H,-17.05767,1.0,-0.0014253071
TRIM68,-0.21729076,1.0,0.222882,ARSK,-20.624113,1.0,-0.16121426,HOXC11,-15.68907,1.0,-0.01179461,TFAP2A,-2.310235,1.0,-0.16298585,DDIT4L,-20.735462,1.0,-0.116434745,HMX2,2.0567813,1.0,0.073748425,MUC12,-16.643757,1.0,-0.011805742,DND1,-18.967113,1.0,-0.08009227,KLF12,-23.382414,1.0,-0.0752223,IQSEC3,-22.746513,1.0,-0.39808598,SLC12A3,-15.180691,1.0,-0.0014253071
PARP16,-0.41285795,1.0,0.2228158,SMIM6,-21.319714,1.0,-0.16121426,EXPH5,-16.915117,1.0,-0.01179461,MAGI1,-2.1880744,1.0,-0.16299437,PTPN21,-20.090889,1.0,-0.116434745,SH3TC2,1.304565,1.0,0.073748425,LGI2,-15.50774,1.0,-0.011805742,DDX11,-18.93984,1.0,-0.08009227,SLC35G1,-22.461836,1.0,-0.0752223,TMEM74B,-22.988865,1.0,-0.39808598,KRTAP5-8,-16.045006,1.0,-0.0014253071
FIZ1,-0.23956409,1.0,0.2223217,SHE,-21.464252,1.0,-0.16121426,DPP10,-16.062065,1.0,-0.01179461,DENND2C,0.47404692,1.0,-0.16299437,WFDC10B,-20.030901,1.0,-0.116434745,POC5,-0.9967247,1.0,0.0736395,EPO,-17.097986,1.0,-0.011805742,TACR1,-19.889421,1.0,-0.08009227,THEM6,-22.030684,1.0,-0.0752223,AMMECR1,-22.55645,1.0,-0.39808598,ALLC,-15.533922,1.0,-0.0014253071
IL37,1.5193545,1.0,0.22228096,LRRC3,0.53251046,1.0,-0.16174458,GOLGA8O,-17.666306,1.0,-0.01179461,RTKN2,-4.5613303,1.0,-0.16311379,C1orf53,-1.0067695,1.0,-0.11682202,PXN,-0.37882698,1.0,0.072950915,EFCC1,-16.951336,1.0,-0.011805742,KCNS1,-18.600107,1.0,-0.08009227,ZNF563,-22.725409,1.0,-0.0752223,TIE1,-23.348938,1.0,-0.39808598,GPR62,-17.104935,1.0,-0.0014253071
RGMB,-0.23185106,1.0,0.22217909,MED27,0.6545366,1.0,-0.16176319,SLC17A2,-18.005255,1.0,-0.01179461,ZNF449,0.54832727,1.0,-0.16359572,PEX12,0.13314734,1.0,-0.11695638,TMEM171,-0.06945203,1.0,0.07282253,ZNF37A,-16.3782,1.0,-0.011805742,SOX18,-19.341719,1.0,-0.08009227,SLC30A4,-23.147156,1.0,-0.0752223,ZNF185,0.55862653,1.0,-0.39841354,CLCA1,-15.844355,1.0,-0.0014253071
ZNF415,0.9790421,1.0,0.22216891,ZNF232,0.65950334,1.0,-0.16177249,CCDC201,-17.775429,1.0,-0.01179461,PYCR3,-0.3379067,1.0,-0.16373646,CLCN2,-0.91629696,1.0,-0.1169959,PTH2R,1.1616477,1.0,0.07274473,SLCO2A1,-17.368097,1.0,-0.011805742,CLDN10,-19.36248,1.0,-0.08009227,SRSF12,-22.941742,1.0,-0.0752223,ZNF133,-0.06817512,1.0,-0.39864406,SLC6A20,-15.180691,1.0,-0.0014253071
DNAJC12,-0.33610827,1.0,0.22214852,GPA33,-0.47803563,1.0,-0.16191204,COL4A3,-16.521696,1.0,-0.01179461,QSER1,0.4759191,1.0,-0.16377911,ADCY6,-0.8797404,1.0,-0.11715397,MYH3,-0.26961493,1.0,0.07267471,SERPINI2,-17.352663,1.0,-0.011805742,PITX2,-19.048365,1.0,-0.08009227,FRS3,-22.555372,1.0,-0.0752223,HSPG2,-2.5155106,1.0,-0.39893523,TMIE,-14.534676,1.0,-0.0014253071
RGS4,-0.45367002,1.0,0.22211796,SRP54,0.6430813,1.0,-0.1620609,HS3ST4,-17.564342,1.0,-0.01179461,TMPRSS13,0.092350855,1.0,-0.16404353,FAM135A,0.65018696,1.0,-0.11731204,FLACC1,-0.05476483,1.0,0.07216507,NAT2,-15.549479,1.0,-0.011805742,HTR1F,-19.26651,1.0,-0.08009227,DTX1,-23.047695,1.0,-0.0752223,COMTD1,0.8973034,1.0,-0.3996146,OR9K2,-16.045006,1.0,-0.0014253071
CD1D,-0.18087867,1.0,0.22163916,FRAT1,-1.2080587,1.0,-0.16207951,C16orf92,-16.737762,1.0,-0.01179461,WDR82,0.39815944,1.0,-0.1641075,MICU3,-0.47669715,1.0,-0.11755705,UBFD1,-0.9653594,1.0,0.072118394,DGKB,-18.091555,1.0,-0.011805742,KDM4D,-19.774542,1.0,-0.08009227,LRRC27,-22.233002,1.0,-0.0752223,BBS12,-23.151066,1.0,-0.40062156,DEFB131B,-15.351436,1.0,-0.0014253071
AKAP3,-0.23246111,1.0,0.2216086,IRF6,-1.2485722,1.0,-0.16211672,KRT77,-17.704317,1.0,-0.01179461,LDHC,-0.20001204,1.0,-0.16427383,ZNF483,-0.44342422,1.0,-0.11757286,VWF,-0.60687995,1.0,0.07202502,FSTL5,-16.785772,1.0,-0.011805742,B4GALNT1,-19.114054,1.0,-0.08009227,PEX11G,-22.763836,1.0,-0.0752223,ZNF433,-23.247099,1.0,-0.40062156,PTH1R,-14.621169,1.0,-0.0014253071
GCNA,0.4311451,1.0,0.21970868,PHLDB3,-1.3101127,1.0,-0.16220976,SLC2A12,-16.815138,1.0,-0.01179461,LHFPL6,0.28654832,1.0,-0.1643506,NKX3-1,-1.086565,1.0,-0.11773092,PDE9A,-0.272275,1.0,0.07170991,PCDHA2,-16.762577,1.0,-0.011805742,MYZAP,-18.939943,1.0,-0.08009227,NOP56,-0.016490385,1.0,-0.07577136,CDCA8,-23.108194,1.0,-0.40062156,GPR20,-15.702629,1.0,-0.0014253071
COQ3,-0.726622,1.0,0.21944381,LRRC36,-1.5935651,1.0,-0.16230279,CDHR2,-16.437218,1.0,-0.01179461,NECTIN3,-1.2198789,1.0,-0.16507563,PHLDB2,-0.39901197,1.0,-0.11780996,HAPLN1,-0.39165232,1.0,0.071624324,HIST1H2AI,-17.79817,1.0,-0.011805742,CCDC188,-19.38856,1.0,-0.08009227,PHETA2,-22.348581,1.0,-0.07577136,BSPRY,-0.34770718,1.0,-0.40077928,PYDC1,-13.25542,1.0,-0.0014253071
ZNF154,-0.31594262,1.0,0.21911272,ZNF431,-1.7950414,1.0,-0.16230279,DNAJB8,-17.514349,1.0,-0.01179461,CCNB3,-2.1566224,1.0,-0.16516092,FP565260.1,-1.6720637,1.0,-0.11780996,GSTT2B,0.23628259,1.0,0.07153874,C8orf34,-17.978527,1.0,-0.011805742,KRT222,-19.720835,1.0,-0.08009227,ZNF875,-22.54796,1.0,-0.07577136,ZNF550,0.4715837,1.0,-0.4019682,NLRP4,-16.379057,1.0,-0.0014253071
C16orf46,-0.09134629,1.0,0.21874088,PITPNM3,0.5248115,1.0,-0.16283311,NPC1L1,-16.945,1.0,-0.01179461,PARD6A,0.3852667,1.0,-0.16559593,INCA1,-2.8046422,1.0,-0.11807868,DNAJC27,-0.49951476,1.0,0.07106412,MARCH11,-17.892832,1.0,-0.011805742,CD3D,-20.425316,1.0,-0.08009227,UBFD1,-22.445532,1.0,-0.07577136,CCDC78,-23.047134,1.0,-0.40315714,SHISA7,-14.533516,1.0,-0.0014253071
PXMP4,-0.6388912,1.0,0.21874088,CCNE1,0.26038975,1.0,-0.16297266,CSMD2,-14.86588,1.0,-0.01179461,BTRC,0.7531261,1.0,-0.16560447,PTGDS,-2.869023,1.0,-0.11809449,LUC7L3,-0.7806052,1.0,0.07041833,DACT2,-18.82421,1.0,-0.011805742,GRIN3A,-18.894873,1.0,-0.08009227,PDPN,-23.345484,1.0,-0.07577136,TMEM45A,-23.140888,1.0,-0.40315714,LY6D,-17.77696,1.0,-0.0014253071
CHST3,0.28102788,1.0,0.21812455,CCNF,0.5092912,1.0,-0.16399607,HMGB4,-16.894217,1.0,-0.01179461,ZNF720,-0.39141154,1.0,-0.16620581,MAGOH,0.65739435,1.0,-0.1181261,TYW1B,1.5911952,1.0,0.06987758,FAM166B,-17.928663,1.0,-0.011805742,PCSK4,-19.54262,1.0,-0.08009227,FIZ1,-22.463171,1.0,-0.07577136,CHAC2,-22.937298,1.0,-0.40315714,CELA3A,-17.104935,1.0,-0.0014253071
SLC27A5,-0.46821395,1.0,0.21703452,MICU3,-21.608921,1.0,-0.1645729,TRPC6,-18.383635,1.0,-0.01179461,PRRG2,-0.03750092,1.0,-0.16702893,AC073111.4,-0.63446677,1.0,-0.11874258,CES3,1.2815661,1.0,0.0698698,GABRA4,-18.53886,1.0,-0.011805742,UBQLNL,-20.167116,1.0,-0.08009227,ZNF180,-22.669508,1.0,-0.07577136,FAT1,-0.49636188,1.0,-0.40383655,BARHL2,-15.54015,1.0,-0.0014253071
NDOR1,-0.9160942,1.0,0.21644875,ADAMTS3,-21.433643,1.0,-0.1645729,CPLX2,-17.681513,1.0,-0.01179461,MRM3,0.565148,1.0,-0.16705878,SYP,0.72034603,1.0,-0.11879,IL1F10,0.76097095,1.0,0.069862016,CDHR4,-17.272356,1.0,-0.011805742,OR52N4,-18.838806,1.0,-0.08009227,GPC1,-23.103836,1.0,-0.07632043,SHMT1,-0.12679905,1.0,-0.40410343,SLC5A2,-17.104935,1.0,-0.0014253071
TMEM240,1.8085935,1.0,0.2162501,CTF1,-21.28059,1.0,-0.1645729,EDAR,-17.818512,1.0,-0.01179461,ANGPT1,-0.66978985,1.0,-0.16708864,ZNF343,0.57751554,1.0,-0.11932744,CCL17,1.0196363,1.0,0.06985424,SPDEF,-16.990282,1.0,-0.011805742,MSTN,-19.35481,1.0,-0.08009227,THBS2,-23.695229,1.0,-0.07632043,RPUSD1,0.42232543,1.0,-0.40410343,MRGPRD,-17.693106,1.0,-0.0014253071
PLEK2,2.4647944,1.0,0.21620935,FBXO41,0.81399494,1.0,-0.16495435,GOLGA6L6,-16.463886,1.0,-0.01179461,TNFRSF6B,-0.76656127,1.0,-0.16708864,GGACT,0.7324644,1.0,-0.11956455,POU4F3,0.6778089,1.0,0.06983867,PCDHB11,-17.491152,1.0,-0.011805742,KIF17,-18.84286,1.0,-0.08009227,TNNT1,-23.021082,1.0,-0.07632043,SLC37A1,1.597913,1.0,-0.40441886,ANXA13,-15.698274,1.0,-0.0014253071
GPC1,-0.31959897,1.0,0.21599542,C2CD2L,1.0003552,1.0,-0.16501017,TRIM72,-16.506828,1.0,-0.01179461,ZNF681,-0.23737012,1.0,-0.16708864,UBAP1L,-20.483143,1.0,-0.12044974,CUX2,-0.3459276,1.0,0.06980755,TMPRSS11D,-17.750908,1.0,-0.011805742,ZNF578,-20.115973,1.0,-0.08009227,ZNF785,-22.477245,1.0,-0.07632043,KNL1,-0.26294348,1.0,-0.4046615,ABCC12,-16.045006,1.0,-0.0014253071
MYO1B,-0.09545528,1.0,0.21568981,ZNF496,1.0668547,1.0,-0.1650939,ECRG4,-16.5178,1.0,-0.01179461,FAM207A,0.16390528,1.0,-0.1676772,OLFML3,-20.872782,1.0,-0.12044974,C1orf53,-0.17012033,1.0,0.06935628,DLK2,-16.836044,1.0,-0.011805742,DUSP15,-19.219084,1.0,-0.08009227,ANKRD36,-22.511116,1.0,-0.07632043,CCDC28B,-1.6414127,1.0,-0.40478283,BSN,-15.592922,1.0,-0.0014253071
NBDY,-0.72701174,1.0,0.21548097,ZSCAN2,0.6795817,1.0,-0.16539162,COX6A2,-15.992301,1.0,-0.01179461,HBA2,-0.52884144,1.0,-0.16906753,OR2AE1,-20.402004,1.0,-0.12044974,HDAC11,-0.22444205,1.0,0.06913842,GCK,-18.682915,1.0,-0.011805742,INHA,-20.241274,1.0,-0.08009227,COX7A1,-23.177614,1.0,-0.07632043,TRO,-23.4382,1.0,-0.40569273,CBLN1,-16.045006,1.0,-0.0014253071
ZNF280C,-0.6382714,1.0,0.21530269,ALDH7A1,0.16759369,1.0,-0.1655777,POU3F3,-17.251686,1.0,-0.01179461,PID1,-20.04778,1.0,-0.16984373,PLCB4,-20.387865,1.0,-0.12044974,ALKBH8,-0.40079656,1.0,0.06901004,GRIP2,-17.79147,1.0,-0.011805742,PLEK2,-18.827122,1.0,-0.08009227,APOM,-22.663614,1.0,-0.07632043,VWF,-23.017042,1.0,-0.40569273,C16orf78,-14.621169,1.0,-0.0014253071
RSPH4A,0.8210869,1.0,0.21517535,REM1,-1.5810062,1.0,-0.16563351,VSTM5,-17.603973,1.0,-0.01179461,PLD4,-20.943405,1.0,-0.16984373,PTGIR,-21.11529,1.0,-0.12044974,RDH13,-0.5462873,1.0,0.068897225,FGF18,-18.027529,1.0,-0.011805742,SNAI1,-19.723454,1.0,-0.08009227,MAGEB2,-23.356266,1.0,-0.0768695,TLR3,-22.981197,1.0,-0.40569273,CAMKV,-16.73976,1.0,-0.0014253071
PLK2,-0.82992095,1.0,0.2149665,SLC35G2,-0.3364324,1.0,-0.16578238,MPPED1,-17.896366,1.0,-0.01179461,DCLK1,-19.889524,1.0,-0.16984373,RNASE1,-21.172306,1.0,-0.12044974,TMEM178A,-0.29605547,1.0,0.068761066,OIT3,-17.695229,1.0,-0.011805742,FAM180A,-19.421562,1.0,-0.08009227,POGLUT2,-22.788733,1.0,-0.0768695,EPGN,-24.259365,1.0,-0.40569273,SGSM1,-15.219997,1.0,-0.0014253071
ANKDD1B,0.13279249,1.0,0.21493085,ZNF460,1.0948766,1.0,-0.16592193,WNT11,-16.689426,1.0,-0.01179461,ADRA2B,-19.942247,1.0,-0.16984373,JAKMIP3,-20.1808,1.0,-0.12044974,SLC22A14,-0.5740245,1.0,0.06872216,EBF2,-16.944681,1.0,-0.011805742,MET,-19.332735,1.0,-0.08009227,VMA21,0.7797722,1.0,-0.07730875,FRMD8,-22.767208,1.0,-0.40569273,TMEM211,-16.604237,1.0,-0.0014253071
POLR3G,0.65033406,1.0,0.21467108,ITPRIPL1,0.06534846,1.0,-0.16611731,MAP3K19,-17.85303,1.0,-0.01179461,PRKG1,-20.841045,1.0,-0.16984373,ADGRA3,-20.150995,1.0,-0.12044974,LY6G6C,-0.41026226,1.0,0.06865992,CD200R1L,-18.142204,1.0,-0.011805742,ACKR4,-19.462896,1.0,-0.08009227,TMEM160,1.4696114,1.0,-0.07730875,ALG11,1.235623,1.0,-0.40589896,CSMD3,-15.592922,1.0,-0.0014253071
C17orf97,-0.6103599,1.0,0.21433999,ZBTB43,0.913142,1.0,-0.16617313,CHRND,-16.566143,1.0,-0.01179461,TMEM63C,-19.22276,1.0,-0.16984373,HAVCR1,-20.536516,1.0,-0.12044974,PCOLCE,-0.91182315,1.0,0.06795577,PLAC8L1,-18.14826,1.0,-0.011805742,ZFHX4,-18.797909,1.0,-0.08009227,SFSWAP,0.016658133,1.0,-0.07736366,ALKBH8,0.08452975,1.0,-0.40649343,MAPK15,-14.424222,1.0,-0.0014253071
DGKI,0.55626,1.0,0.21430433,UBR5,0.82433265,1.0,-0.16653597,ECEL1,-16.096638,1.0,-0.01179461,CD163L1,-19.968685,1.0,-0.16984373,PRDM6,-19.797506,1.0,-0.12044974,PPP1R36,-0.5778565,1.0,0.06775737,FZD9,-17.60772,1.0,-0.011805742,C4orf47,-19.874727,1.0,-0.08009227,PLEKHG2,-22.822578,1.0,-0.077418566,HILPDA,-0.7095556,1.0,-0.4065541,TEPP,-15.409965,1.0,-0.0014253071
PLA2G2D,3.4761107,1.0,0.21316336,TRPS1,0.99271715,1.0,-0.16733609,HPCAL4,-17.139551,1.0,-0.01179461,MAB21L3,-19.398834,1.0,-0.16984373,ALDH1A3,-21.882256,1.0,-0.12044974,C19orf84,0.19651914,1.0,0.06771457,PSAPL1,-17.121944,1.0,-0.011805742,VSTM4,-0.84040487,1.0,-0.080521725,SMAGP,-23.569893,1.0,-0.077418566,GRK5,0.3909307,1.0,-0.4066754,SEZ6L,-16.045006,1.0,-0.0014253071
HERC1,-0.68774295,1.0,0.21278134,ZNF57,1.0064656,1.0,-0.16752216,CTRB1,-16.798079,1.0,-0.01179461,SLC22A14,-20.611893,1.0,-0.16984373,ELOVL3,-20.111313,1.0,-0.12044974,IQSEC3,-0.26303872,1.0,0.06744225,GABRB2,-18.2266,1.0,-0.011805742,RAPGEF5,-0.97723013,1.0,-0.080521725,MPP6,-22.43982,1.0,-0.077418566,C12orf65,0.9312129,1.0,-0.40684527,XKR4,-16.045006,1.0,-0.0014253071
SEC16B,-0.5748037,1.0,0.21264382,MECOM,-21.588789,1.0,-0.16793153,PCDH11X,-17.746576,1.0,-0.01179461,CLEC4G,-19.47604,1.0,-0.16984373,CCDC157,-20.10984,1.0,-0.12044974,PRIMPOL,-0.53385377,1.0,0.066777006,ATP10B,-18.359161,1.0,-0.011805742,ADAM32,-1.1391126,1.0,-0.08054375,ZNF653,-22.770172,1.0,-0.077418566,CYB5R2,-22.973206,1.0,-0.4082283,CADPS,-16.045006,1.0,-0.0014253071
KRT36,1.6415533,1.0,0.21248081,P3H4,-21.420116,1.0,-0.16793153,ALDH3B2,-17.771467,1.0,-0.01179461,RCN2,0.60652506,1.0,-0.17018493,TEAD3,-20.146128,1.0,-0.12044974,ZNF852,-0.06666294,1.0,0.06666808,CCDC110,-18.2207,1.0,-0.011805742,MEX3A,-1.2082248,1.0,-0.08055476,PKMYT1,-22.85482,1.0,-0.077418566,ATP6V0E2,-22.613993,1.0,-0.4082283,SYNPR,-16.93563,1.0,-0.0014253071
BRD8,-0.6750108,1.0,0.21217011,CCDC152,-21.819635,1.0,-0.16793153,ACY3,-15.60992,1.0,-0.01179461,TOGARAM2,-0.71974194,1.0,-0.17084597,C19orf84,-20.532341,1.0,-0.12044974,CYP4F12,-0.085705735,1.0,0.06655137,SPARCL1,-14.719687,1.0,-0.011805742,PLPP4,-1.4671911,1.0,-0.08056577,THY1,-23.608763,1.0,-0.077418566,LRGUK,-22.74071,1.0,-0.4082283,OR2T27,-16.045006,1.0,-0.0014253071
